N	3gram	Losev_Vlad_1	Marksizm
1	не может быть	3	13
2	в самом деле	1	9
3	и не может	1	9
4	бы то ни	1	8
5	то ни было	1	8
6	в связи с	1	7
7	в настоящее время	1	6
8	до настоящего времени	1	5
9	с другой стороны	3	5
10	мы не будем	1	3
11	в этом отношении	1	3
12	в конце концов	3	3
13	и тот же	2	3
14	один и тот	2	3
15	то же время	4	3
16	можно сказать что	2	3
17	в то же	4	3
18	для того чтобы	2	3
19	в том что	7	3
20	нет и не	1	2
21	тех пор пока	1	2
22	и той же	1	2
23	на первый план	2	2
24	на самом же	1	2
25	но в то	1	2
26	во всяком случае	2	2
27	смысле этого слова	1	2
28	на почве философии	1	2
29	одной и той	1	2
30	до тех пор	1	2
31	в свою очередь	1	2
32	это и есть	1	2
33	самом же деле	1	2
34	этому нужно прибавить	2	2
35	в этом смысле	4	2
36	к этому нужно	2	2
37	тем не менее	2	2
38	как к своему	1	1
39	а следовательно и	1	1
40	только с помощью	1	1
41	том что он	2	1
42	между ними можно	1	1
43	как это делает	1	1
44	что же касается	4	1
45	в этом слове	1	1
46	только не может	1	1
47	ничего не могло	1	1
48	нужно прибавить что	2	1
49	для него только	1	1
50	к ней как	1	1
51	входить в подробности	1	1
52	к жизни и	1	1
53	но что такое	1	1
54	в тот же	1	1
55	так или иначе	1	1
56	свои мысли и	1	1
57	и потому как	1	1
58	с одной стороны	1	1
59	пор пока не	1	1
60	а в том	1	1
61	как мы увидим	2	1
62	и не без	2	1
63	мы уже знаем	1	1
64	более или менее	3	1
65	ней как к	1	1
66	так и в	1	1
67	с тем что	1	1
68	и без того	1	1
69	не только не	1	1
70	не только в	2	1
71	ни к какой	1	1
72	как мы уже	3	1
73	друг друга не	1	1
74	кроме того в	1	1
75	к тому что	1	1
76	в особенности же	1	1
77	выходят за пределы	1	1
