N	4gram	Losev_Vlad_3	Dialekti
1	не что иное как	1	8
2	в то же время	2	6
3	ровно ничего не говорит	1	3
4	и в этом смысле	3	2
5	не имеет ничего общего	2	2
6	и в то же	2	2
7	ничего не говорит о	2	2
8	имеет никакого отношения к	1	2
9	не имеет никакого отношения	1	2
10	с этой точки зрения	1	2
11	имеет ничего общего с	2	2
12	и тем не менее	1	1
13	а это значит что	1	1
14	мы должны сказать что	1	1
15	это значит что тут	1	1
16	и то и другое	1	1
17	перед нами не просто	1	1
18	на самом же деле	2	1
19	в каком отношении не	1	1
20	указать на то что	1	1
21	в том случае если	2	1
22	это ровно ничего не	1	1
23	это значит что есть	2	1
24	ни в каком смысле	1	1
25	дело в том что	4	1
26	иметь в виду что	1	1
27	ни в каком отношении	1	1
28	возникает вопрос о том	1	1
29	и то в чем	1	1
30	в каком смысле не	1	1
31	и ни в каком	1	1
