N	2gram	Potebnia_M_1	slovoVRo
1	и в	39	39
2	может быть	27	37
3	и т	6	35
4	и его	5	33
5	т п	4	33
6	то есть	42	26
7	не только	21	24
8	и не	18	22
9	но и	20	21
10	не может	22	20
11	в нем	20	19
12	в этом	15	16
13	все это	1	16
14	так и	13	15
15	а не	21	14
16	как в	10	13
17	слова в	2	13
18	во всех	5	12
19	литературного языка	1	12
20	в истории	7	11
21	слово в	1	11
22	вовсе не	5	10
23	и с	3	9
24	не в	15	9
25	языков и	1	9
26	языка и	17	9
27	словом и	2	8
28	таким образом	13	8
29	оно не	3	8
30	себя в	1	8
31	прежде всего	4	8
32	слова и	4	8
33	точки зрения	8	8
34	еще не	6	7
35	с его	1	7
36	при этом	6	7
37	образа языка	1	7
38	в этих	7	7
39	для него	4	7
40	с ним	3	7
41	никогда не	4	7
42	могут быть	9	7
43	как мы	2	7
44	язык и	5	7
45	в его	5	7
46	языка как	5	7
47	и даже	4	7
48	и потому	5	7
49	как бы	6	7
50	в сущности	2	6
51	но не	8	6
52	в своем	3	6
53	все же	6	6
54	но в	9	6
55	все эти	1	6
56	так сказать	2	6
57	значительной степени	2	6
58	в них	3	6
59	в слове	8	6
60	как и	9	6
61	она не	3	6
62	языка в	6	6
63	язык в	8	6
64	человек в	1	6
65	там где	4	6
66	слова от	1	6
67	жизни и	2	6
68	например в	1	5
69	и слова	2	5
70	это не	7	5
71	том что	16	5
72	по себе	10	5
73	мышления и	1	5
74	не могут	4	5
75	но все	2	5
76	с другой	7	5
77	один из	1	5
78	в том	26	5
79	с ними	1	5
80	с одной	3	5
81	уже не	2	5
82	языка а	3	5
83	со словом	3	5
84	и их	3	5
85	одной стороны	3	5
86	остается в	1	5
87	и для	5	5
88	только в	25	5
89	для нас	9	5
90	от него	4	5
91	и все	3	5
92	отношения к	1	4
93	языку и	1	4
94	в зависимости	1	4
95	его не	1	4
96	и на	1	4
97	по отношению	13	4
98	связанные с	1	4
99	то же	6	4
100	слова не	2	4
101	его в	1	4
102	входит в	1	4
103	с другими	1	4
104	ни в	1	4
105	в отношении	1	4
106	и языка	4	4
107	слова могут	1	4
108	слова к	1	4
109	не менее	6	4
110	в то	4	4
111	эти формы	2	4
112	же время	4	4
113	или как	1	4
114	во всем	4	4
115	зависимости от	1	4
116	что оно	2	4
117	здесь не	1	4
118	для этого	2	4
119	этого языка	2	4
120	наконец в	1	4
121	дело с	1	4
122	поэтому и	1	4
123	для всех	5	4
124	и других	4	4
125	языка но	3	4
126	так как	21	4
127	и язык	11	4
128	даже и	2	4
129	себя и	1	4
130	языка не	5	4
131	своего языка	2	4
132	как предмет	2	4
133	в смысле	4	4
134	язык не	5	4
135	а в	5	4
136	слова с	1	4
137	отношению к	13	4
138	в таком	5	4
139	литературный язык	1	3
140	в чисто	1	3
141	должна быть	3	3
142	собственном смысле	1	3
143	той же	3	3
144	язык как	7	3
145	человека и	1	3
146	в чем	1	3
147	между словом	1	3
148	сама по	3	3
149	в собственном	2	3
150	стороны и	2	3
151	к новому	2	3
152	перед нами	1	3
153	и как	6	3
154	с их	1	3
155	человеке и	1	3
156	на этом	1	3
157	сознание и	1	3
158	не с	1	3
159	лишь в	1	3
160	язык но	2	3
161	с точки	3	3
162	не столько	1	3
163	не была	1	3
164	его от	1	3
165	связи с	3	3
166	этом отношении	1	3
167	действует в	1	3
168	в ней	7	3
169	исторической жизни	1	3
170	одного языка	1	3
171	к нему	1	3
172	между тем	5	3
173	что и	6	3
174	слов и	4	3
175	или даже	3	3
176	него нет	1	3
177	у него	1	3
178	рядом с	1	3
179	в свою	4	3
180	и там	1	3
181	и от	3	3
182	но это	5	3
183	что в	22	3
184	из себя	5	3
185	хотя бы	2	3
186	сказать что	3	3
187	речи и	10	3
188	языка то	4	3
189	во всяком	3	3
190	человеческой речи	1	2
