N	3gram	Medvedev_F_2	Psycholo
1	в самом деле	5	18
2	в том что	2	11
3	с точки зрения	7	9
4	для того чтобы	3	8
5	с самого начала	2	6
6	до сих пор	1	5
7	и т п	9	5
8	с одной стороны	1	5
9	с другой стороны	3	5
10	и т д	5	4
11	и в этом	5	3
12	и то и	2	3
13	то и другое	2	3
14	и все те	1	2
15	в какой мере	2	2
16	а вовсе не	1	2
17	на самом деле	3	2
18	в таком виде	1	2
19	только в том	1	2
20	как мы увидим	1	2
21	только то что	1	2
22	была бы совершенно	2	2
23	вместе с тем	4	2
24	не совпадает с	1	2
25	в данном случае	1	2
26	смысле этого слова	1	2
27	между тем в	1	2
28	не в том	3	2
29	все более и	1	2
30	во всяком случае	5	2
31	то что он	1	2
32	мы не можем	1	2
33	в свою очередь	1	2
34	более и более	1	2
35	к тому что	2	2
36	в том смысле	3	2
37	по аналогии с	1	2
38	как мы видели	4	2
39	совсем не так	1	1
40	но все же	2	1
41	трудно не заметить	1	1
42	поэтический язык и	4	1
43	более или менее	1	1
44	имеем в виду	1	1
45	нам кажется что	1	1
46	она могла бы	1	1
47	за счет ее	1	1
48	того или иного	4	1
49	каждого из них	1	1
50	между тем эта	1	1
51	он не может	1	1
52	в зависимости от	3	1
53	что он не	1	1
54	в отличие от	2	1
55	между этими двумя	2	1
56	в том случае	2	1
57	нельзя согласиться с	1	1
58	не было бы	1	1
59	в этом отношении	7	1
60	но они не	1	1
61	с тем что	5	1
62	может быть и	3	1
63	так сказать в	1	1
64	том случае если	1	1
65	существу вовсе не	1	1
66	тем резче и	1	1
67	обойтись вовсе без	1	1
68	в применении к	2	1
69	дело идет о	2	1
70	в той же	1	1
71	так как они	2	1
72	как один из	1	1
73	всего этого следует	1	1
74	их в той	1	1
75	в такой же	1	1
76	мере в какой	1	1
77	автор все время	1	1
78	один и тот	1	1
79	в этом рассказе	1	1
80	очевидно что в	1	1
81	таким образом мы	1	1
82	том смысле что	2	1
83	из них уже	1	1
84	в том чтобы	1	1
85	именно из этого	1	1
86	несмотря на свой	1	1
87	в сторону от	1	1
88	в частном случае	1	1
89	хотя бы в	3	1
90	мы знаем что	1	1
91	к тому чтобы	2	1
92	с тем и	2	1
93	или во всяком	1	1
94	рассказ ведется от	1	1
95	совершенно очевидно что	1	1
96	по этому поводу	1	1
97	в другую сторону	1	1
98	в предисловии к	2	1
99	вовсе не является	1	1
100	не может быть	10	1
101	на то чтобы	1	1
102	в высшей степени	4	1
103	она не может	1	1
104	что если бы	1	1
105	и тот же	1	1
106	и здесь не	1	1
