N	3gram	Voloshinov_1	formyVre
1	то же время	3	9
2	как мы уже	1	8
3	в то же	3	6
4	и того же	5	5
5	одного и того	5	5
6	в связи с	7	5
7	для того чтобы	3	5
8	вполне понятно что	3	4
9	в том числе	2	4
10	по отношению к	2	3
11	до сих пор	8	3
12	в этом отношении	3	3
13	может быть только	1	3
14	прежде всего необходимо	1	3
15	не может быть	13	3
16	между этими двумя	2	3
17	в каком же	1	2
18	и в сущности	1	2
19	но все же	3	2
20	друг за другом	1	2
21	как мы видим	1	2
22	равно как и	1	2
23	же как и	2	2
24	и все другие	1	2
25	как если бы	2	2
26	с точки зрения	20	2
27	жизни в ее	1	2
28	в отличие от	5	2
29	но и в	1	2
30	том числе и	2	2
31	так же как	2	2
32	не только в	1	2
33	с одной стороны	1	2
34	может быть и	3	2
35	в подходе к	1	2
36	по природе своей	1	2
37	в точном смысле	1	2
38	в его целом	1	2
39	в широком смысле	1	2
40	в романе не	1	2
41	в нем нет	2	2
42	связи с этим	3	2
43	в ее целом	3	2
44	с самого начала	4	2
45	и прежде всего	2	2
46	той или иной	1	2
47	в том что	3	2
48	у них нет	1	1
49	но кроме того	1	1
50	человек в литературе	1	1
51	теперь мы должны	2	1
52	до наших дней	1	1
53	а следовательно и	1	1
54	и они же	1	1
55	или хотя бы	2	1
56	в данный момент	2	1
57	специфической закономерностью и	1	1
58	для наших задач	1	1
59	прежде всего в	1	1
60	и во всяком	1	1
61	и в маленьких	1	1
62	вне всякой связи	1	1
63	в самом деле	9	1
64	громадное значение в	1	1
65	всякой связи с	2	1
66	постоянно имеет место	1	1
67	и не существует	1	1
68	на первый план	2	1
69	в других областях	1	1
70	сами по себе	1	1
71	в последующем в	1	1
72	точка зрения на	1	1
73	как мы увидим	1	1
74	в себе и	1	1
75	оно ничего не	1	1
76	с тем что	1	1
77	своей специфической закономерностью	1	1
78	возможно лишь в	1	1
79	совершенно так же	1	1
80	как оно было	1	1
81	нет ничего что	1	1
82	он ни был	1	1
83	со всех сторон	2	1
84	этот далеко не	1	1
85	имеет большое значение	1	1
86	так сказать в	1	1
87	почти ничего не	1	1
88	что во всех	2	1
89	до известной степени	1	1
90	в значительной степени	1	1
91	как мы сказали	1	1
92	все же и	1	1
93	в особенности же	1	1
94	в каждом явлении	1	1
95	но в то	2	1
96	таким образом и	1	1
97	смысле этого слова	2	1
98	в каких формах	1	1
99	так и в	1	1
100	все без исключения	3	1
101	и вне его	1	1
102	не могут быть	2	1
103	и как бы	1	1
104	в нашем случае	1	1
105	ни к какой	1	1
106	на этой же	1	1
107	кроме того в	1	1
108	все более и	1	1
109	во всяком случае	2	1
110	он не знает	1	1
111	и речи о	1	1
112	в новое время	1	1
113	как человек с	1	1
114	xvii и xviii	1	1
115	сих пор не	1	1
116	нем нет ничего	1	1
117	совершенно независимо от	2	1
118	в свою очередь	2	1
119	только на почве	2	1
120	быть и речи	2	1
121	в этом случае	3	1
122	и т.п в	3	1
123	и в самом	1	1
124	будем говорить в	1	1
125	более и более	1	1
126	прямой и косвенной	1	1
127	во времени и	1	1
128	разрешения этой проблемы	1	1
129	или во всяком	1	1
130	дело здесь идет	1	1
131	и ту же	1	1
132	по преимуществу в	1	1
133	в предыдущем разделе	1	1
134	лишь там где	1	1
135	сама по себе	2	1
136	друг с другом	1	1
137	мы уже знаем	1	1
138	снова и снова	1	1
139	в последнем счете	1	1
140	в высшей степени	3	1
141	как мы говорили	1	1
142	одну и ту	1	1
