N	4gram	Vygotskiy__1	Komedia
1	в то же время	1	4
2	само собой разумеется что	1	2
3	в то время как	4	2
4	только для того чтобы	1	2
5	и в силу этого	1	1
6	одного из современных авторов	1	1
7	вдвое по сравнению с	1	1
8	для того чтобы показать	2	1
9	по сравнению с тем	1	1
10	таким же образом как	1	1
11	с этой точки зрения	1	1
12	мы можем заключить что	1	1
13	состоит в том чтобы	1	1
14	она стремится не к	1	1
15	основных линий в развитии	1	1
16	с одной стороны и	1	1
17	быть с полным основанием	1	1
18	в том числе и	1	1
19	и в то же	1	1
20	потому что он не	1	1
21	но вместе с тем	4	1
