N	2gram	Losev_Prob_5	Problemy
1	и в	30	46
2	то есть	21	40
3	и не	12	27
4	может быть	7	23
5	не может	5	19
6	как бы	6	19
7	в нем	6	17
8	в этом	17	16
9	не только	18	14
10	перед нами	1	12
11	как мы	2	12
12	но и	13	12
13	как и	7	12
14	и на	6	11
15	точки зрения	10	11
16	в одном	3	11
17	а не	5	11
18	не в	7	10
19	и к	4	9
20	в самом	5	9
21	с точки	8	9
22	и все	9	9
23	в его	12	9
24	в том	12	9
25	в большинстве	1	9
26	вовсе не	8	9
27	прежде всего	6	9
28	до сих	2	8
29	конечно не	2	8
30	большинстве случаев	1	8
31	сих пор	2	8
32	или в	4	8
33	еще не	3	7
34	в себе	4	7
35	и с	5	7
36	по себе	2	7
37	как раз	5	7
38	то же	2	6
39	никогда не	7	6
40	и он	4	6
41	хотя и	8	6
42	но в	9	6
43	ни в	4	6
44	на фоне	1	6
45	что я	1	6
46	но это	1	6
47	и его	6	6
48	в него	1	6
49	что он	7	6
50	только в	9	6
51	есть в	2	6
52	к себе	1	6
53	все это	1	6
54	в романе	1	6
55	мы увидим	1	6
56	к другому	1	5
57	в котором	2	5
58	с его	1	5
59	по отношению	2	5
60	при этом	4	5
61	это не	2	5
62	в то	4	5
63	себе самом	1	5
64	в самой	3	5
65	и сам	4	5
66	о том	12	5
67	же время	1	5
68	к нему	3	5
69	если мы	1	5
70	мы находим	7	5
71	так как	6	5
72	у него	11	5
73	о себе	2	5
74	отношению к	2	5
75	жизни и	2	5
76	самом деле	2	4
77	в их	1	4
78	мы не	2	4
79	на себя	1	4
80	героя и	1	4
81	но не	7	4
82	как в	2	4
83	все же	9	4
84	кроме того	2	4
85	все эти	2	4
86	он не	3	4
87	людей и	13	4
88	таким образом	13	4
89	и наконец	1	4
90	он и	5	4
91	том что	17	4
92	своего рода	1	4
93	любовь к	1	4
94	раз и	2	4
95	во всем	1	4
96	потому что	13	4
97	слова но	1	4
98	здесь не	7	4
99	так и	7	4
100	в виду	3	4
101	и здесь	1	4
102	и других	1	4
103	можно сказать	6	4
104	же и	1	4
105	уже не	6	4
106	уже в	2	4
107	к ним	1	4
108	мы можем	5	4
109	еще и	4	4
110	до конца	1	4
111	превращается в	1	4
112	да и	2	4
113	и нет	2	4
114	то что	18	4
115	что в	5	4
116	том числе	2	4
117	также и	12	3
118	человека и	4	3
119	сам по	1	3
120	и это	1	3
121	тем же	3	3
122	и до	2	3
123	мы уже	1	3
124	мы имеем	2	3
125	преступления и	2	3
126	и о	5	3
127	так чтобы	1	3
128	мы и	2	3
129	отношение к	2	3
130	в своем	11	3
131	из этих	1	3
132	в этой	10	3
133	имеем в	1	3
134	на то	2	3
135	не к	2	3
136	их в	1	3
137	они должны	1	3
138	было бы	4	3
139	далеко не	4	3
140	такой же	1	3
141	и при	1	3
142	и их	5	3
143	в своей	22	3
144	не как	1	3
145	но он	5	3
146	в отношении	3	3
147	она не	1	3
148	правда в	1	3
149	дело в	2	3
150	по своей	2	3
151	на него	2	3
152	тон и	1	3
153	не могут	2	3
154	числе и	1	3
155	с ее	1	3
156	и этим	1	3
157	здесь нет	1	3
158	чем у	1	3
159	никак не	8	3
160	и что	6	3
161	и только	2	3
162	только на	1	3
163	в диалоге	1	3
164	в конце	8	3
165	что и	6	3
166	бытия и	1	3
167	тем что	2	3
168	и даже	14	3
169	с другой	6	3
170	себя и	1	3
171	жизнь в	3	3
