N	4gram	Vinokur_Ku_3	Formalny
1	в то же время	1	5
2	и пр и пр	1	4
3	и в то же	1	3
4	и не может быть	1	2
5	в том смысле что	1	2
6	т п все эти	1	1
7	в той мере в	1	1
8	должна быть положена классификация	1	1
9	и т п в	3	1
10	не в том что	2	1
11	слово в основу систематического	1	1
12	в основу систематического построения	1	1
13	той мере в какой	1	1
14	поэтики должна быть положена	1	1
15	только в том случае	1	1
16	не говоря уже о	2	1
17	и т п все	2	1
18	является слово в основу	1	1
19	собственном смысле этого слова	1	1
20	систематического построения поэтики должна	1	1
21	во что бы то	1	1
22	положена классификация фактов языка	1	1
23	и т п однако	1	1
24	один и тот же	2	1
25	основу систематического построения поэтики	1	1
26	было бы сказать что	3	1
27	построения поэтики должна быть	1	1
28	в самом деле ведь	1	1
29	лишь в том случае	2	1
30	быть положена классификация фактов	1	1
31	и в этом случае	1	1
32	материалом поэзии является слово	1	1
33	что бы то ни	1	1
34	бы то ни стало	1	1
35	поэзии является слово в	1	1
