N	3gram	Tiupa_Anal_2	Istorich
1	не может быть	1	7
2	тем не менее	3	6
3	более или менее	1	5
4	с другой стороны	2	5
5	с одной стороны	4	4
6	на то что	2	4
7	в том что	6	4
8	по отношению к	4	3
9	то же самое	1	3
10	точно так же	1	3
11	в связи с	1	3
12	друг с другом	1	3
13	о том что	6	3
14	можно было бы	2	3
15	в таких случаях	1	2
16	в этих случаях	1	2
17	но и в	1	2
18	на этот вопрос	1	2
19	же самое что	1	2
20	в отличие от	2	2
21	и тот же	1	2
22	если бы он	1	1
23	ничего не доказывает	1	1
24	мы имеем дело	3	1
25	прежде всего в	1	1
26	подобно тому как	3	1
27	в этом смысле	2	1
28	никак не может	1	1
29	в соответствии с	2	1
30	в этом случае	4	1
31	из них в	1	1
32	как один из	1	1
33	сами по себе	1	1
34	имеем дело не	1	1
35	только то что	1	1
36	к тому или	1	1
37	его как бы	1	1
38	в противном случае	1	1
39	в этой связи	1	1
40	в значительной степени	2	1
41	едва ли не	2	1
42	приводит к тому	1	1
43	а не только	2	1
44	дело не с	1	1
45	это еще одна	1	1
46	еще ничего не	1	1
47	не только в	2	1
48	тому или иному	1	1
49	то что она	1	1
50	зависит от степени	1	1
51	ответ на этот	1	1
52	как мы это	1	1
53	и в пределах	1	1
54	это не так	1	1
55	не только для	1	1
56	это своего рода	1	1
57	только в рамках	1	1
58	ни к какой	1	1
59	так как будто	1	1
60	очень близки к	1	1
61	можно отметить еще	1	1
62	есть не что	1	1
63	и даже в	1	1
64	того или иного	3	1
65	но и для	1	1
66	не только на	1	1
67	что иное как	1	1
68	содержит в себе	3	1
69	может быть признано	1	1
70	к тому что	1	1
71	не что иное	1	1
72	тех или иных	2	1
73	дело не в	1	1
74	и в этом	4	1
75	внимание на то	1	1
76	к тому же	4	1
77	в этом отношении	3	1
78	до известной степени	1	1
