N	2gram	Trubetskoy_1	Problema
1	то есть	2	39
2	то что	18	38
3	вовсе не	2	37
4	и не	8	37
5	и в	23	35
6	не есть	2	33
7	не только	7	24
8	сказать что	1	24
9	том что	19	19
10	что такое	1	18
11	у нас	3	18
12	даже и	1	18
13	о том	7	18
14	может быть	16	18
15	в этом	12	17
16	и вообще	3	16
17	настоящее время	2	16
18	но и	9	16
19	в настоящее	2	16
20	что мы	4	14
21	только в	6	14
22	не менее	7	13
23	потому что	9	13
24	не может	17	13
25	и что	8	13
26	во всяком	2	13
27	также и	2	12
28	тем не	4	12
29	того что	6	12
30	в том	30	12
31	хотя бы	4	12
32	не будет	5	11
33	никак не	1	11
34	и даже	1	11
35	так что	5	11
36	прежде всего	3	11
37	что в	8	11
38	в таком	4	11
39	и то	4	10
40	говорить о	2	10
41	еще не	5	10
42	всяком случае	2	10
43	ничего не	1	10
44	и с	5	10
45	а не	1	10
46	в данном	3	10
47	да и	1	10
48	тем более	3	10
49	в этой	6	9
50	пока еще	1	9
51	для себя	2	9
52	если мы	4	9
53	только на	1	9
54	что же	2	9
55	для нас	3	9
56	все же	13	8
57	есть только	1	8
58	ясно что	8	8
59	в виду	2	8
60	было бы	3	8
61	уже не	1	8
62	при помощи	3	8
63	смысле слова	1	7
64	совсем не	1	7
65	все эти	19	7
66	мы не	1	7
67	тем самым	3	7
68	не имеет	1	7
69	в конце	4	7
70	так и	10	7
71	в его	5	7
72	конце концов	4	7
73	так как	7	7
74	этом случае	4	7
75	есть не	1	6
76	мы и	2	6
77	с другой	6	6
78	но как	2	6
79	а только	1	6
80	к сожалению	1	6
81	но в	4	6
82	так или	5	6
83	на то	9	6
84	что все	5	6
85	по крайней	1	6
86	можно ли	2	6
87	а а	1	6
88	мы можем	6	6
89	как будто	5	6
90	крайней мере	1	6
91	же самое	1	6
92	другими словами	2	6
93	в виде	4	6
94	в области	4	6
95	или иначе	5	6
96	а именно	1	6
97	при условии	2	6
98	и для	6	6
99	в то	6	6
100	то же	4	5
101	между собой	4	5
102	по своему	5	5
103	отнюдь не	2	5
104	с этим	11	5
105	в самом	8	5
106	в себе	5	5
107	с другими	1	5
108	как и	9	5
109	и без	5	5
110	представление о	3	5
111	и более	2	5
112	для меня	4	5
113	связи с	4	5
114	будто бы	1	5
115	и это	3	5
116	как мы	2	5
117	данном случае	3	5
118	можно было	1	5
119	и на	6	5
120	тот или	1	5
121	с одной	3	5
122	одной стороны	2	5
123	или иной	1	5
124	еще и	1	5
125	другой стороны	5	5
126	в частности	2	5
127	так же	8	5
128	кроме того	1	5
129	в связи	3	5
130	и все	7	5
131	предполагает что	1	4
132	самом деле	12	4
133	на самом	7	4
134	что если	3	4
135	и тут	1	4
136	не вполне	3	4
137	и самого	1	4
138	но не	2	4
139	в общем	6	4
140	в своем	10	4
141	и той	1	4
142	и как	1	4
143	более или	7	4
144	что она	1	4
145	но именно	1	4
146	всех этих	4	4
147	их в	2	4
148	таким образом	31	4
149	заключается в	2	4
150	и тем	1	4
151	далеко не	5	4
152	которой он	1	4
153	между собою	5	4
154	на первый	2	4
155	или менее	7	4
156	в этих	3	4
157	но если	2	4
158	собой и	1	4
159	в отношении	1	4
160	для каждого	1	4
161	до сих	8	4
162	что на	1	4
163	именно как	1	4
164	уже о	1	4
165	не могут	4	4
166	что при	6	4
167	говоря уже	1	4
168	без всякого	1	4
169	если бы	8	4
170	и только	2	4
171	тех пор	2	4
172	тот же	3	4
173	что он	7	4
174	есть в	2	4
175	то и	2	4
176	ведь если	1	4
177	представить себе	2	4
178	случае не	1	4
179	как же	1	4
180	тем что	1	4
181	и следовательно	1	4
182	как бы	10	4
183	сих пор	8	4
184	все это	11	4
185	вообще говоря	1	4
186	в результате	9	4
187	а в	3	4
188	до тех	2	4
189	не говоря	1	4
190	гораздо более	2	4
191	это и	1	3
192	и должны	1	3
193	в их	4	3
194	мы уже	4	3
195	вопрос о	3	3
196	такое положение	1	3
197	но даже	3	3
198	то это	1	3
199	большей частью	1	3
200	не отличается	1	3
201	в нашем	3	3
202	только тогда	2	3
203	нет и	1	3
204	что они	2	3
205	в истории	3	3
206	хотя и	4	3
207	не было	2	3
208	не являются	1	3
209	и к	5	3
210	только то	2	3
211	в целом	5	3
212	бы не	1	3
213	из этих	8	3
214	только один	2	3
215	при этом	9	3
216	перестает быть	1	3
217	и по	3	3
218	здесь мы	1	3
219	то ни	3	3
220	лишь в	5	3
221	его в	5	3
222	о которых	6	3
223	с тем	2	3
224	несмотря на	6	3
225	в чистом	1	3
226	и того	3	3
227	что такая	1	3
228	не во	1	3
229	нас не	1	3
230	никто не	2	3
231	оказывается что	5	3
232	является только	1	3
233	тому что	2	3
234	этой области	4	3
235	чистом виде	1	3
236	с которой	1	3
237	как о	1	3
238	тогда когда	3	3
239	одна из	2	3
240	в науке	1	3
241	и притом	1	3
242	в основе	2	3
243	мы все	2	3
244	только не	2	3
245	мы бы	1	3
246	не знаем	1	3
247	не знает	2	3
248	если же	3	3
249	она не	2	3
250	ничего общего	3	3
251	с самого	1	3
252	на том	2	3
253	он сам	1	3
254	для этого	7	3
255	иное как	1	3
256	каждый раз	1	3
257	но мы	1	3
258	в значительной	1	3
259	том или	1	3
260	и наконец	3	3
261	один из	1	3
262	по этому	2	3
263	уже в	1	3
264	в нашей	1	3
265	а это	2	3
266	и их	5	3
267	уже и	3	3
268	указание на	1	3
269	для того	8	3
270	что для	4	3
271	может ли	1	3
