N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	18
2	с другой стороны	1	8
3	в этом случае	2	7
4	с одной стороны	1	7
5	вместе с тем	1	6
6	в иной мир	1	6
7	о том что	1	4
8	в связи с	7	4
9	но все же	1	4
10	как мы увидим	1	3
11	в воду и	1	3
12	не может быть	1	3
13	за тридевять земель	1	3
14	для того чтобы	7	3
15	имеется и в	1	2
16	о том как	3	2
17	до сих пор	2	2
18	наряду с этим	1	2
19	в особенности в	1	2
20	в данном случае	1	2
21	не только в	5	2
22	и вместе с	1	2
23	но и в	3	2
24	это значит что	2	2
25	друг с другом	4	2
26	в том что	3	2
27	как и в	1	2
28	что и в	1	2
29	к тому времени	1	1
30	большую роль в	1	1
31	объясняется тем что	1	1
32	еще совершенно не	1	1
33	в его желудок	1	1
34	не под землей	1	1
35	и др все	1	1
36	в виду что	1	1
37	на самом деле	1	1
38	в том числе	3	1
39	и целый ряд	1	1
40	испустил из себя	1	1
41	с точки зрения	8	1
42	и не только	1	1
43	должна быть объяснена	1	1
44	только в том	1	1
45	тридевять земель за	1	1
46	в преисподнюю в	1	1
47	что он не	1	1
48	имеет отношение к	1	1
49	в отличие от	1	1
50	по своему содержанию	1	1
51	с тем что	1	1
52	том числе и	2	1
53	то же время	4	1
54	с этой точки	1	1
55	здесь еще не	1	1
56	только для того	1	1
57	же относится и	1	1
58	здесь мы видим	1	1
59	один аналогичный пример	1	1
60	то время как	1	1
61	а затем через	1	1
62	в загробном мире	1	1
63	весьма древний и	1	1
64	во всех этих	3	1
65	мы уже говорили	3	1
66	по девушке и	1	1
67	этой точки зрения	1	1
68	переносится в другую	1	1
69	его но это	1	1
70	в то время	1	1
71	в тех же	1	1
72	в свою очередь	1	1
73	с самого начала	1	1
74	можно сказать что	1	1
75	сюда же относится	1	1
76	что во время	1	1
77	когда герой не	1	1
78	в частности с	1	1
79	в то же	4	1
80	до некоторой степени	1	1
81	всех этих случаях	1	1
82	еще один аналогичный	1	1
83	когда во время	1	1
84	как мы видели	1	1
85	вне связи с	1	1
86	другой стороны в	1	1
