N	3gram	Bakhtin_Pr_5	StatiiOP
1	в том что	2	11
2	не может быть	3	5
3	в этом смысле	3	4
4	по крайней мере	1	4
5	с точки зрения	2	4
6	в этом отношении	1	4
7	то время как	1	4
8	во всяком случае	4	4
9	с другой стороны	3	4
10	о том что	1	4
11	в то время	1	4
12	прежде всего в	1	3
13	в конце концов	3	3
14	то же время	10	3
15	в то же	10	3
16	то что я	2	2
17	до сих пор	1	2
18	говорит что он	1	2
19	и не в	2	2
20	и в этих	1	2
21	тем что он	1	2
22	и в этом	2	2
23	все более и	1	2
24	на тему о	2	2
25	и пр в	1	2
26	с самого начала	8	2
27	более и более	1	2
28	но все же	2	2
29	к тому что	1	2
30	тем не менее	1	2
31	можно сказать что	1	1
32	и всегда у	1	1
33	несколько слов о	1	1
34	одних и тех	1	1
35	связи с его	1	1
36	в одних и	1	1
37	время как в	1	1
38	потому что в	1	1
39	а не в	1	1
40	как и всегда	1	1
41	и для самого	1	1
42	на самом деле	9	1
43	в самом деле	1	1
44	нет ни одного	2	1
45	того или другого	1	1
46	тем что это	1	1
47	что же касается	1	1
48	так что он	2	1
49	то же самое	1	1
50	он не может	3	1
51	он с самого	1	1
52	для себя и	1	1
53	том что он	1	1
54	и в других	1	1
55	сам по себе	2	1
56	вместе с тем	1	1
57	и во всяком	1	1
58	которого он не	1	1
59	и тех же	1	1
60	можно было бы	2	1
61	хочет показать что	1	1
62	не укладывается в	1	1
63	в раннем творчестве	2	1
64	то что в	1	1
65	есть не на	1	1
66	но в последующих	1	1
67	в своей статье	1	1
68	всех событий и	1	1
69	и со всеми	1	1
70	того что он	2	1
71	и что он	2	1
72	с которым он	4	1
73	в том же	1	1
74	произведение должно было	1	1
75	в чем же	1	1
76	то что он	1	1
77	без труда обнаружим	1	1
78	с ним и	1	1
79	в такой же	2	1
80	в этом направлении	1	1
81	это произведение должно	1	1
82	в той или	4	1
83	все это было	2	1
84	независимо от их	1	1
85	в свое время	1	1
86	и ни в	1	1
87	но в конце	1	1
88	его отношение к	4	1
89	в свою очередь	1	1
90	в этом выражении	1	1
91	и это его	1	1
92	на протяжении всего	4	1
93	и в самом	3	1
94	не только не	1	1
95	той или иной	4	1
96	все действующие лица	1	1
97	вопрос о том	1	1
98	отметить что эти	1	1
99	в целом это	1	1
100	в позднейшем творчестве	1	1
101	вот одна из	1	1
102	но на самом	4	1
103	что из этого	1	1
104	к нему все	1	1
105	они звучат в	1	1
106	сплошь да рядом	1	1
107	сказать что это	1	1
108	для того чтобы	1	1
109	но здесь он	1	1
110	благодаря тому что	1	1
111	как мы видели	1	1
112	и в другом	1	1
113	этого слова в	2	1
114	в которой есть	1	1
