N	4gram	Losev_Prob_1	Marksizm
1	но в то же	1	5
2	одного и того же	2	4
3	на самом же деле	1	3
4	одно и то же	1	3
5	если бы он был	1	2
6	с точки зрения самого	1	2
7	одним и тем же	1	2
8	к тому или иному	1	1
9	тот или иной предмет	1	1
10	имеют никакого отношения к	1	1
11	дело в том что	3	1
12	на тот или иной	1	1
13	самом же деле это	1	1
14	не что иное как	2	1
15	не сам по себе	1	1
16	если же мы возьмем	1	1
17	в этом последнем случае	1	1
18	как мы уже сказали	1	1
19	а может быть и	1	1
20	во всех этих случаях	1	1
21	но для того чтобы	1	1
22	же в таком случае	1	1
23	бы оно ни было	1	1
24	как бы оно ни	1	1
25	не говоря уже о	1	1
26	не имеют никакого отношения	1	1
27	свидетельствует о том что	2	1
