N	3gram	Vinokur_St_3	Analitik
1	не может быть	5	16
2	в том что	11	9
3	в то же	3	8
4	в том чтобы	2	7
5	то же время	3	6
6	той или иной	1	6
7	с точки зрения	4	4
8	и не в	2	4
9	о том что	4	3
10	в той или	1	3
11	состоит в том	3	3
12	а не в	1	3
13	и т п	6	3
14	для того чтобы	1	3
15	с одной стороны	2	3
16	не в том	3	3
17	от себя и	1	2
18	того что в	1	2
19	в самом деле	1	2
20	то же самое	1	2
21	но и в	2	2
22	в этом отношении	4	2
23	вместе с ним	1	2
24	с другой стороны	4	2
25	в свое время	1	2
26	том что он	1	2
27	в том виде	1	1
28	в последние десятилетия	1	1
29	на себя внимание	1	1
30	и той же	1	1
31	более или менее	1	1
32	он может быть	1	1
33	и в качестве	1	1
34	не было и	1	1
35	до сих пор	2	1
36	говоря уже о	1	1
37	сам по себе	1	1
38	между тем как	2	1
39	том что именно	1	1
40	в собственном смысле	1	1
41	виде в каком	1	1
42	а то и	1	1
43	с этой точки	1	1
44	по крайней мере	4	1
45	вместе с тем	1	1
46	и в частности	1	1
47	обращает на себя	1	1
48	представляют собой лишь	1	1
49	не только в	3	1
50	в свою очередь	1	1
51	в известном смысле	1	1
52	а с другой	2	1
53	по этому пути	1	1
54	с ним и	1	1
55	в такой же	1	1
56	ни на что	1	1
57	прежде всего в	3	1
58	во всяком случае	4	1
59	что же касается	1	1
60	на вопрос о	1	1
61	этой точки зрения	1	1
62	очень существенно что	1	1
63	том виде в	1	1
64	но то что	1	1
65	приведенному выше определению	1	1
66	и в самом	1	1
67	анализа состоит в	1	1
68	могло бы показаться	1	1
69	только тогда когда	2	1
70	мы имеем в	2	1
71	о чем говорят	1	1
72	в этом смысле	4	1
73	в связи с	3	1
74	к тому что	2	1
75	одной и той	1	1
76	дело не в	1	1
77	в отдельных случаях	1	1
78	форма в которой	1	1
79	в том же	1	1
80	не говоря уже	1	1
81	этого слова в	1	1
