N	2gram	Medvedev_F_3	Komedia
1	и в	27	22
2	т е	32	13
3	том что	4	12
4	но и	10	11
5	в том	7	11
6	не только	9	10
7	в то	7	10
8	из них	2	10
9	и т	11	9
10	как и	14	9
11	может быть	25	9
12	таким образом	18	8
13	должны были	1	8
14	о том	4	8
15	и его	19	8
16	в одном	1	8
17	и не	30	8
18	в этой	2	7
19	и других	1	7
20	то же	15	6
21	и по	1	6
22	не в	12	6
23	в отношении	2	6
24	ни в	8	6
25	в конце	3	6
26	одного из	1	6
27	что он	6	6
28	к тому	4	6
29	а в	1	6
30	что в	8	6
31	в истории	5	5
32	как в	4	5
33	при этом	8	5
34	потому что	7	5
35	так и	21	5
36	еще в	3	5
37	и даже	2	5
38	между тем	7	5
39	один из	1	5
40	уже в	4	5
41	в его	7	5
42	прежде всего	4	5
43	т п	5	5
44	о которых	1	5
45	с другой	6	5
46	все это	7	5
47	другой стороны	5	5
48	что они	5	4
49	но в	6	4
50	в нем	15	4
51	т д	6	4
52	на протяжении	2	4
53	известно что	1	4
54	точки зрения	16	4
55	в котором	2	4
56	в их	1	4
57	так как	9	4
58	как мы	8	4
59	на него	1	4
60	же время	7	4
61	в в	1	4
62	так в	2	4
63	ясно что	3	4
64	что и	2	4
65	действующих лиц	2	4
66	в качестве	1	4
67	мы можем	4	4
68	тем что	5	4
69	именно в	1	4
70	в результате	5	4
71	конце концов	2	4
72	же в	1	4
73	к этому	2	4
74	же как	3	3
75	мы не	4	3
76	и о	1	3
77	х годов	1	3
78	и на	3	3
79	с одной	1	3
80	в этом	18	3
81	все же	6	3
82	хотя и	1	3
83	и как	4	3
84	можно сделать	1	3
85	в целом	4	3
86	на то	1	3
87	главным образом	2	3
88	да и	4	3
89	он не	1	3
90	и с	3	3
91	его в	7	3
92	чаще всего	1	3
93	на сцене	1	3
94	в них	3	3
95	и ее	6	3
96	место в	10	3
97	не менее	7	3
98	однако в	2	3
99	даже в	2	3
100	по отношению	3	3
101	того как	1	3
102	к этим	1	3
103	ничего не	2	3
104	за исключением	1	3
105	в сознании	1	3
106	этом отношении	3	3
107	у нас	3	3
108	могут быть	4	3
109	там же	1	3
110	в частности	1	3
111	тот же	1	3
112	одной из	2	3
113	только в	8	3
114	и у	1	3
115	в начале	1	3
116	за счет	2	3
117	как раз	8	3
118	к которому	2	3
119	все более	1	3
120	так же	9	3
121	как это	4	3
122	одной стороны	1	3
123	в течение	1	3
124	здесь в	1	3
125	его творчества	1	3
126	и все	8	3
127	отношению к	3	3
128	как известно	1	2
129	того же	3	2
130	противоречия между	1	2
131	тех же	1	2
132	здесь и	6	2
133	ту же	2	2
134	видеть в	1	2
135	в доме	1	2
136	в сущности	2	2
137	в большом	1	2
138	это время	1	2
139	он был	4	2
140	столь же	3	2
141	бы то	4	2
142	тем как	1	2
143	совсем не	5	2
144	в стихе	1	2
