N	2gram	Kanaev_Sov_1	Problemy
1	и в	7	43
2	и не	6	29
3	может быть	12	23
4	как бы	4	22
5	не может	17	18
6	как и	6	14
7	в этом	7	13
8	точки зрения	12	13
9	в нем	3	12
10	в одном	3	12
11	не только	4	11
12	в каждом	8	11
13	не в	3	11
14	по себе	1	11
15	но в	3	10
16	как мы	2	10
17	в его	2	10
18	прежде всего	5	10
19	еще не	3	9
20	он не	1	9
21	никогда не	1	9
22	в большинстве	1	9
23	то же	3	8
24	с точки	5	8
25	и его	1	8
26	или в	1	8
27	в самом	2	7
28	в то	1	7
29	в другом	1	7
30	до сих	1	7
31	а не	3	7
32	что же	5	7
33	сих пор	1	7
34	и наконец	5	6
35	так сказать	2	6
36	при этом	3	6
37	к одному	1	6
38	приводит к	2	6
39	в том	4	6
40	у него	2	6
41	и все	3	6
42	самом деле	2	5
43	к другому	1	5
44	но не	1	5
45	по отношению	1	5
46	хотя и	1	5
47	в себе	3	5
48	все эти	5	5
49	но ведь	1	5
50	таким образом	11	5
51	было бы	3	5
52	рядом с	1	5
53	о том	1	5
54	и что	2	5
55	же время	1	5
56	к нему	1	5
57	вовсе не	1	5
58	все это	3	5
59	а в	4	5
60	отношению к	1	5
61	и до	1	4
62	мы не	9	4
63	с его	1	4
64	во всех	1	4
65	отличие от	2	4
66	там где	1	4
67	в своем	1	4
68	если же	2	4
69	человека в	1	4
70	может стать	1	4
71	должно быть	1	4
72	в отличие	2	4
73	их в	4	4
74	как его	1	4
75	или как	1	4
76	с другом	2	4
77	и это	1	4
78	из одного	2	4
79	этот вопрос	1	4
80	только в	1	4
81	ни одного	1	4
82	так как	4	4
83	с другой	1	4
84	на этот	2	4
85	не могут	2	4
86	друг с	2	4
87	и нет	1	4
88	но это	1	4
89	в результате	6	4
90	между ними	1	4
91	совершенно не	2	4
92	что в	2	4
93	мы уже	1	3
94	той же	2	3
95	здесь нет	1	3
96	он сам	1	3
97	мы будем	1	3
98	стороны и	1	3
99	кроме того	1	3
100	и к	3	3
101	только на	1	3
102	это не	4	3
103	такой же	2	3
104	и их	1	3
105	зрения и	1	3
106	она не	1	3
107	ничего не	6	3
108	могут быть	2	3
109	той или	1	3
110	не менее	2	3
111	он с	1	3
112	можно было	1	3
113	если бы	1	3
114	и даже	2	3
115	с ним	1	3
116	и только	1	3
117	здесь в	1	3
118	и следовательно	1	3
119	его в	1	3
120	тот же	2	3
121	со всеми	2	3
122	уже не	2	3
123	в виде	2	3
124	или иной	2	3
125	по своим	1	3
126	по существу	1	3
127	но для	1	3
128	все же	3	3
129	и для	1	3
130	в эту	1	3
131	не знает	1	3
132	того же	1	3
133	положение в	1	2
134	человека и	1	2
135	тем же	2	2
136	зрения своего	1	2
137	вопрос о	4	2
138	во внутреннем	1	2
139	для наших	1	2
140	быть в	1	2
141	но конечно	1	2
142	друг на	1	2
143	опирается на	1	2
144	с этим	2	2
145	в первом	3	2
146	та же	1	2
147	что это	2	2
148	в целом	4	2
149	из этих	2	2
150	нами в	1	2
151	как он	3	2
152	разобранная нами	1	2
153	и еще	1	2
154	но все	2	2
155	а затем	1	2
156	конечно в	2	2
157	из них	4	2
158	ни в	1	2
159	на друга	1	2
160	одна и	1	2
161	для чего	1	2
162	мы с	2	2
163	том что	1	2
164	и при	1	2
165	что такое	2	2
166	в такой	1	2
167	почти не	1	2
168	но эта	1	2
169	пока наконец	2	2
170	раз и	1	2
171	дело в	1	2
172	одна из	3	2
173	в процессе	1	2
174	и всегда	1	2
175	тем не	2	2
176	и эта	1	2
177	у нас	3	2
178	отличается от	3	2
179	в конце	3	2
180	настоящее время	2	2
181	времени и	2	2
182	с человеком	1	2
183	только так	2	2
184	все его	1	2
185	этом смысле	1	2
186	быть и	2	2
187	к различным	1	2
188	конечно не	1	2
189	уже в	3	2
190	если мы	4	2
191	и они	2	2
192	то и	2	2
193	не принимает	1	2
194	его и	1	2
195	ведь это	3	2
196	и та	1	2
197	мы можем	6	2
198	в самый	1	2
199	нельзя сказать	1	2
200	и пр	2	2
201	и отчетливого	1	2
202	так же	1	2
203	и особенно	1	2
204	человек с	1	2
205	между собой	3	2
206	например у	1	2
207	в настоящее	2	2
208	человек и	1	2
209	для нас	3	2
210	еще более	2	2
211	реагирует на	1	2
212	ни было	1	2
213	сказать что	1	2
214	в своих	1	2
215	значение в	2	2
216	в таком	2	2
217	во всяком	2	2
218	функции в	1	1
219	конечно во	1	1
220	на самом	1	1
221	он может	3	1
222	своими собственными	1	1
223	это и	1	1
224	но тем	1	1
225	и есть	2	1
226	между двумя	1	1
227	все те	2	1
228	и могут	1	1
229	их и	1	1
230	есть не	1	1
231	и само	1	1
232	это совершенно	1	1
233	нуждаются в	1	1
234	же как	1	1
235	именно к	1	1
236	развернуть в	1	1
237	кто же	1	1
238	без труда	1	1
239	на них	1	1
240	это направление	1	1
241	бы то	1	1
242	различия между	1	1
243	с одной	2	1
244	то он	1	1
245	но как	1	1
246	точка зрения	1	1
247	перед глазами	1	1
248	если в	1	1
249	нет и	4	1
250	и речи	1	1
251	конечно совершенно	1	1
252	идет о	1	1
253	дело идет	1	1
254	каждая из	2	1
255	на какое-нибудь	1	1
256	увидим что	1	1
257	чего же	1	1
258	к чему	2	1
259	благодаря этому	1	1
260	в нашем	2	1
261	у каждого	3	1
262	которые в	1	1
263	и пространства	2	1
264	в этой	3	1
265	такие определения	1	1
266	все они	1	1
267	и если	1	1
268	всеми ее	1	1
269	что она	3	1
270	в первых	1	1
271	свою собственную	2	1
272	он должен	2	1
273	в корне	1	1
274	вне времени	2	1
275	одном направлении	1	1
276	и по	2	1
277	на этом	2	1
278	то ни	2	1
279	что все	2	1
280	в мире	1	1
281	имеет с	1	1
282	и мы	3	1
283	форму и	1	1
284	должен был	1	1
285	ведь в	1	1
286	в ином	1	1
287	нет в	1	1
288	все равно	1	1
289	несмотря на	1	1
290	чем в	1	1
291	и тогда	1	1
292	на конкретном	1	1
293	другом как	1	1
294	мы конечно	1	1
295	это только	1	1
296	она в	1	1
297	что вся	1	1
298	от его	1	1
299	может развиваться	1	1
300	точку зрения	4	1
301	поэтому мы	3	1
302	при условии	1	1
303	по крайней	1	1
304	без всяких	1	1
305	общего не	1	1
306	можем сказать	1	1
307	но они	1	1
308	что с	1	1
309	мысли в	1	1
310	только не	1	1
311	не имеет	1	1
312	только и	1	1
313	и соответственно	1	1
314	этих двух	2	1
315	находиться в	1	1
316	собой поэтому	1	1
317	с новой	1	1
318	связи с	1	1
319	их по	1	1
320	такие же	2	1
321	очень часто	1	1
322	же самое	2	1
323	приведения к	1	1
324	его с	1	1
325	для его	2	1
326	на это	1	1
327	он ищет	1	1
328	но только	1	1
329	с ее	1	1
330	так в	1	1
331	те же	1	1
332	во многом	1	1
333	еще в	1	1
334	поэтому в	1	1
335	совершенно невозможно	1	1
336	не опирается	1	1
337	и вообще	1	1
338	с тою	1	1
339	определенным образом	1	1
340	но мы	3	1
341	уже иначе	1	1
342	может не	3	1
343	эта перемена	1	1
344	и во	2	1
345	функций в	1	1
346	во втором	1	1
347	крайней мере	1	1
348	человека как	1	1
349	может иметь	2	1
350	она может	2	1
351	любом месте	1	1
352	на которой	1	1
353	один из	1	1
354	мы видим	2	1
355	одной из	1	1
356	в какой	1	1
357	и действительно	1	1
358	он уже	1	1
359	всяком случае	2	1
360	наших целей	1	1
361	мы очень	1	1
362	вопрос ставит	1	1
363	в данной	1	1
364	мы знаем	2	1
365	одно направление	1	1
366	последнею целью	1	1
367	эти три	1	1
368	как их	1	1
369	сами по	1	1
370	стремится быть	1	1
371	но что	1	1
372	не случайно	1	1
373	но уже	1	1
374	во всей	1	1
375	всеми этими	1	1
376	не было	1	1
377	из двух	3	1
378	одной стороны	1	1
379	мы это	1	1
380	и т.п	1	1
381	и из	1	1
382	том как	1	1
383	к которому	1	1
384	только один	2	1
385	такое же	1	1
386	это последнее	1	1
387	на которые	1	1
388	один и	1	1
389	на ней	1	1
390	основной вопрос	3	1
391	таких сложных	1	1
392	ей не	1	1
393	все время	1	1
394	заставляя его	1	1
395	в связи	1	1
396	с помощью	4	1
397	на этой	3	1
398	все более	1	1
399	вместе с	4	1
400	и начала	1	1
401	и потому	3	1
402	в духе	1	1
403	из которых	2	1
404	наконец мы	1	1
405	форма в	2	1
406	в любом	1	1
407	всей совокупности	1	1
408	в начале	1	1
409	силу и	1	1
410	которой он	2	1
411	случае он	1	1
412	смысле т.е	1	1
413	которых он	1	1
414	не знаем	2	1
415	этот процесс	1	1
416	и от	1	1
417	это как	1	1
418	она уже	1	1
419	себя самого	1	1
420	с двух	1	1
421	в третьем	2	1
422	и ни	1	1
423	ничего общего	1	1
424	этот раз	1	1
425	же в	1	1
426	и критика	1	1
427	всеми его	1	1
428	получается своеобразная	1	1
429	на их	2	1
430	наконец не	2	1
431	своего предмета	2	1
432	ведь именно	1	1
433	но можно	1	1
434	же они	1	1
435	можно назвать	2	1
436	жизни и	4	1
437	а может	1	1
438	все что	1	1
439	к этому	1	1
440	они не	1	1
