N	2gram	Ircho_Kome_1	KFilosof
1	может быть	9	43
2	в его	5	39
3	в нем	4	31
4	не может	2	27
5	и не	8	26
6	по отношению	3	25
7	и в	22	22
8	в себе	2	21
9	в котором	4	21
10	отношению к	3	21
11	и его	8	17
12	только в	3	16
13	в этом	3	13
14	точки зрения	4	13
15	и это	1	12
16	но не	2	12
17	ни в	6	12
18	не в	6	11
19	к нему	2	11
20	во всех	1	10
21	в своем	1	10
22	все это	5	10
23	в их	4	9
24	в целом	3	9
25	но и	11	9
26	как бы	1	9
27	и для	1	9
28	и все	3	9
29	было бы	2	8
30	мир в	1	8
31	со стороны	2	8
32	жизни и	1	8
33	то что	2	7
34	во всем	1	7
35	в себя	2	7
36	и здесь	2	7
37	что и	4	7
38	себя в	1	7
39	вовсе не	2	7
40	отношение к	3	6
41	отнюдь не	1	6
42	мира в	1	6
43	он не	3	6
44	в мире	1	6
45	и только	1	6
46	совершенно не	1	6
47	но это	2	6
48	в том	11	6
49	все же	3	5
50	но в	4	5
51	не только	10	5
52	то же	6	5
53	но все	1	5
54	его в	3	5
55	как и	9	5
56	для себя	2	5
57	с ним	1	5
58	и единственное	1	5
59	именно в	4	5
60	его как	1	5
61	хотя бы	1	5
62	не знает	1	5
63	ко всему	1	5
64	быть в	1	4
65	в чем	3	4
66	при этом	5	4
67	время и	2	4
68	здесь мы	3	4
69	места в	1	4
70	место в	3	4
71	не по	1	4
72	чем не	1	4
73	о нем	1	4
74	в каком	1	4
75	времени и	2	4
76	мира и	1	4
77	познания и	1	4
78	места и	1	4
79	между тем	5	4
80	ни было	2	4
81	в одном	8	4
82	том что	12	4
83	а в	6	4
84	что в	6	4
85	в своих	2	4
86	на самом	1	3
87	из его	4	3
88	мы не	3	3
89	что это	1	3
90	в ней	1	3
91	еще не	2	3
92	и на	3	3
93	тем как	2	3
94	но конечно	1	3
95	независимо от	2	3
96	и этим	1	3
97	бы не	1	3
98	для того	1	3
99	из него	1	3
100	людей и	1	3
101	в каждом	1	3
102	в другом	4	3
103	нет в	1	3
104	не менее	3	3
105	где он	2	3
106	ничего не	3	3
107	могут быть	3	3
108	культуры и	1	3
109	ясно что	4	3
110	отсюда и	1	3
111	с человеком	1	3
112	о том	8	3
113	того что	1	3
114	и тем	2	3
115	не дает	1	3
116	тем что	4	3
117	от того	1	3
118	до конца	2	3
119	ближе к	1	3
120	по своему	3	3
121	от него	1	3
122	в свою	2	3
123	в то	10	3
124	чтобы не	1	2
125	мы здесь	1	2
126	не остается	1	2
127	все остальное	1	2
128	он может	1	2
129	едва ли	7	2
130	а как	1	2
131	ни у	1	2
132	вопрос о	3	2
133	этот факт	1	2
134	ему в	1	2
135	за свое	1	2
136	совсем не	2	2
137	в данном	1	2
138	к которой	1	2
139	как в	5	2
140	и как	3	2
141	в этой	7	2
142	и тот	1	2
143	в принципе	2	2
144	в виде	3	2
145	как единственного	1	2
146	так и	5	2
147	всех отношениях	1	2
148	то ни	2	2
149	конечно в	1	2
150	в жизни	1	2
151	соответствии с	1	2
152	с тем	1	2
153	жизни но	1	2
154	тем не	2	2
155	и эти	1	2
156	и под	1	2
157	единственного и	1	2
158	по себе	1	2
159	тому что	1	2
160	она могла	1	2
161	сознания как	1	2
162	включая сюда	3	2
163	того чтобы	1	2
164	же время	4	2
165	в сознании	3	2
166	в области	2	2
167	к себе	1	2
168	его с	1	2
169	отказаться от	1	2
170	на нем	2	2
171	во главе	1	2
172	говорить о	1	2
173	и когда	1	2
174	это только	1	2
175	жизнь и	1	2
176	бы то	2	2
177	ее от	1	2
178	и она	1	2
179	что только	1	2
180	тот же	3	2
181	дело с	1	2
182	что он	6	2
183	а с	1	2
184	мира как	1	2
185	именно на	2	2
186	в качестве	4	2
187	сюда и	1	2
188	и других	7	2
189	нее в	1	2
190	содержания и	1	2
191	ли это	2	2
192	для этого	2	2
193	было и	1	2
194	прежде всего	5	2
195	в соответствии	1	2
196	для этой	1	2
197	и потому	1	2
198	в это	1	2
199	этого слова	1	2
200	на степень	1	2
201	все остальные	3	2
202	которой он	1	2
203	это уже	1	2
204	еще более	1	2
205	потому что	5	2
206	отношении к	1	2
207	его к	1	2
208	но ни	1	2
209	которой я	1	2
210	и эта	1	2
211	к этому	4	2
212	выражено в	1	1
213	ту же	2	1
214	нравственных норм	1	1
215	также и	1	1
216	в стороне	1	1
217	или своей	1	1
218	тем же	1	1
219	здесь и	2	1
220	всем что	1	1
221	что эти	1	1
222	исходит из	1	1
223	видеть в	2	1
224	в зависимости	1	1
225	мы уже	1	1
226	той же	1	1
227	из всех	2	1
228	со всех	1	1
229	число таких	1	1
230	не делает	1	1
231	что уже	1	1
232	время от	4	1
233	именно к	1	1
234	не была	1	1
235	совпадает с	1	1
236	эстетики и	1	1
237	бы ни	1	1
238	и ее	3	1
239	как свой	1	1
240	и он	1	1
241	всех сторон	1	1
242	что мотивы	1	1
243	не найдем	1	1
244	столь же	2	1
245	скорее наоборот	1	1
246	различия между	1	1
247	так по	1	1
248	можно исправить	1	1
249	новизна его	1	1
250	в истории	5	1
251	с этим	1	1
252	от до	2	1
253	хотя и	3	1
254	не являются	1	1
255	и к	1	1
256	в действительности	2	1
257	в этот	1	1
258	за собой	1	1
259	поэтому он	1	1
260	в самом	2	1
261	в которой	6	1
262	из жизни	1	1
263	как-то не	1	1
264	близости к	1	1
265	в известном	2	1
266	бы только	1	1
267	ее как	1	1
268	на то	3	1
269	на его	5	1
