N	3gram	Potebnia_M_1	Vladivir
1	в том что	13	10
2	тем не менее	6	9
3	о том что	1	8
4	с точки зрения	3	6
5	не может быть	9	6
6	там же с	7	6
7	это значит что	1	6
8	более или менее	1	5
9	и в этом	6	5
10	дело в том	2	5
11	точно так же	1	4
12	в то время	1	4
13	в этом смысле	4	3
14	только в том	6	3
15	бы то ни	2	3
16	то что в	1	3
17	не менее если	1	3
18	во всяком случае	1	3
19	с одной стороны	3	3
20	в то же	3	3
21	и в отношении	1	3
22	само по себе	4	3
23	как мы видели	1	3
24	что и в	3	3
25	что несмотря на	1	2
26	то ни стало	1	2
27	должны сказать что	1	2
28	одной стороны и	1	2
29	во что бы	1	2
30	в таком случае	2	2
31	сам по себе	1	2
32	в этом отношении	1	2
33	собственно говоря только	1	2
34	что бы то	1	2
35	так же как	1	2
36	и потому что	2	2
37	мы видели выше	1	2
38	в связи с	1	2
39	еще и потому	1	2
40	с другой стороны	5	2
41	и в том	3	2
42	и в таком	1	2
43	то же время	3	2
44	на то что	1	2
45	к тому что	2	2
46	в сравнении с	2	2
47	в одном акте	1	1
48	что иное как	2	1
49	с другой не	1	1
50	несмотря на все	1	1
51	а следовательно и	1	1
52	который сам по	1	1
53	не мог бы	1	1
54	потому что в	4	1
55	и не только	1	1
56	а не другим	1	1
57	это было бы	1	1
58	так как в	2	1
59	в таком виде	2	1
60	потому что сам	2	1
61	в том и	2	1
62	так что в	2	1
63	до сих пор	1	1
64	и то и	1	1
65	и притом не	2	1
66	сама по себе	3	1
67	только в своем	1	1
68	а так как	3	1
69	только то что	1	1
70	так что одно	1	1
71	с тем что	3	1
72	что в нем	1	1
73	не иначе как	2	1
74	не менее он	1	1
75	и в тех	1	1
76	можно было бы	1	1
77	только при помощи	1	1
78	он не мог	1	1
79	с тех пор	1	1
80	с этой точки	1	1
81	то и другое	2	1
82	и в жизни	1	1
83	еще не есть	1	1
84	можно думать что	1	1
85	так а не	1	1
86	вопрос о том	1	1
87	чего я хочу	1	1
88	и то не	1	1
89	и что в	3	1
90	так же невозможно	1	1
91	и не с	1	1
92	если бы мы	1	1
93	ни в одном	1	1
94	не только в	3	1
95	то ни было	1	1
96	не говоря уже	1	1
97	точки зрения но	1	1
98	а не иначе	1	1
99	таком случае эта	1	1
100	а есть только	1	1
101	притом не только	2	1
102	вне его но	1	1
103	и потому не	1	1
104	и не создает	1	1
105	в противном случае	3	1
106	в глазах самого	2	1
107	если бы не	2	1
108	с такой точки	1	1
109	если они не	1	1
110	самого себя то	1	1
111	все то что	2	1
112	этой точки зрения	1	1
113	тем и другим	1	1
114	с какою она	1	1
115	отрицать что в	1	1
116	мы не можем	1	1
117	в одно целое	1	1
118	только то в	1	1
119	нельзя сказать чтобы	1	1
120	с самого начала	3	1
121	не только не	2	1
122	или вернее сказать	1	1
123	между ними нет	1	1
124	возможно только в	1	1
125	не имеют для	1	1
126	то чего я	1	1
127	таким а не	1	1
128	заключается в том	1	1
129	и многое другое	1	1
130	в том смысле	4	1
131	важную роль в	1	1
132	не что иное	2	1
133	бы в себе	2	1
134	и самого себя	1	1
135	тем что в	1	1
136	для того чтобы	2	1
137	идеи то есть	2	1
138	такой точки зрения	1	1
139	лишь в том	1	1
140	и не могло	1	1
141	и не видно	1	1
