N	2gram	Potebnia_M_4	Problemy
1	и в	23	35
2	как бы	5	31
3	и не	18	27
4	что он	4	24
5	в его	5	21
6	но в	8	19
7	как и	14	18
8	не может	11	18
9	к другому	1	16
10	в нем	7	16
11	то есть	34	16
12	то же	14	15
13	и все	4	15
14	в сущности	2	14
15	в этом	23	14
16	и его	2	14
17	для него	5	14
18	может быть	26	14
19	но и	11	14
20	все это	5	14
21	он не	2	13
22	что я	11	13
23	к нему	5	13
24	человека из	2	13
25	с другим	1	13
26	и с	4	12
27	в другом	1	12
28	прежде всего	1	12
29	и к	6	12
30	в пределах	1	11
31	в то	4	11
32	слова и	5	11
33	самом деле	3	10
34	не только	10	10
35	не в	11	10
36	же время	3	10
37	то что	29	10
38	на самом	3	9
39	самим собою	1	9
40	в отношении	1	9
41	мы уже	3	8
42	я не	2	8
43	все же	1	8
44	самого начала	2	8
45	как мы	2	8
46	с самого	1	8
47	так и	6	8
48	и для	2	8
49	потому что	33	8
50	еще не	3	7
51	на них	1	7
52	лишь в	3	7
53	там где	3	7
54	таким образом	24	7
55	я сам	1	7
56	и сам	1	7
57	в виде	2	7
58	вовсе не	7	7
59	так же	4	7
60	что же	5	7
61	точки зрения	4	7
62	с ним	5	7
63	а в	5	7
64	отношении к	1	7
65	отношению к	8	7
66	и на	3	6
67	он сам	1	6
68	но не	1	6
69	по отношению	10	6
70	отношение к	2	6
71	в самом	3	6
72	что у	3	6
73	в каждом	3	6
74	в слове	22	6
75	у меня	1	6
76	к тому	3	6
77	в одном	4	6
78	и что	7	6
79	слово с	6	6
80	только в	15	6
81	слова в	3	6
82	стремится к	2	6
83	но это	3	6
84	от него	2	6
85	не знает	1	6
86	что в	17	6
87	и то	5	5
88	как в	7	5
89	в себе	14	5
90	от себя	1	5
91	даже в	2	5
92	во время	2	5
93	да и	4	5
94	его с	1	5
95	и это	2	5
96	в глаза	1	5
97	в том	23	5
98	с ними	3	5
99	так что	5	5
100	к самому	1	5
101	и даже	2	5
102	когда я	7	5
103	к своему	1	5
104	этого слова	7	5
105	бы уже	1	4
106	в мире	2	4
107	он в	1	4
108	в чем	1	4
109	нет и	1	4
110	та же	1	4
111	что это	7	4
112	но на	1	4
113	на его	3	4
114	но все	1	4
115	его в	4	4
116	в них	3	4
117	рядом с	1	4
118	в эту	1	4
119	в своей	1	4
120	в такой	1	4
121	но он	1	4
122	друг другу	1	4
123	по себе	11	4
124	никогда не	3	4
125	и без	2	4
126	во всем	1	4
127	это слово	4	4
128	как будто	1	4
129	той или	1	4
130	сознания и	1	4
131	все его	1	4
132	между тем	9	4
133	его мысль	1	4
134	другого в	1	4
135	и так	3	4
136	и у	2	4
137	только на	4	4
138	всяком случае	3	4
139	так как	14	4
140	у него	1	4
141	тем что	10	4
142	с другой	2	4
143	и прежде	2	4
144	что не	6	4
145	а не	12	4
146	с которым	2	4
147	но как	1	4
148	его внутренней	1	4
149	по своему	2	4
150	в той	4	4
151	человек и	1	4
152	бы в	2	4
153	я в	2	4
154	тот же	2	4
155	во всяком	5	4
156	себя как	1	3
157	а между	4	3
158	если б	4	3
159	говорить о	5	3
160	в виду	3	3
161	почти на	1	3
162	во всех	1	3
163	за пределы	1	3
164	с этим	7	3
165	его к	2	3
166	все эти	3	3
167	к другу	1	3
168	было бы	8	3
169	эту минуту	1	3
170	нет в	1	3
171	с тем	7	3
172	сам и	1	3
173	в котором	4	3
174	к одному	3	3
175	не как	2	3
176	ничего не	1	3
177	или как	1	3
178	и мысли	2	3
179	только с	1	3
180	не могу	2	3
181	в ее	2	3
182	с человеком	1	3
183	под влиянием	1	3
184	и во	1	3
185	что и	7	3
186	это не	7	3
187	в форме	1	3
188	друг к	1	3
189	того что	14	3
190	но так	2	3
191	словом и	1	3
192	человека с	1	3
193	уже не	3	3
194	уже в	5	3
195	из них	1	3
196	даже и	3	3
197	а с	1	3
198	своего собственного	1	3
199	другому и	1	3
200	эти слова	1	3
201	со словом	3	3
202	слов в	4	3
203	сам не	1	3
204	должно быть	5	3
205	не мог	1	3
206	я как	1	3
207	мы должны	2	3
208	ибо в	1	3
209	только что	3	3
210	том что	12	3
211	сказать что	8	3
212	другой стороны	1	3
213	каждое слово	1	3
214	например в	3	2
215	и отчасти	1	2
216	сам по	4	2
217	показать что	1	2
218	в первом	3	2
219	а как	2	2
220	надо было	1	2
221	еще до	3	2
222	в каждой	1	2
223	слово не	1	2
224	в ней	2	2
225	в которых	3	2
226	быть в	1	2
227	столь же	2	2
228	что его	2	2
229	бы не	3	2
230	но конечно	1	2
231	должна была	1	2
232	эта особенность	1	2
233	отличие от	1	2
234	по которому	3	2
235	в своем	8	2
236	им в	1	2
237	виду и	1	2
238	мы можем	10	2
239	и слова	2	2
240	хотя и	5	2
241	и как	2	2
242	увидим что	1	2
243	в которой	6	2
244	бы и	5	2
245	еще один	1	2
246	можно лишь	2	2
247	так сказать	5	2
248	вообще не	1	2
249	теми же	2	2
250	при этом	15	2
251	этот процесс	1	2
252	оно должно	1	2
253	их в	3	2
254	и по	3	2
255	на этом	1	2
256	ни был	3	2
257	бы они	2	2
258	что все	4	2
259	той же	3	2
260	это было	2	2
261	было в	3	2
262	с другими	4	2
263	он есть	1	2
264	он все	2	2
265	но уже	3	2
266	если я	1	2
267	все равно	3	2
268	мы с	1	2
269	и того	1	2
270	в этих	3	2
271	с точки	3	2
272	своего рода	1	2
273	и другого	1	2
274	но эта	2	2
275	тому чтобы	1	2
276	на всю	1	2
277	другим на	1	2
278	можем сказать	2	2
279	тому что	2	2
280	вопрос о	2	2
281	что с	1	2
282	если и	2	2
283	не менее	5	2
284	мысли в	2	2
285	каждом слове	1	2
286	его собственного	1	2
287	но что	2	2
288	к другим	2	2
289	слово и	3	2
290	подобно тому	2	2
291	этих двух	1	2
292	к ней	2	2
293	есть только	5	2
294	лежит в	1	2
295	про себя	1	2
296	а что	2	2
297	бы он	1	2
298	слова с	3	2
299	и самое	1	2
300	без всякого	1	2
301	всей своей	1	2
302	так в	3	2
303	в ушах	1	2
304	можно было	2	2
305	на нее	3	2
306	те же	3	2
307	времени и	1	2
308	благодаря этому	1	2
309	и вообще	2	2
310	о нем	1	2
311	о том	8	2
312	на вопрос	4	2
313	и та	4	2
314	и об	1	2
315	и мир	1	2
316	быть и	2	2
317	на которой	1	2
318	слове и	1	2
319	вне себя	1	2
320	среди других	1	2
321	одной из	1	2
322	что даже	2	2
323	то в	3	2
324	в произведении	1	2
325	со своим	4	2
326	конечно не	2	2
327	в большинстве	2	2
328	к слову	3	2
329	большинстве случаев	2	2
330	в душе	1	2
331	за ним	2	2
332	совсем другое	1	2
333	это место	1	2
334	для другого	1	2
335	друг друга	2	2
336	уже и	2	2
337	тогда в	1	2
338	одном слове	1	2
339	что на	2	2
340	здесь в	1	2
341	такое же	2	2
342	на этот	2	2
343	всю жизнь	1	2
344	у человека	1	2
345	слова не	3	2
346	их друг	1	2
347	одна и	2	2
348	мы видели	1	2
349	вместе с	6	2
350	отрывок из	1	2
351	смысле этого	1	2
352	чем теперь	1	2
353	каждое лицо	1	2
354	тому как	2	2
355	из этого	2	2
356	но для	1	2
357	мире а	1	2
358	или в	1	2
359	обращается к	1	2
360	в речи	3	2
361	хотя бы	4	2
362	слово в	4	2
363	меня в	1	2
364	в последнем	1	2
365	себе но	1	2
366	это в	1	2
367	мысль и	1	2
368	я сказал	1	1
369	же нам	1	1
370	ту же	3	1
371	одним из	1	1
372	мысль развивается	1	1
373	мы замечаем	1	1
374	начинается с	1	1
375	и через	1	1
376	он может	1	1
377	но тем	2	1
378	в приведенном	1	1
379	нам кажется	2	1
380	и до	3	1
381	что эти	3	1
382	слов с	1	1
383	уже по	2	1
384	в их	1	1
385	есть не	4	1
386	со всех	1	1
387	б и	1	1
388	или наоборот	1	1
389	мы не	8	1
390	которую мы	1	1
391	что никто	1	1
392	есть нечто	5	1
393	значение таких	1	1
394	но даже	2	1
395	ему в	1	1
396	то это	8	1
397	сказать о	1	1
398	степени как	1	1
399	хотя конечно	2	1
400	зависимости от	1	1
401	себе что	1	1
402	того же	1	1
403	всех сторон	1	1
404	собою и	2	1
405	проявляется в	2	1
406	свою очередь	1	1
407	меньшей степени	1	1
408	и иначе	1	1
409	разумеется не	1	1
410	мысль что	3	1
