N	3gram	Losev_Vlad_1	Problema
1	о том что	7	9
2	в том что	7	8
3	в связи с	1	7
4	в конце концов	3	6
5	тем не менее	2	5
6	с другой стороны	3	5
7	необходимо сказать что	1	4
8	что иное как	1	3
9	в настоящее время	1	3
10	в этом смысле	4	3
11	и то что	4	3
12	на первом плане	1	3
13	вместе с тем	1	3
14	и в частности	2	3
15	то время как	1	3
16	с одной стороны	1	3
17	а с другой	1	3
18	в то время	2	3
19	можно сказать что	2	3
20	не что иное	1	3
21	в сравнении с	1	3
22	в те времена	5	2
23	мы можем привести	1	2
24	дело в том	4	2
25	но даже и	2	2
26	также и в	1	2
27	том что он	2	2
28	также и то	2	2
29	бы то ни	1	2
30	никак не мог	1	2
31	в значительной мере	1	2
32	в это время	1	2
33	не может быть	3	2
34	во всяком случае	2	2
35	и о том	1	2
36	и никогда не	1	2
37	на то что	4	2
38	по этому поводу	1	2
39	если не прямо	1	2
40	для того чтобы	2	2
41	и в конце	1	1
42	в чем не	1	1
43	сказать что он	1	1
44	по одному тому	1	1
45	должны сказать что	1	1
46	не говоря уже	1	1
47	как это мы	2	1
48	в самом деле	1	1
49	может быть никакой	1	1
50	так что в	2	1
51	свидетельствует о том	1	1
52	так и его	1	1
53	да и то	1	1
54	не худо было	1	1
55	как раз и	2	1
56	другой стороны не	1	1
57	людей но и	1	1
58	ко всякого рода	1	1
59	статью под названием	1	1
60	худо было бы	1	1
61	не будет ли	1	1
62	как мы увидим	2	1
63	и в дальнейшем	1	1
64	в этом отношении	1	1
65	а в дальнейшем	2	1
66	но это не	1	1
67	принял на себя	1	1
68	то что этот	1	1
69	в положительном смысле	1	1
70	говоря уже о	1	1
71	быть никакой речи	1	1
72	то можно сказать	1	1
73	уже о том	1	1
74	в силу чего	1	1
75	не потому что	1	1
76	как раз в	1	1
77	но в то	1	1
78	не только в	2	1
79	то ни было	1	1
80	для всей жизни	1	1
81	указать хотя бы	1	1
82	а также и	1	1
83	и потому что	3	1
84	вместе со своим	1	1
85	и в этом	1	1
86	указывает на то	1	1
87	нам представляется что	1	1
88	так или иначе	1	1
89	содержит в себе	1	1
90	тут же в	1	1
91	и что она	1	1
92	а в других	1	1
93	еще и потому	2	1
94	у него не	2	1
95	хотя бы на	1	1
96	что у него	2	1
97	для тех времен	1	1
98	и к своему	1	1
99	и в том	1	1
100	с ним в	1	1
101	что об этом	1	1
102	и с трудом	1	1
103	даже и просто	2	1
104	ни в чем	1	1
105	то же время	4	1
106	и тут же	1	1
107	мы увидим ниже	3	1
108	то обстоятельство что	2	1
109	время это уже	1	1
110	так и в	1	1
111	и вместе с	1	1
112	это и есть	1	1
113	ясно и просто	1	1
114	достаточно указать хотя	1	1
115	у него есть	1	1
116	мы должны сказать	1	1
117	и речи с	2	1
118	он пишет с	1	1
119	сказать что здесь	1	1
120	в ясной форме	1	1
121	острым умом и	1	1
122	в то же	4	1
123	можно судить по	2	1
124	к себе на	1	1
125	в частности для	1	1
126	а именно что	1	1
127	к тому же	2	1
128	и можно сказать	1	1
129	в бытность свою	1	1
130	том что и	1	1
131	и т д	2	1
132	указывает на его	1	1
