N	3gram	Bakhtin_Fr_2	Psycholo
1	для того чтобы	1	19
2	в том что	1	12
3	о том что	3	10
4	на то что	1	6
5	что в нем	1	5
6	на самом деле	1	5
7	с точки зрения	5	4
8	друг с другом	1	4
9	то что в	1	3
10	в том чтобы	1	3
11	в первый раз	1	3
12	в конце концов	1	3
13	во всяком случае	2	3
14	до сих пор	4	3
15	с одной стороны	3	3
16	превращает их в	1	2
17	одна и та	1	2
18	с другой стороны	3	2
19	и той же	1	2
20	именно в том	1	2
21	таким образом в	1	2
22	не только не	1	2
23	с целым рядом	1	2
24	одной и той	1	2
25	и та же	1	2
26	самом деле в	1	1
27	мы знаем что	1	1
28	мы уже говорили	5	1
29	прежде всего на	1	1
30	по отношению к	1	1
31	подобно тому как	2	1
32	также и в	1	1
33	этот образ не	1	1
34	мы вовсе не	1	1
35	и целый ряд	1	1
36	или во всяком	1	1
37	жизни и смерти	5	1
38	только то что	2	1
39	за пределы этого	1	1
40	но он не	1	1
41	до некоторой степени	1	1
42	то же время	6	1
43	свидетельствуют о том	1	1
44	и не может	1	1
45	видит в них	1	1
46	который утверждал что	1	1
47	свой смысл и	1	1
48	которые по словам	1	1
49	все это в	1	1
50	в художественном произведении	1	1
51	совершенно иначе чем	1	1
52	и в то	2	1
53	должны еще раз	1	1
54	его современников и	1	1
55	здравого смысла и	2	1
56	дело в том	1	1
57	и в самой	1	1
58	в целом ряде	1	1
59	в нем есть	1	1
60	не может быть	4	1
61	вовсе не в	1	1
62	но никто не	1	1
63	другой стороны он	1	1
64	то есть в	1	1
65	всей художественной литературы	1	1
66	не только в	5	1
67	не может его	1	1
68	мы будем говорить	1	1
69	в одном акте	1	1
70	можно сказать что	2	1
71	который начал с	1	1
72	в то же	6	1
73	как мы уже	3	1
74	это как бы	1	1
75	в предисловии к	1	1
76	и ни на	1	1
77	ее связи с	1	1
78	в средние века	8	1
79	целый ряд других	1	1
80	и в ее	1	1
81	только в самом	1	1
