1	по отношению к	5	9
2	в отличие от	6	7
3	в том что	9	7
4	присутствия в мире	1	6
5	я в мире	1	6
6	присутствия я в	1	5
7	более или менее	1	5
8	в то же	8	5
9	то же время	6	5
10	состоит в том	3	5
11	в конечном счете	4	5
12	с другой стороны	2	5
13	не сводится к	2	5
14	так и не	1	4
15	той или иной	6	4
16	не следует смешивать	1	3
17	в этом смысле	1	3
18	того или иного	3	3
19	с точки зрения	4	3
20	одно и то	1	3
21	порядок в душе	1	3
22	организации художественного текста	2	3
23	виду не только	1	3
24	имеем в виду	1	3
25	мы имеем в	1	3
26	не может быть	16	3
27	следует смешивать с	1	3
28	факторов художественного впечатления	5	3
29	в виду не	1	3
30	и то же	1	3
31	в том числе	3	2
32	а с другой	1	2
33	в той или	3	2
34	в равной степени	2	2
35	ни в коем	2	2
36	начало и конец	1	2
37	в противном случае	1	2
38	несет в себе	1	2
39	и того же	2	2
40	одного и того	2	2
41	времени и в	1	2
42	к тому что	1	2
43	в данный момент	1	2
44	для того чтобы	3	2
45	в качестве текста	1	2
46	человека к действительности	1	2
47	или говоря иначе	1	2
48	в том и	2	2
49	коем случае не	2	2
50	случае не следует	1	2
51	по своей природе	1	2
52	кто говорит и	1	2
53	с одной стороны	3	2
54	в свою очередь	1	2
55	ни одно слово	1	2
56	мы имеем дело	4	2
57	том и состоит	1	2
58	субъектной организации художественного	1	2
59	значении этого слова	6	2
60	в коем случае	2	2
61	вокруг я героя	1	2
62	тех или иных	2	2
63	полноте и неизбыточности	1	2
64	внутреннего слуха и	1	2
65	в искусстве слова	1	2
66	ними могут мыслиться	1	1
67	его полюсами предмет	1	1
68	других для него	1	1
69	служат абзацы далеко	1	1
70	и сосредоточенное в	1	1
71	человеческое я есть	1	1
72	последовательного наращивания текста	1	1
73	к внутреннему зрению	1	1
74	субъект и объект	1	1
75	не могут быть	2	1
76	состава актантов действующих	1	1
77	границы эпизодов служат	1	1
78	текста наиболее очевидная	1	1
79	имеем дело с	3	1
80	обогащает наш духовный	1	1
81	как живущего своей	1	1
82	на первый взгляд	1	1
83	эпизодов служат абзацы	1	1
84	скомпонованное из речений	1	1
85	художественном произведении чище	1	1
86	ни убавить ни	1	1
87	автору приписано быть	1	1
88	правило совпадает с	1	1
89	говорит и объектной	1	1
90	внутреннее единство духовного	1	1
91	переносом в пространстве	1	1
92	также строфы абзацы	1	1
93	биографической жизнью человека	1	1
94	мы родственные ему	1	1
95	столь же значима	1	1
96	ним как с	1	1
97	и в сущности	1	1
98	свою душу чем	1	1
99	более крупные членения	1	1
100	существования предметом такого	1	1
101	что ж результат	1	1
102	ни прибавить ни	1	1
103	всем потому что	1	1
104	ему принадлежит только	1	1
105	художественного восприятия все	1	1
106	говорит и как	1	1
107	то есть его	1	1
108	внешнюю полноту и	1	1
109	целостности человеческого я	1	1
110	мире и жизни	1	1
111	в силу своей	2	1
112	состоит что он	1	1
113	встречается таким образом	1	1
114	лицом эстетического объекта	1	1
115	во всей своей	1	1
116	счастье существования предметом	1	1
117	мы находим вне	1	1
118	способны запечатлевать самые	1	1
119	не сделав хуже	1	1
120	о мире и	1	1
121	дневниковая запись документ	1	1
122	оригинальнее тем оно	1	1
123	высказывания смена субъекта	1	1
124	и в пределах	1	1
125	во внешней реальности	1	1
126	материала литературы как	1	1
127	же значима имеющая	1	1
128	время узкое и	1	1
129	его активность прежде	1	1
130	становится эстетическим субъектом	1	1
131	единством субъекта и	1	1
132	форма целостности доступной	1	1
133	но факультативные и	1	1
134	восприятия все прочие	1	1
135	целое текста смыслосообразно	1	1
136	субъективную предпосылку эстетического	1	1
137	произведения как единого	1	1
138	трагическое есть рассказ	1	1
139	в своей эстетической	1	1
140	ходе последовательного наращивания	1	1
141	но и души	1	1
142	с самим собой	1	1
143	спрашивай о ком	1	1
144	быть не может	3	1
145	духовного я есть	1	1
146	сколько бы ни	1	1
147	художественно значимые исключения	1	1
148	одновременно универсально родственно	1	1
149	а не с	1	1
150	как ценностного центра	1	1
151	не только целостность	1	1
152	что иное как	5	1
153	смешивать с гносеологическими	1	1
154	не затрагивая хода	1	1
155	запечатлевать самые разнообразные	1	1
156	в нелингвистической упорядоченности	1	1
157	все люди такие	1	1
158	в различных речевых	1	1
159	счете искусство в	1	1
160	абзацы и особенно	1	1
161	перефразируя строки дж	1	1
162	а не ее	1	1
163	направленной на произведение	1	1
164	я есть высшая	1	1
165	той мере в	2	1
166	числе и трагическое	1	1
167	внутреннего личностного присутствия	1	1
168	оно универсальнее вы	1	1
169	пастернака доверенной его	1	1
170	творческой воли автора	1	1
171	воображаемого мира вокруг	1	1
172	прибавить ни убавить	1	1
173	жизни однако все	1	1
174	которой обладают некое	1	1
175	неслиянными и нераздельными	1	1
176	времени или переменой	1	1
177	ролевому сверх-я сверхличная	1	1
178	на фоне этой	1	1
179	ставшие общеизвестными после	1	1
180	между тем объектом	1	1
181	и введено в	1	1
182	и что ж	1	1
183	созерцания оказывается эстетическим	1	1
184	искусство в том	1	1
185	обращен к интимному	1	1
186	высказывание принадлежит какому-нибудь	1	1
187	творцом и в	1	1
188	как письмо дневниковая	1	1
189	человека но мы	1	1
190	недоступна между тем	1	1
191	меру обобщения личностного	1	1
192	искусства но факультативные	1	1
193	самих событий в	1	1
194	чем глубже зачерпнуть	1	1
195	ценностного центра этого	1	1
196	интересно всем потому	1	1
197	есть высшая форма	1	1
198	одна вымышленная условная	1	1
199	шеллингу чем произведение	1	1
200	смысл литературного произведения	2	1
201	упорядоченности лексических синтаксических	1	1
202	человек недвусмысленно встречается	1	1
203	эпизодов знаменуется переносом	1	1
204	по своей коммуникативной	1	1
205	всего лишь одним	1	1
206	говорит искусство человек	1	1
207	своей биографической жизнью	1	1
208	присутствие во внешней	1	1
209	субъекта и способа	1	1
210	высшая форма целостности	1	1
211	мире и составляет	1	1
212	известную цельность как	1	1
