N	3gram	Vygotskiy__2	UchenyiS
1	в конечном счете	3	4
2	не может быть	8	4
3	с другой стороны	2	3
4	то же время	2	3
5	бы то ни	2	3
6	в то же	2	3
7	в этой области	2	3
8	то ни было	1	3
9	а между тем	1	2
10	не могут быть	1	2
11	в искусстве нет	1	2
12	в самом деле	11	2
13	в этом смысле	1	2
14	материала и формы	1	2
15	то же самое	6	2
16	до сих пор	5	2
17	в этом отношении	5	2
18	на каждом шагу	1	2
19	в художественном произведении	5	2
20	в том что	17	2
21	в противном случае	1	2
22	по крайней мере	1	2
23	построения литературной науки	1	2
24	искусстве нет содержания	1	2
25	и то что	2	2
26	и в частности	1	2
27	в конце концов	3	2
28	том что она	3	1
29	о методах изучения	1	1
30	о принципах построения	1	1
31	художественное произведение как	1	1
32	что этот процесс	1	1
33	в искусстве форма	1	1
34	не о методах	1	1
35	не в том	2	1
36	все же не	1	1
37	только как прием	1	1
38	которые подходят к	1	1
39	это было бы	2	1
40	более или менее	1	1
41	имеем в виду	1	1
42	он может быть	1	1
43	а о принципах	1	1
44	что для него	1	1
45	образом художественное произведение	1	1
46	в этом случае	1	1
47	литературы а о	1	1
48	мы получаем от	2	1
49	идет не о	1	1
50	между тем в	1	1
51	таким образом художественное	1	1
52	принципах построения литературной	1	1
53	не впадая в	1	1
54	сам по себе	4	1
55	сводится именно к	1	1
56	же самое что	2	1
57	никогда не может	3	1
58	само по себе	3	1
59	то что при	1	1
60	не было бы	1	1
61	с тем что	3	1
62	и что все	1	1
63	методах изучения литературы	1	1
64	можно сказать что	1	1
65	мы имеем в	1	1
66	на то что	6	1
67	изучения литературы а	1	1
68	при таком понимании	2	1
69	которое мы получаем	1	1
70	то что было	1	1
71	в ней не	1	1
72	искусство как прием	2	1
73	друг с другом	1	1
74	как раз обратное	2	1
75	а не только	1	1
76	в данном случае	4	1
77	вопрос идет не	1	1
78	с одной стороны	1	1
