N	4gram	Vinokur_Ku_3	Myshleni
1	с этой точки зрения	1	4
2	заключается в том что	1	4
3	собственном смысле этого слова	1	3
4	в той мере в	1	2
5	отношения между словом и	1	2
6	той мере в какой	1	2
7	в какой мере не	2	2
8	ни в какой мере	2	2
9	одной и той же	1	2
10	то же самое что	1	2
11	и вместе с тем	1	2
12	одним и тем же	2	2
13	фразы с точки зрения	1	1
14	сделать некоторые существенные выводы	1	1
15	было бы вообще говорить	1	1
16	и не может быть	1	1
17	до тех пор пока	4	1
18	но если это так	1	1
19	то не удивительно что	1	1
20	но для того чтобы	1	1
21	только после того как	2	1
22	в силу того что	1	1
23	друг от друга в	1	1
24	нельзя было бы вообще	1	1
25	в самое последнее время	1	1
