N	3gram	Bakhtin_Fr_7	OGranits
1	с точки зрения	3	5
2	по отношению к	2	3
3	есть прежде всего	1	3
4	что иное как	1	2
5	в данном случае	1	2
6	ничего общего с	1	2
7	есть не что	1	2
8	с самого начала	1	2
9	не что иное	1	2
10	в том что	3	2
11	и находит свое	1	1
12	что в этом	1	1
13	в изобразительных искусствах	1	1
14	в чем же	1	1
15	более или менее	2	1
16	на самом деле	1	1
17	говорить не приходится	1	1
18	и в каждой	2	1
19	то же самое	1	1
20	в чем его	1	1
21	же время в	1	1
22	еще тем что	1	1
23	не может иметь	1	1
24	в этом отношении	2	1
25	то что в	2	1
26	нужно сказать что	1	1
27	можно было бы	2	1
28	только и может	1	1
29	и в его	2	1
30	а также и	1	1
31	на происшедший в	1	1
32	вовсе не на	1	1
33	в связи с	1	1
34	определяет выбор и	1	1
35	прежде всего в	4	1
36	не должно быть	2	1
37	все то что	3	1
38	мы уже видели	2	1
39	во всем своем	1	1
40	в разных местах	1	1
41	в связи со	1	1
42	то же время	9	1
43	таким образом мы	1	1
44	но в то	3	1
45	выходит за пределы	1	1
46	в то же	9	1
47	в последнем счете	1	1
48	как и в	2	1
