N	3gram	Potebnia_M_1	Vvedenie
1	и т д	4	36
2	для того чтобы	2	20
3	в том что	13	12
4	о том что	1	12
5	в этом смысле	4	8
6	не может быть	9	8
7	тем не менее	6	8
8	до сих пор	1	6
9	в применении к	2	6
10	то же время	3	6
11	в то же	3	6
12	и т п	2	5
13	с другой стороны	5	5
14	что иное как	2	4
15	по отношению к	13	4
16	в этом отношении	1	4
17	можно было бы	1	4
18	на этот вопрос	2	4
19	по крайней мере	2	4
20	не только в	3	4
21	и в этом	6	4
22	во всяком случае	1	4
23	может быть названо	3	4
24	само по себе	4	4
25	не что иное	2	4
26	с одной стороны	3	4
27	в том виде	1	3
28	одной стороны и	1	3
29	в собственном смысле	1	3
30	с тем что	3	3
31	вопрос о том	1	3
32	и в том	3	3
33	заключается в том	1	3
34	сама по себе	3	3
35	но все же	1	3
36	как мы видели	1	3
37	на том что	1	2
38	что несмотря на	1	2
39	дело в том	2	2
40	и той же	3	2
41	не говоря уже	1	2
42	подобно тому как	3	2
43	свое значение и	1	2
44	с точки зрения	3	2
45	что в нем	1	2
46	обратить внимание на	1	2
47	точно так же	1	2
48	имеет дело с	1	2
49	на задний план	1	2
50	смысле этого слова	1	2
51	и не могут	1	2
52	не могут быть	2	2
53	не в том	4	2
54	в связи с	1	2
55	лежит в основании	1	2
56	а так как	3	2
57	языка и его	5	2
58	одной и той	3	2
59	т д в	1	2
60	и того же	2	1
61	по его словам	2	1
62	а между тем	3	1
63	а потому что	2	1
64	по себе не	1	1
65	истории языка в	1	1
66	только потому что	2	1
67	того что в	1	1
68	одном и том	2	1
69	потому что в	4	1
70	более или менее	1	1
71	так как и	1	1
72	а есть только	1	1
73	чтобы убедиться в	1	1
74	на самом деле	1	1
75	одно из необходимых	1	1
76	тогда когда язык	1	1
77	во многих случаях	1	1
78	оставляя в стороне	1	1
79	том виде в	1	1
80	в нем то	1	1
81	может быть назван	1	1
82	за ним должно	1	1
83	в языке и	1	1
84	можно и должно	1	1
85	в стороне все	1	1
86	смысле в каком	4	1
87	говоря уже о	1	1
88	в таком случае	2	1
89	сам по себе	1	1
90	в том только	1	1
91	в одном и	2	1
92	в истории языка	1	1
93	не имеет цели	1	1
94	но и в	4	1
95	не было бы	1	1
96	только в том	6	1
97	только то что	1	1
98	что не только	2	1
99	выходя из пределов	1	1
100	никогда не была	1	1
101	как и наоборот	1	1
102	заключает в себе	2	1
103	виде в каком	1	1
104	существует потому что	1	1
105	и в каждом	1	1
106	она может быть	1	1
107	может быть только	1	1
108	с этой точки	1	1
109	как если бы	1	1
110	его к мысли	1	1
111	все то что	2	1
112	так а не	1	1
113	мысли и чувства	1	1
114	уже о том	1	1
115	так же как	1	1
116	достигает того совершенства	1	1
117	нужно обратить внимание	1	1
118	в первом случае	1	1
119	не есть еще	1	1
120	могут быть названы	2	1
121	то ни было	1	1
122	и том же	2	1
123	чем то что	1	1
124	в том как	3	1
125	и потому что	2	1
126	ничего не может	1	1
127	в каком он	1	1
128	не иначе как	2	1
129	не существует потому	1	1
130	притом не только	2	1
131	всяком случае не	1	1
132	потому что она	1	1
133	еще и потому	1	1
134	бы то ни	2	1
135	в одно целое	1	1
136	лишь в том	1	1
137	следует представлять себе	1	1
138	том смысле в	3	1
139	в нем есть	2	1
140	тем что в	1	1
141	лицом к лицу	1	1
142	этой точки зрения	1	1
143	не выходя из	1	1
144	на язык как	3	1
145	а в том	3	1
146	что с течением	1	1
147	может быть не	1	1
148	нужно было бы	1	1
149	язык как на	2	1
150	что входит в	1	1
151	в общих чертах	1	1
152	не может еще	1	1
153	от того что	1	1
154	таким образом мы	1	1
155	не потому что	1	1
156	очевидно что если	1	1
157	значение только в	1	1
158	разница лишь в	1	1
159	имея в виду	1	1
160	в свою очередь	4	1
161	смотреть как на	1	1
162	с самого начала	3	1
163	не существует и	1	1
164	а не иначе	1	1
165	что его нельзя	1	1
166	так как в	2	1
167	при известных условиях	2	1
168	с этой стороны	1	1
169	только тогда когда	4	1
170	как мы видим	1	1
171	и история языка	1	1
172	одного и того	2	1
173	но с другой	2	1
174	после того как	1	1
175	к тому что	2	1
176	было бы сказать	1	1
177	в каждом из	1	1
178	них не было	1	1
179	в сравнении с	2	1
180	отношении его к	1	1
181	независимо от своего	1	1
182	в них не	2	1
183	из того что	1	1
184	такой точки зрения	1	1
185	и вопрос о	1	1
