N	2gram	Ircho_Kome_1	Vladivir
1	и в	22	31
2	в году	3	30
3	не только	10	24
4	а к	2	22
5	но и	11	19
6	то что	2	18
7	и не	8	17
8	и даже	5	15
9	у него	3	15
10	в этом	3	14
11	том что	12	14
12	и с	3	14
13	он был	2	14
14	что в	6	14
15	там же	3	13
16	но в	4	12
17	в его	5	12
18	что он	6	12
19	по поводу	4	12
20	о том	8	11
21	в том	11	11
22	между прочим	2	11
23	потому что	5	11
24	также и	1	10
25	он не	3	10
26	так что	1	10
27	как мы	4	9
28	в конце	6	9
29	только в	3	9
30	даже и	1	9
31	в течение	3	9
32	а в	6	9
33	и по	6	8
34	в то	10	8
35	в дальнейшем	1	8
36	так как	4	8
37	в доме	2	7
38	и и	3	7
39	мы уже	1	7
40	как это	3	7
41	и его	8	7
42	об этом	1	7
43	о нем	1	7
44	в эти	2	7
45	уже в	5	7
46	как раз	3	7
47	еще и	2	7
48	е в	2	7
49	сказать что	1	7
50	того же	2	6
51	то же	6	6
52	и к	1	6
53	это было	1	6
54	в котором	4	6
55	у нас	3	6
56	и сам	3	6
57	так и	5	6
58	и что	1	6
59	в качестве	4	6
60	может быть	9	6
61	на этот	1	6
62	и потому	1	6
63	не может	2	6
64	к этому	4	6
65	когда он	1	5
66	на то	3	5
67	которой он	1	5
68	не в	6	5
69	со своим	5	5
70	что и	4	5
71	вовсе не	2	5
72	но он	2	5
73	а с	1	5
74	что же	1	5
75	все это	5	5
76	видно что	1	5
77	а также	4	5
78	с ним	1	5
79	в период	2	5
80	жизни и	1	5
81	в своих	2	5
82	из его	4	4
83	мы и	1	4
84	совсем не	2	4
85	в этой	7	4
86	в истории	5	4
87	в своем	1	4
88	хотя и	3	4
89	и как	3	4
90	говорит что	1	4
91	в этот	1	4
92	в которой	6	4
93	в себе	2	4
94	как он	1	4
95	в нем	4	4
96	главным образом	3	4
97	что у	2	4
98	же касается	1	4
99	как и	9	4
100	несмотря на	4	4
101	еще в	5	4
102	не раз	2	4
103	можно судить	4	4
104	году он	1	4
105	же время	4	4
106	к ней	2	4
107	во всем	1	4
108	да и	3	4
109	к нему	2	4
110	по своей	2	4
111	один из	5	4
112	течение всей	1	4
113	себя в	1	4
114	и теперь	2	4
115	и у	3	4
116	этот раз	1	4
117	в особенности	1	4
118	в я	1	4
119	после смерти	3	4
120	и все	3	4
121	и особенно	4	4
122	такого рода	6	4
123	на себя	2	3
124	и он	1	3
125	это время	2	3
126	и на	3	3
127	но не	2	3
128	в в	4	3
129	в общем	1	3
130	отношение к	3	3
131	за пределы	2	3
132	что они	4	3
133	отнюдь не	1	3
134	как в	5	3
135	все же	3	3
136	более или	1	3
137	со своей	2	3
138	в целом	3	3
139	он в	1	3
140	что к	2	3
141	платона и	1	3
142	о которой	1	3
143	едва ли	7	3
144	и вот	4	3
145	на его	5	3
146	это конечно	1	3
147	здесь мы	3	3
148	то есть	1	3
149	эти годы	2	3
150	всю жизнь	1	3
151	не мог	3	3
152	или менее	2	3
153	во время	5	3
154	что касается	2	3
155	но это	2	3
156	и очень	1	3
157	в отношении	6	3
158	в науке	1	3
159	и притом	2	3
160	на него	4	3
161	ничего не	3	3
162	свидетельствуют о	1	3
163	таким образом	8	3
164	к тому	6	3
165	в жизни	1	3
166	к его	1	3
167	жизнь и	1	3
168	и здесь	2	3
169	это была	1	3
170	конце концов	4	3
171	тот же	3	3
172	только на	1	3
173	в виде	3	3
174	и из	2	3
175	с другой	5	3
176	по своим	1	3
177	него не	1	3
178	вместе с	2	3
179	к своему	1	3
180	по своему	3	3
181	в начале	3	3
182	соч с	1	3
183	года в	1	3
184	были для	1	3
185	другой стороны	5	3
186	и т	9	2
187	одним из	1	2
188	тех же	2	2
189	и за	1	2
190	по его	1	2
191	той же	1	2
192	для своего	1	2
193	который был	1	2
194	хотя бы	1	2
195	ему в	1	2
196	еще не	2	2
197	в чем	3	2
198	при жизни	1	2
199	к жизни	1	2
200	ответ на	1	2
201	в свои	3	2
202	своего сына	1	2
203	всей этой	1	2
204	следующие слова	2	2
205	его к	1	2
206	из этих	1	2
207	и тот	1	2
208	тому же	6	2
209	что она	1	2
210	больше всего	1	2
211	при этом	5	2
212	время и	2	2
213	т д	4	2
214	и еще	3	2
215	на этом	2	2
216	так например	1	2
217	форме не	1	2
218	что все	1	2
219	для характеристики	2	2
220	было бы	2	2
221	известно что	4	2
222	ни в	6	2
223	в них	3	2
224	были в	2	2
225	на основании	3	2
226	с тем	1	2
227	была уже	2	2
228	быть также	1	2
229	года и	1	2
230	нее в	1	2
231	точки зрения	4	2
232	почти не	2	2
233	место в	3	2
234	i с	3	2
235	тем не	2	2
236	на всю	3	2
237	и почти	1	2
238	даже в	3	2
239	судить по	3	2
240	этой области	1	2
241	не менее	3	2
242	не по	1	2
243	которого он	1	2
244	с и	1	2
245	того чтобы	1	2
246	больше чем	1	2
247	именно с	1	2
248	которые и	1	2
249	к концу	1	2
250	после первого	1	2
251	что на	1	2
252	в каком	1	2
253	со стороны	2	2
254	указывает на	2	2
255	все мои	1	2
256	для того	1	2
257	на это	1	2
258	где он	2	2
259	для себя	2	2
260	и о	3	2
261	г с	2	2
262	то время	5	2
263	в тогдашних	1	2
264	в годы	6	2
265	ясно что	4	2
266	и постоянно	1	2
267	образом в	2	2
268	воли и	1	2
269	на все	2	2
270	как было	1	2
271	и можно	2	2
272	у одного	1	2
