N	2gram	Bakhtin_Pr_3	SlovoVZh
1	не может	2	16
2	может быть	12	14
3	точки зрения	4	14
4	как бы	14	13
5	и его	10	13
6	таким образом	6	12
7	и в	53	12
8	по отношению	2	11
9	отношению к	1	11
10	и не	15	10
11	так как	7	9
12	прежде всего	15	8
13	сказать что	10	7
14	в ней	7	6
15	в том	14	6
16	только в	4	6
17	при этом	3	6
18	с помощью	1	6
19	в нем	10	6
20	слова и	3	6
21	все время	1	6
22	в процессе	1	6
23	то же	6	5
24	можно сказать	8	5
25	мы ни	1	5
26	как в	7	5
27	но в	5	5
28	и др	14	5
29	в жизни	8	5
30	а не	11	5
31	как и	11	5
32	том что	5	5
33	никогда не	2	5
34	хотя бы	2	5
35	то что	9	5
36	мы все	2	4
37	на самом	1	4
38	зависимости от	2	4
39	литературы и	2	4
40	за пределы	1	4
41	в литературе	5	4
42	в этом	8	4
43	в самом	2	4
44	уже не	1	4
45	не только	4	4
46	отношение к	6	4
47	так и	6	4
48	с другой	2	4
49	что не	1	4
50	не в	2	4
51	его в	2	4
52	и к	5	4
53	жизни и	9	4
54	и на	18	4
55	здесь не	4	3
56	формы и	3	3
57	в котором	1	3
58	еще не	5	3
59	мы не	4	3
60	и вообще	3	3
61	о том	2	3
62	но и	7	3
63	между тем	2	3
64	нуждается в	1	3
65	быть и	2	3
66	когда он	1	3
67	и наконец	2	3
68	и ее	6	3
69	все эти	9	3
70	только на	1	3
71	конечно не	4	3
72	в себе	5	3
73	слово в	2	3
74	да и	2	3
75	в творчестве	8	3
76	не к	1	3
77	и по	3	3
78	и с	6	3
79	до сих	5	3
80	в некоторых	4	3
81	в них	2	3
82	и уже	2	3
83	в своей	3	3
84	в такой	1	3
85	тем не	2	3
86	и более	2	3
87	произведения и	1	3
88	сих пор	5	3
89	не менее	3	3
90	все это	8	3
91	и для	4	3
92	ее и	1	3
93	так называемой	1	3
94	с ним	2	3
95	от этой	1	2
96	и то	1	2
97	как это	2	2
98	но тем	1	2
99	в себя	6	2
100	и самое	1	2
101	ко всем	2	2
102	мы имеем	1	2
103	мы в	1	2
104	истории литературы	1	2
105	и здесь	1	2
106	и та	1	2
107	с его	2	2
108	но мы	1	2
109	и что	1	2
110	но конечно	1	2
111	которые мы	2	2
112	для других	2	2
113	к слову	1	2
114	в его	8	2
115	что и	3	2
116	подчеркнуть что	3	2
117	в форме	6	2
118	относится к	1	2
119	независимо от	1	2
120	в своем	1	2
121	кроме того	3	2
122	как уже	1	2
123	дело с	1	2
124	словом и	1	2
125	и потому	5	2
126	и так	3	2
127	в самое	3	2
128	уже в	2	2
129	тому же	2	2
130	в душе	1	2
131	он не	3	2
132	перестает быть	1	2
133	содержания и	1	2
134	в зависимости	2	2
135	к ним	1	2
136	мы можем	5	2
137	из него	1	2
138	в особенности	2	2
139	конечно в	2	2
140	на все	2	2
141	влияние на	12	2
142	с другими	3	2
143	это не	6	2
144	форму и	1	2
145	себя и	2	2
146	более того	6	2
147	можем сказать	1	2
148	другой стороны	1	2
149	его как	1	2
150	там где	1	2
151	и слово	1	2
152	в момент	1	2
153	в комнате	1	2
154	связь с	2	2
155	нет ничего	2	2
156	ни на	1	2
157	вместе с	2	2
158	можно найти	1	2
159	к его	1	2
160	но не	5	2
161	место в	2	2
162	быть только	2	2
163	исповеди и	2	2
164	с этой	1	2
165	еще раз	5	2
166	на один	1	2
167	с точки	2	2
168	в атмосфере	1	2
169	в условиях	4	2
170	в то	5	2
171	и притом	1	2
172	на него	1	2
173	ничего не	6	2
174	этих двух	2	2
175	и все	10	2
176	все они	1	2
177	в этих	5	2
178	но это	3	2
179	между ними	2	2
180	от всех	1	2
181	им не	1	2
182	могут быть	4	2
183	как только	1	2
184	же самое	1	2
185	что в	2	2
186	как на	1	2
187	и другие	9	2
188	к этому	4	2
189	если же	1	2
190	а между	2	1
191	так но	1	1
192	и это	3	1
193	ту же	1	1
194	например в	5	1
195	как мы	5	1
196	в обычной	1	1
197	с ее	1	1
198	мы здесь	3	1
199	на основе	2	1
200	это и	1	1
201	овладеть этим	1	1
202	из трех	1	1
203	с самого	3	1
204	и больше	1	1
205	можно было	1	1
206	мы уже	5	1
207	исповеди ставрогина	1	1
208	хорошо и	1	1
209	жизнь и	1	1
210	я знаю	1	1
211	что уже	2	1
212	единство и	1	1
213	и всякого	1	1
214	эта позиция	1	1
215	для этого	1	1
216	к другу	1	1
217	он как	1	1
218	и стиль	1	1
219	этом свое	1	1
220	не знают	2	1
221	но несколько	1	1
222	и он	1	1
223	и поступки	1	1
224	утрачивают свой	1	1
225	нашей работы	1	1
226	но при	1	1
227	на них	1	1
228	становятся все	1	1
229	не найдем	1	1
230	столь же	1	1
231	с соответствующими	1	1
232	во всех	12	1
233	вопросу о	1	1
234	и во	4	1
235	и особенности	1	1
236	все в	1	1
237	жизни он	1	1
238	друг к	1	1
239	в общем	1	1
240	отдельные моменты	1	1
241	менее всего	2	1
242	себе и	1	1
243	и целых	1	1
244	отметить что	2	1
245	крайней мере	1	1
246	что они	1	1
247	именно в	2	1
248	путем анализа	1	1
249	хочу и	1	1
250	нем и	1	1
251	и она	1	1
252	в слово	1	1
253	содержание но	1	1
254	в одной	2	1
255	в особом	1	1
256	что именно	2	1
257	так называемая	2	1
258	второй план	1	1
259	на которой	1	1
260	которое было	1	1
261	все остальные	1	1
262	перед нами	5	1
263	понять и	2	1
264	хотя и	4	1
265	в двух	2	1
266	vii все	1	1
267	тот же	2	1
268	и художественного	1	1
269	ипполита в	1	1
270	более или	3	1
271	себе не	1	1
272	нашего времени	1	1
273	можно в	1	1
274	по мнению	1	1
275	во времени	1	1
276	что это	2	1
277	в целом	1	1
278	очень важным	1	1
279	не то	3	1
280	есть в	3	1
281	им в	1	1
282	литературы в	3	1
283	поскольку мы	1	1
284	не можем	1	1
285	так можно	1	1
286	во многих	1	1
287	в большинстве	4	1
288	обычной жизненной	1	1
289	гейне в	1	1
290	значение и	2	1
291	что она	1	1
292	почти полностью	2	1
293	или даже	1	1
294	и их	2	1
295	творчестве достоевского	5	1
296	всяком случае	1	1
297	ведь это	1	1
298	не как	1	1
299	в пространстве	1	1
300	для правильного	2	1
301	вовсе не	3	1
302	друг друга	1	1
303	как его	1	1
304	дело и	1	1
305	бытия и	2	1
306	у него	1	1
307	она будет	1	1
308	на этом	1	1
309	это один	2	1
310	или иных	1	1
311	характерны для	4	1
312	самом же	1	1
313	даже и	2	1
314	здесь мы	2	1
315	др все	2	1
316	что все	1	1
317	же деле	1	1
318	связанных с	1	1
319	и т.п	31	1
320	и из	3	1
321	моменты и	1	1
322	на протяжении	5	1
323	важным моментом	1	1
324	и которые	2	1
325	них в	2	1
326	и вступает	1	1
327	но самый	1	1
328	было бы	5	1
329	и создает	3	1
330	этом смысле	1	1
331	и соответствующие	1	1
332	и прежде	6	1
333	имеет и	1	1
334	и тем	2	1
335	один и	1	1
336	что для	1	1
337	говорит о	2	1
338	для них	1	1
339	но уже	1	1
340	не было	4	1
341	рядом с	1	1
342	не знает	4	1
343	все равно	4	1
344	далеко не	2	1
345	из подполья	5	1
346	и самый	5	1
347	в ее	3	1
348	в слове	1	1
349	не всегда	1	1
350	несмотря на	2	1
351	следовательно уже	1	1
352	все моменты	1	1
353	о чем	1	1
354	так называемый	1	1
355	раз что	2	1
356	всех других	2	1
357	в истории	3	1
358	в последующем	2	1
359	и тогда	1	1
360	близка к	1	1
361	для этой	2	1
362	себя на	1	1
363	мы видели	2	1
364	или менее	3	1
365	все элементы	1	1
366	все более	1	1
367	это на	1	1
368	вступает в	1	1
369	в идиоте	1	1
370	но если	1	1
371	начинает развиваться	2	1
372	и художественно	1	1
373	нас не	1	1
374	и без	3	1
375	этом достаточно	1	1
376	другая сторона	1	1
377	то есть	48	1
378	к одному	2	1
379	и глубоко	1	1
380	что я	2	1
381	он будет	1	1
382	наряду с	5	1
383	но эта	1	1
384	и тот	3	1
385	которые в	1	1
386	форму этого	1	1
387	одному и	2	1
388	по крайней	1	1
389	и относительно	1	1
390	ее мы	1	1
391	и почти	2	1
392	мы еще	3	1
393	от ранга	1	1
394	зрения и	1	1
395	или хотя	1	1
396	тенденция к	1	1
397	его творчество	2	1
398	и вся	3	1
399	и тому	2	1
400	по мере	1	1
401	от чисто	1	1
402	между людьми	3	1
403	три момента	1	1
404	в так	1	1
405	его которые	1	1
406	в смысле	2	1
407	в обоих	1	1
408	самого начала	4	1
409	подчеркнем еще	2	1
410	это последнее	1	1
411	к вопросу	1	1
412	более и	1	1
