N	2gram	Potebnia_M_2	Hudozhes
1	и в	24	28
2	том что	8	19
3	в ее	1	18
4	и не	19	18
5	в том	18	15
6	а не	18	14
7	в этом	8	13
8	не в	13	13
9	о том	5	12
10	перед нами	1	11
11	не только	15	11
12	при этом	13	11
13	как и	7	11
14	в его	2	11
15	уже не	4	10
16	в себе	10	9
17	но и	9	9
18	так и	5	8
19	между тем	6	8
20	что он	4	8
21	в жизни	2	8
22	в душе	23	8
23	может быть	23	8
24	по отношению	2	7
25	тогда как	10	7
26	что она	3	7
27	состоит в	2	7
28	об этом	1	7
29	к тому	1	7
30	как это	2	7
31	и все	3	7
32	с ним	5	7
33	я и	1	6
34	в котором	4	6
35	то же	12	6
36	не было	6	6
37	и с	1	6
38	в глазах	1	6
39	в то	6	6
40	тем что	7	6
41	для себя	1	6
42	если бы	11	6
43	можно сказать	1	6
44	это не	3	6
45	а в	8	6
46	то что	20	6
47	жизни и	1	6
48	с его	2	5
49	как в	10	5
50	в самом	4	5
51	что это	3	5
52	рядом с	3	5
53	не менее	5	5
54	у него	2	5
55	никогда не	4	5
56	ничего не	1	5
57	и его	2	5
58	и сам	1	5
59	его жизни	1	5
60	только на	1	5
61	одно из	3	5
62	для него	10	5
63	как бы	9	5
64	что в	16	5
65	а между	4	4
66	и т	6	4
67	но не	12	4
68	то в	1	4
69	подобно тому	4	4
70	человека в	3	4
71	он не	1	4
72	и уже	5	4
73	в других	4	4
74	тем не	6	4
75	для нее	2	4
76	тому что	2	4
77	же время	2	4
78	и о	1	4
79	того чтобы	2	4
80	вслед за	3	4
81	что они	5	4
82	только в	11	4
83	что и	11	4
84	для того	5	4
85	превращается в	2	4
86	то и	9	4
87	не может	12	4
88	тому как	4	4
89	бы и	1	4
90	была бы	1	3
91	чтобы не	1	3
92	человека и	3	3
93	в ней	3	3
94	но при	1	3
95	еще не	4	3
96	и на	8	3
97	столь же	5	3
98	всякий раз	1	3
99	для других	1	3
100	не все	2	3
101	со стороны	3	3
102	бы не	5	3
103	как он	4	3
