N	3gram	Ircho_Kome_2	Myslijsy
1	более или менее	1	8
2	во всяком случае	2	7
3	в том что	5	7
4	в свою очередь	1	6
5	тем не менее	1	5
6	и в свою	1	4
7	не в состоянии	1	4
8	до сих пор	2	4
9	не было бы	1	4
10	в то время	3	4
11	то время как	2	3
12	с одной стороны	2	3
13	и т п	2	3
14	тот же что	1	2
15	как и во	1	2
16	и во всех	1	2
17	после того как	2	2
18	то что в	1	2
19	только потому что	2	2
20	с другой стороны	1	2
21	для того чтобы	4	2
22	то же время	3	2
23	так и в	1	2
24	само по себе	1	2
25	не может быть	1	2
26	с самого начала	1	2
27	в этом смысле	2	2
28	в то же	3	2
29	и не имеет	1	2
30	сплошь да рядом	1	1
31	время как в	1	1
32	потому что в	1	1
33	что это не	1	1
34	что само по	1	1
35	есть для нас	1	1
36	друг от друга	1	1
37	ни одно из	1	1
38	только в том	1	1
39	том случае если	1	1
40	в отличие от	2	1
41	бы то ни	2	1
42	в которой бы	1	1
43	как мы их	1	1
44	вместе с тем	4	1
45	в том случае	1	1
46	отношения между ними	1	1
47	попытка найти его	1	1
48	с тем какое	1	1
49	то ни было	2	1
50	по сравнению с	1	1
51	то что он	2	1
52	и как не	1	1
53	в связи с	3	1
54	только после того	1	1
55	это видно из	1	1
56	могла бы быть	1	1
57	мере в какой	1	1
58	если бы и	1	1
59	она могла бы	1	1
60	но столь же	1	1
61	в наше время	1	1
62	не имеет значения	1	1
63	о том что	4	1
64	мы можем сказать	1	1
65	что у него	2	1
66	и в самом	1	1
67	что и в	2	1
68	но все эти	1	1
69	но все же	1	1
70	ближе всего к	1	1
71	до тех пор	3	1
72	что в каждом	1	1
73	в большинстве случаев	1	1
74	ведущие к ее	1	1
75	во всех случаях	1	1
76	то это опять	1	1
77	вслед за этим	1	1
78	ответ на это	1	1
