N	3gram	Vinokur_Vv_1	Istorich
1	и т д	37	24
2	так же как	1	12
3	в этих случаях	2	7
4	до сих пор	5	5
5	точно так же	2	5
6	и то что	2	5
7	с другой стороны	5	4
8	не может быть	8	4
9	но все же	3	4
10	что иное как	4	3
11	в этом случае	6	3
12	т е в	4	3
13	в данном случае	4	3
14	по сравнению с	3	3
15	в одном случае	1	3
16	не что иное	4	3
17	как мы видели	2	3
18	о том что	12	2
19	мы можем только	1	2
20	мы имеем в	1	2
21	в средние века	1	2
22	то же самое	2	2
23	не только в	4	2
24	на задний план	1	2
25	смысле этого слова	2	2
26	же как он	1	2
27	т д мы	1	2
28	в точности соответствует	1	2
29	с этой стороны	1	2
30	после того как	2	2
31	в связи с	2	2
32	тем не менее	8	2
33	на этот вопрос	3	2
34	говорилось о том	1	1
35	по содержанию и	1	1
36	обстоит как раз	1	1
37	на том что	2	1
38	потому что он	2	1
39	об этом говорилось	1	1
40	в числе тех	1	1
41	с полной ясностью	1	1
42	странно было бы	1	1
43	не только по	1	1
44	этот вопрос мы	1	1
45	все это дает	1	1
46	но это только	1	1
47	не только с	1	1
48	подобно тому как	1	1
49	было бы назвать	1	1
50	дело не только	1	1
51	только одна сторона	1	1
52	имеется в виду	1	1
53	совершенно то же	1	1
54	в своей работе	1	1
55	у меня в	1	1
56	что в этом	2	1
57	об этом говорится	1	1
58	как раз наоборот	1	1
59	в зависимости от	1	1
60	но и в	1	1
61	можем утверждать что	1	1
62	том отношении что	3	1
63	совершенно ясно что	1	1
64	то что этот	1	1
65	и др в	1	1
66	что даже и	1	1
67	может быть и	2	1
68	в этой форме	1	1
69	а не только	1	1
70	не потому что	1	1
71	именно в этой	1	1
72	дело обстоит как	1	1
73	и то же	1	1
74	только в одном	1	1
75	но не к	1	1
76	в том как	1	1
77	как он есть	1	1
78	здесь не может	1	1
79	не могут быть	2	1
80	не только как	3	1
81	не в том	2	1
82	но вместе с	2	1
83	одно и то	1	1
84	только после того	2	1
85	мы уже знаем	1	1
86	но не исключительно	1	1
87	и в особенности	4	1
88	это только одна	1	1
89	а в другом	1	1
90	вместе с тем	3	1
91	т д но	5	1
92	в широком смысле	7	1
93	представить себе что	2	1
94	есть не что	2	1
95	как будто бы	2	1
96	но уже в	1	1
97	в общих чертах	1	1
98	вовсе не в	2	1
99	в руки и	1	1
100	хотя бы на	1	1
101	очевидно что если	1	1
102	же самое что	2	1
103	как нечто что	1	1
104	приводят к тому	1	1
105	этой стороне дела	1	1
106	широком смысле этого	2	1
107	в том отношении	3	1
108	можно сказать что	3	1
109	ответить на этот	1	1
110	как мы видим	1	1
111	эта связь в	1	1
112	к тому что	1	1
113	вряд ли есть	1	1
114	легко представить себе	1	1
115	т д в	2	1
116	т д такая	1	1
117	только тогда когда	1	1
118	в центре внимания	2	1
