N	2gram	Potebnia_M_4	VerxiiNi
1	и в	23	26
2	таким образом	24	22
3	с тем	7	18
4	в этом	23	15
5	вместе с	6	15
6	точки зрения	4	13
7	как бы	5	12
8	в том	23	11
9	из этих	2	10
10	не только	10	10
11	и с	4	10
12	может быть	26	10
13	связи с	3	9
14	в области	2	9
15	так как	14	9
16	но и	11	9
17	что в	17	9
18	но не	1	8
19	главным образом	1	8
20	и у	2	8
21	с другой	2	8
22	и не	18	8
23	как на	1	8
24	но в	8	7
25	но все	1	7
26	из них	1	7
27	том что	12	7
28	потому что	33	7
29	к нему	5	7
30	с одной	1	7
31	то что	29	7
32	а с	1	7
33	одной стороны	1	7
34	того же	1	6
35	все же	1	6
36	все эти	3	6
37	в себе	14	6
38	всяком случае	3	6
39	с точки	3	6
40	в отношении	1	6
41	к тому	3	6
42	так и	6	6
43	о том	8	6
44	что и	7	6
45	и потому	10	6
46	все это	5	6
47	мы должны	2	6
48	во всяком	5	6
49	отношение к	2	5
50	сих пор	4	5
51	и к	6	5
52	в силу	7	5
53	в мире	2	5
54	лишь в	3	5
55	по крайней	5	5
56	не имеет	5	5
57	того чтобы	4	5
58	никогда не	3	5
59	для того	6	5
60	образом в	5	5
61	в его	5	5
62	крайней мере	5	5
63	до сих	4	5
64	а не	12	5
65	и для	2	5
66	так же	4	5
67	одной из	1	5
68	том числе	1	5
69	в котором	4	4
70	то же	14	4
71	в течение	2	4
72	в самом	3	4
73	в этой	1	4
74	и по	3	4
75	что все	4	4
76	то есть	34	4
77	с другими	4	4
78	должен был	1	4
79	он не	2	4
80	далеко не	1	4
81	бога и	1	4
82	и тогда	1	4
83	в которых	3	4
84	в то	4	4
85	в нем	7	4
86	а в	5	4
87	числе и	1	4
88	и что	7	4
89	и только	3	4
90	только в	15	4
91	к своим	1	4
92	и вместе	3	4
93	на этот	2	4
94	не может	11	4
95	из которых	2	4
96	в смысле	3	4
97	в этих	3	4
98	во время	2	4
99	что он	4	4
100	в виде	2	4
101	не вполне	2	3
102	в своем	8	3
103	и нет	1	3
104	и как	2	3
105	в которой	6	3
106	что это	7	3
107	так или	2	3
108	и те	1	3
109	и если	3	3
110	при этом	15	3
111	и при	2	3
112	тем не	4	3
113	если бы	13	3
114	не менее	5	3
115	как о	1	3
116	течением времени	2	3
117	в других	2	3
118	и о	4	3
119	с самого	1	3
120	с течением	2	3
121	на нее	3	3
122	ясно что	1	3
123	можно сказать	4	3
124	того что	14	3
125	но с	1	3
126	хотя бы	4	3
127	в качестве	1	3
128	так что	5	3
129	из которого	1	3
130	уже не	3	3
131	что эти	3	3
132	для него	5	3
133	в одном	4	3
134	к ним	2	3
135	и даже	2	3
136	или иначе	2	3
137	в связи	1	3
138	и таким	3	3
139	у них	1	3
140	отношению к	8	3
141	в таком	4	3
142	точно так	2	3
143	всем и	1	2
144	одним из	1	2
145	связана с	1	2
146	и это	2	2
147	когда человек	4	2
148	его не	1	2
149	мы имеем	4	2
150	надо было	1	2
151	еще не	3	2
152	и на	3	2
153	во всех	1	2
154	основано на	1	2
155	различия между	1	2
156	в народную	1	2
157	в новом	1	2
158	этого последнего	2	2
159	отличаются от	1	2
160	относится к	1	2
161	общего с	1	2
162	убеждение что	2	2
163	он в	1	2
164	на то	7	2
165	из этой	1	2
166	перестает быть	1	2
167	они в	1	2
168	не как	2	2
169	из него	2	2
170	состоит в	2	2
171	его можно	1	2
172	заключает в	8	2
173	те же	3	2
174	к другу	1	2
175	них не	1	2
176	на все	1	2
177	с целью	1	2
178	образом если	1	2
179	в глазах	2	2
180	с которого	1	2
181	в них	3	2
182	к которым	3	2
183	не всегда	3	2
184	мы видели	1	2
185	но если	1	2
186	нет для	1	2
187	с самых	1	2
188	признать что	2	2
189	взгляд на	1	2
190	которые в	1	2
191	не в	11	2
192	самого начала	2	2
193	тогда когда	8	2
194	ее с	1	2
195	тех пор	6	2
196	не могло	1	2
197	только не	3	2
198	в разных	3	2
199	в самой	2	2
200	же время	3	2
201	с одним	1	2
202	этом отношении	1	2
203	ему в	1	2
204	не потому	1	2
205	и здесь	2	2
206	и проч	18	2
207	начиная с	1	2
208	не могут	2	2
209	в среде	1	2
210	и другой	1	2
211	той или	1	2
212	утверждать что	1	2
213	ничего общего	1	2
214	но при	1	2
215	и сами	2	2
216	в образе	2	2
217	не с	2	2
218	можно только	2	2
219	по тому	2	2
220	должны признать	1	2
221	мысль о	6	2
222	в виду	3	2
223	от тела	1	2
224	к одной	1	2
225	а также	1	2
226	между тем	9	2
227	вслед за	1	2
228	еще только	1	2
229	быть и	2	2
230	один из	2	2
231	большею частью	2	2
232	тот же	2	2
233	между этими	1	2
234	от них	1	2
235	конечно не	2	2
