N	2gram	Tiupa_Narr_2	VLabPisa
1	таким образом	5	27
2	в этом	13	26
3	и в	13	25
4	и т	2	24
5	не только	26	22
6	может быть	10	21
7	во сне	2	21
8	хотя бы	2	20
9	и не	14	19
10	не может	8	17
11	в его	6	15
12	в процессе	2	14
13	этом отношении	3	13
14	в том	14	13
15	прежде всего	6	13
16	в частности	11	12
17	как это	4	12
18	все это	1	12
19	в силу	4	11
20	с другой	5	11
21	в качестве	14	10
22	не могут	1	10
23	о том	5	10
24	то же	4	9
25	что в	4	9
26	об этом	4	9
27	для него	4	9
28	т п	2	9
29	но и	15	9
30	к этому	1	9
31	в своем	6	8
32	реальной действительности	1	8
33	все эти	3	8
34	по словам	2	8
35	не следует	3	8
36	во всех	1	7
37	по отношению	5	7
38	из этих	2	7
39	было бы	2	7
40	как и	4	7
41	том что	13	7
42	в конечном	3	7
43	говорит о	2	7
44	а не	17	7
45	вместе с	1	7
46	же в	4	7
47	отношению к	5	7
48	это и	1	6
49	в зависимости	1	6
50	более или	1	6
51	в себе	8	6
52	в нем	5	6
53	это не	3	6
54	или менее	1	6
55	их в	1	6
56	и его	3	6
57	в то	5	6
58	так и	9	6
59	между тем	3	6
60	бы и	1	6
61	у него	6	6
62	то что	8	6
63	одним из	1	5
64	зависимости от	1	5
65	конечном счете	3	5
66	очевидно что	1	5
67	как говорит	1	5
68	все же	6	5
69	в плане	1	5
70	не в	8	5
71	тому что	3	5
72	же время	3	5
73	связи с	1	5
74	приводит к	1	5
75	произведения как	1	5
76	один из	3	5
77	действующих лиц	3	5
78	художника и	1	5
79	следует понимать	1	5
80	для художника	1	5
81	он говорит	1	5
82	как бы	6	5
83	не является	4	5
84	в результате	2	5
85	сказать что	3	5
86	только в	11	5
87	с его	3	4
88	в этой	4	4
89	чем же	1	4
90	перед нами	4	4
91	когда он	1	4
92	в самом	2	4
93	в целом	3	4
94	что все	1	4
95	одна из	3	4
96	никогда не	6	4
97	к тому	9	4
98	гоголь в	1	4
99	в ее	4	4
100	это только	1	4
101	можно сказать	6	4
102	с ними	3	4
103	что он	5	4
104	в нашей	1	4
105	в одном	1	4
106	как раз	3	4
107	в связи	1	4
108	в романе	1	4
109	в своей	4	4
110	например в	1	3
111	в котором	5	3
112	из его	1	3
113	всего лишь	6	3
114	его не	1	3
115	и он	2	3
116	в которых	1	3
117	что они	3	3
118	и как	1	3
119	и к	6	3
120	и по	3	3
121	далеко не	5	3
122	что не	1	3
123	в слове	3	3
124	во время	2	3
125	точки зрения	5	3
126	это делает	1	3
127	этих и	1	3
128	как о	2	3
129	например что	1	3
130	со своим	2	3
131	сводится к	9	3
132	у нас	2	3
133	она не	1	3
134	том как	2	3
135	в виду	1	3
136	никак не	3	3
137	утверждает что	1	3
138	что и	2	3
139	вслед за	6	3
140	говорит в	1	3
141	того что	6	3
142	этот вопрос	1	3
143	является не	1	3
144	и их	1	3
145	в конце	4	3
146	именно в	2	3
147	никитин и	1	3
148	так же	2	3
149	некоторые из	1	3
150	по поводу	2	3
151	и от	1	3
152	или в	1	3
153	бы в	2	3
154	действительной жизни	1	3
155	только что	2	3
156	жизни и	4	3
157	как на	2	3
158	ее в	1	3
159	также и	1	2
160	он может	2	2
161	видеть в	1	2
162	по его	2	2
163	а как	3	2
164	мы имеем	3	2
165	же как	2	2
166	часто не	2	2
167	в которой	1	2
168	говорить о	2	2
169	так называемые	1	2
170	подчеркнуть что	2	2
171	в ней	2	2
172	еще не	2	2
173	в чем	2	2
174	бы не	1	2
175	но не	3	2
176	в общем	1	2
177	относится к	1	2
178	отнюдь не	4	2
179	стороны и	1	2
180	хотя и	5	2
181	но в	6	2
182	с нею	2	2
183	ее как	1	2
184	как он	2	2
185	что она	2	2
186	после этого	1	2
187	он не	5	2
188	в реальной	1	2
189	например как	1	2
190	подобно тому	2	2
191	что ни	1	2
192	в другом	4	2
193	в жизни	6	2
194	достоевского и	2	2
195	как об	1	2
196	не всегда	1	2
197	и для	3	2
198	никаких оснований	1	2
199	всяком случае	1	2
200	и целостного	1	2
201	не столько	5	2
202	о наличии	1	2
203	от его	2	2
204	если бы	4	2
205	можно ли	1	2
206	не менее	4	2
207	не по	1	2
208	пока еще	3	2
209	того чтобы	3	2
210	только не	2	2
211	а для	1	2
212	не вполне	2	2
213	этом процессе	1	2
214	свидетельствуют о	1	2
215	в сознании	2	2
216	в области	2	2
217	ли это	1	2
218	ли не	1	2
219	же самое	1	2
220	для того	1	2
221	что при	1	2
222	мысль о	2	2
223	роль в	2	2
224	если они	1	2
225	он сам	2	2
226	и даже	3	2
227	во всяком	1	2
228	говорит об	1	2
229	из рассказа	1	2
230	может не	1	2
231	во всей	1	2
232	но с	1	2
233	о его	1	2
234	и быть	1	2
235	но то	1	2
236	с одной	5	2
237	одной из	1	2
238	могло бы	2	2
239	вовсе не	2	2
240	при всей	4	2
241	не о	1	2
242	одной стороны	5	2
243	или иной	3	2
244	даже не	1	2
245	до сих	1	2
246	как у	4	2
247	зависит от	2	2
248	о чем	2	2
249	из многочисленных	1	2
250	что мы	1	2
251	тому как	2	2
252	было в	1	2
253	нет никаких	1	2
254	личную жизнь	1	2
255	и потому	1	2
256	в течение	2	2
257	персонажей и	2	2
258	войны и	4	2
259	сих пор	1	2
260	того или	3	2
261	этом и	1	2
262	но для	2	2
263	можно было	2	2
264	каждой из	1	2
265	не подлежит	1	2
266	мира и	3	2
267	ни одного	1	2
268	своих героев	2	2
269	будто бы	1	2
270	а в	9	2
271	в системе	1	2
272	о своем	2	2
273	между ними	1	2
274	к его	3	2
275	частности в	1	2
276	в своих	2	2
277	этой точки	1	2
278	они не	2	2
279	которая не	2	2
280	а между	1	1
281	говоря о	1	1
282	в движение	1	1
283	таком случае	1	1
284	начинается с	1	1
285	протяжении жизни	1	1
286	и без	1	1
287	самом деле	3	1
288	художника перед	1	1
289	все его	4	1
290	и так	1	1
291	только эти	2	1
292	бесконечное число	1	1
293	п все	1	1
294	противном случае	1	1
295	все те	2	1
296	должна быть	2	1
297	всей ее	1	1
298	им самим	1	1
299	у гоголя	1	1
300	как мы	1	1
301	разума а	1	1
302	вопрос о	1	1
303	сведена к	1	1
304	нам в	3	1
305	именно к	1	1
306	своей судьбы	1	1
307	но она	1	1
308	личности самого	1	1
309	на себя	1	1
310	следует смешивать	1	1
311	мы и	1	1
312	похожи на	1	1
313	о роли	1	1
314	это время	1	1
315	проявляется в	1	1
316	характером и	1	1
317	собой в	1	1
318	мертвых душ	2	1
319	между собой	3	1
320	быть в	1	1
321	здесь не	2	1
322	и мира	4	1
323	по своему	2	1
324	порой и	1	1
325	не все	2	1
326	ответ на	5	1
327	себе и	2	1
328	быть сведена	1	1
329	воплощенной в	1	1
330	против теории	1	1
331	в известном	3	1
332	опирается на	1	1
333	путем не	1	1
334	сознания в	1	1
335	борьбы со	1	1
336	и наконец	1	1
337	не являются	2	1
338	двумя полюсами	1	1
339	то в	1	1
340	только два	1	1
341	рассказ о	1	1
342	тому же	4	1
343	на то	2	1
344	так сказать	3	1
345	да и	3	1
346	образом для	1	1
347	когда все	2	1
348	всего следует	1	1
349	уже не	4	1
350	для данной	1	1
351	на этом	1	1
352	его можно	1	1
353	своих персонажей	1	1
354	реакции на	1	1
355	оно и	1	1
356	и ей	1	1
357	общественное положение	1	1
358	и характер	1	1
359	то есть	9	1
360	зрения на	2	1
361	саду и	1	1
362	было сделано	1	1
363	входит в	1	1
364	на протяжении	5	1
365	к анализу	1	1
366	этом смысле	1	1
367	приходит в	1	1
368	в новое	1	1
369	одном полюсе	2	1
370	и ошибок	1	1
371	смерть и	1	1
372	однако при	1	1
373	роли и	1	1
374	соответствии с	3	1
375	систему персонажей	2	1
376	с этой	3	1
377	которой он	3	1
378	несмотря на	2	1
379	на этот	1	1
380	обратимся к	1	1
381	в саду	1	1
382	в этих	1	1
383	в ходе	1	1
384	его мнению	1	1
385	знает и	1	1
386	чехова с	1	1
387	признать что	1	1
388	в памяти	2	1
389	есть его	1	1
390	последних дней	1	1
391	но он	2	1
392	которой является	1	1
393	мы встречаемся	1	1
394	освободиться от	1	1
395	нет никакого	1	1
396	что есть	1	1
397	вплоть до	1	1
398	как можно	1	1
399	с которой	1	1
400	дело не	1	1
401	характер так	1	1
402	время как	1	1
403	иметь в	1	1
404	не могло	2	1
405	не имеет	2	1
406	нет места	1	1
407	не имели	1	1
408	жизни не	1	1
409	к ней	3	1
410	мысль то	1	1
411	на некоторые	1	1
412	только с	1	1
413	как будто	1	1
414	в основе	1	1
415	в каком	1	1
416	раскрывается в	1	1
417	все то	2	1
418	еще определеннее	1	1
419	лев толстой	1	1
420	об одном	1	1
421	отсутствии у	1	1
422	внутреннего мира	1	1
423	именно таким	1	1
424	в театре	1	1
425	но по	1	1
426	с ее	1	1
427	и служит	2	1
428	у чехова	9	1
429	данном случае	6	1
430	его авторской	1	1
431	только со	1	1
432	то время	1	1
433	в классической	1	1
434	на другом	1	1
435	его самого	1	1
436	и сам	3	1
437	что у	2	1
438	по аналогии	1	1
439	по определению	2	1
440	а порой	1	1
441	каждого из	1	1
442	в плоскости	1	1
443	и прочих	1	1
444	по ее	1	1
445	перед сном	1	1
446	и развязка	2	1
447	по сравнению	1	1
448	жизнь и	1	1
449	и социальные	1	1
450	строго говоря	3	1
451	о котором	3	1
452	это обычно	1	1
453	с ним	4	1
454	число раз	1	1
455	о нем	3	1
456	на него	5	1
457	и детей	1	1
458	более высокой	1	1
459	следует иметь	1	1
460	и что	2	1
461	с того	1	1
462	для нас	2	1
463	а также	6	1
464	аналогии с	1	1
465	как было	2	1
466	и многих	1	1
