N	3gram	Propp_Isto_6	Hudozhes
1	о том что	4	9
2	по отношению к	2	8
3	в том что	5	6
4	можно было бы	2	4
5	тем не менее	1	3
6	как и в	2	3
7	и т д	8	3
8	том что в	2	2
9	только потому что	1	2
10	о том как	3	2
11	мы уже знаем	2	2
12	при встрече с	1	2
13	до сих пор	4	2
14	то и другое	1	2
15	не только в	4	2
16	это прежде всего	1	2
17	так или иначе	1	2
18	что у него	1	2
19	не может быть	3	2
20	речь идет о	1	2
21	на то что	1	2
22	не означает что	1	1
23	на том что	1	1
24	потому что он	2	1
25	уже знаем что	2	1
26	в чистом виде	1	1
27	потому что оно	1	1
28	как нам кажется	1	1
29	но при этом	1	1
30	том что он	1	1
31	одной стороны и	1	1
32	же как и	1	1
33	в одной из	1	1
34	и то и	1	1
35	в таком случае	1	1
36	более или менее	1	1
37	что все эти	1	1
38	к тому чтобы	1	1
39	здесь не в	1	1
40	на спине и	1	1
41	полном соответствии с	1	1
42	с этой точки	1	1
43	же в своих	1	1
44	не похожи на	1	1
45	можно заметить что	1	1
46	такой же как	2	1
47	в противоречие с	1	1
48	не потому что	1	1
49	видит в нем	1	1
50	еще ничего не	1	1
51	но тут же	1	1
52	а также и	1	1
53	так и в	1	1
54	уже не может	1	1
55	мы уже говорили	1	1
56	во всяком случае	2	1
57	мы читаем он	1	1
58	как бы в	1	1
59	в свое время	1	1
60	в данном случае	3	1
61	это еще не	2	1
62	между этими двумя	1	1
63	в полном соответствии	1	1
64	этой точки зрения	1	1
65	с тем что	1	1
66	но все же	2	1
67	не было ни	1	1
68	все же не	1	1
69	в том смысле	1	1
70	и в это	1	1
71	с одной стороны	7	1
72	в него и	1	1
73	друг с другом	1	1
74	и как будто	1	1
75	на первый взгляд	1	1
76	этот не может	1	1
77	от солнца и	1	1
