N	2gram	Propp_Isto_2	Vvedenie
1	и т	19	42
2	т д	18	36
3	т е	29	35
4	и в	15	32
5	в том	6	31
6	в этом	11	30
7	том что	7	26
8	может быть	17	26
9	не только	18	22
10	того чтобы	2	20
11	таким образом	7	19
12	то что	12	16
13	потому что	9	15
14	так как	14	15
15	не может	5	14
16	в самом	1	13
17	в нем	7	13
18	о том	3	13
19	со стороны	1	13
20	в их	3	12
21	представляет собой	5	12
22	в его	6	12
23	того что	3	12
24	только в	6	12
25	и не	11	12
26	как мы	1	11
27	и именно	2	11
28	что такое	1	11
29	что в	12	10
30	то же	10	9
31	в истории	1	9
32	и как	1	9
33	но в	6	9
34	по себе	1	9
35	в той	1	9
36	этого рода	1	9
37	а только	1	8
38	это не	2	8
39	не в	7	8
40	тем не	1	8
41	не менее	1	8
42	с другой	2	8
43	именно в	2	8
44	самом деле	2	7
45	вопрос о	4	7
46	но не	2	7
47	все же	9	7
48	было бы	5	7
49	можно было	5	7
50	прежде всего	5	7
51	смысле этого	2	7
52	о котором	1	7
53	и это	3	6
54	из этих	3	6
55	как он	3	6
56	его в	10	6
57	с тем	9	6
58	как и	2	6
59	вовсе не	1	6
60	в то	1	6
61	в качестве	3	6
62	тем что	4	6
63	не могут	1	6
64	один из	8	6
65	этот вопрос	1	6
66	и его	3	6
67	в руки	2	6
68	до сих	6	6
69	но и	14	6
70	а именно	3	6
71	сих пор	7	6
72	все это	3	6
73	хотя бы	2	6
74	а как	1	5
75	в целом	1	5
76	иное как	2	5
77	так например	1	5
78	об этом	11	5
79	в них	1	5
80	но если	3	5
81	в которых	2	5
82	сказать что	2	5
83	могут быть	2	5
84	д но	2	5
85	так что	6	5
86	уже в	2	5
87	представляют собой	3	5
88	что не	1	5
89	а не	5	5
90	по своему	1	5
91	в течение	1	5
92	как бы	6	5
93	другой стороны	2	5
94	есть и	2	5
95	в какой	1	5
96	вместе с	7	5
97	связана с	6	4
98	и то	2	4
99	как это	3	4
100	той же	2	4
101	мы имеем	15	4
102	что иное	2	4
103	по отношению	3	4
104	не просто	2	4
105	от этого	1	4
106	уже не	1	4
107	так или	1	4
108	в себе	4	4
109	должен был	3	4
110	в своей	1	4
111	в котором	5	4
112	как о	1	4
113	в разных	2	4
114	только с	2	4
115	здесь нет	2	4
116	это только	2	4
117	на вопрос	2	4
118	и что	6	4
119	как она	4	4
120	еще не	9	4
121	что он	24	4
122	и ее	2	4
123	с одной	4	4
124	одно из	2	4
125	в особенности	2	4
126	одной стороны	3	4
127	или иначе	1	4
128	по мере	3	4
129	е в	1	4
130	о чем	1	4
131	видит в	2	4
132	с этой	1	4
133	этом случае	5	4
134	и для	2	4
135	особого рода	1	4
136	а в	12	4
137	не что	2	4
138	отношению к	3	4
139	и есть	5	3
140	в сущности	2	3
141	так чтобы	1	3
142	говорить о	1	3
143	не вполне	1	3
144	то это	6	3
145	в виду	2	3
146	и на	4	3
147	он сам	1	3
148	своего рода	1	3
149	ответ на	1	3
150	в центре	1	3
151	однако не	1	3
152	и к	1	3
153	за собой	1	3
154	что это	6	3
155	все эти	4	3
156	в этой	4	3
157	что она	5	3
158	как оно	1	3
159	при этом	4	3
160	на нее	2	3
161	в работе	3	3
162	на этой	2	3
163	мы видели	2	3
164	чем в	1	3
165	нисколько не	2	3
166	в этих	11	3
167	есть еще	1	3
168	дело не	4	3
169	связи с	8	3
170	как будто	3	3
171	в каком	1	3
172	но все	5	3
173	себе что	1	3
174	должен быть	1	3
175	в ней	4	3
176	чтобы понять	2	3
177	вот почему	1	3
178	а также	2	3
179	к нему	5	3
180	раньше чем	3	3
181	одной из	4	3
182	при помощи	2	3
183	и других	1	3
184	из них	2	3
185	в одном	5	3
186	что и	6	3
187	но что	1	3
188	он мог	1	3
189	в очень	3	3
190	именно как	1	3
191	до конца	1	3
192	только по	1	3
193	зависит от	2	3
194	так же	13	3
195	что же	1	3
196	да и	2	3
197	материал для	1	3
198	но с	2	3
199	к тому	5	3
200	в результате	1	3
201	к этому	1	3
202	в частности	1	3
203	же как	5	2
204	наших дней	1	2
205	это делает	1	2
206	из его	1	2
207	что мы	3	2
208	нечто что	1	2
209	мы уже	6	2
210	есть не	1	2
211	мы не	3	2
212	имеет свою	1	2
213	в основу	1	2
214	и со	1	2
215	что можно	1	2
216	время в	1	2
217	тогда как	1	2
218	его к	1	2
219	в этот	1	2
220	что к	1	2
221	задний план	1	2
222	и совершенно	1	2
223	в силу	2	2
224	д все	1	2
225	но вместе	1	2
226	одной и	1	2
227	подобно тому	3	2
228	но дело	1	2
229	в другом	9	2
230	и с	4	2
231	них не	1	2
232	входит в	1	2
233	уже знаем	3	2
234	в прошлом	1	2
235	для них	1	2
236	но уже	1	2
237	соответствии с	1	2
238	этого не	5	2
239	несмотря на	1	2
240	ни с	1	2
241	после этого	4	2
242	она была	1	2
243	не мог	3	2
244	состоит в	2	2
245	не столько	2	2
246	стоит в	3	2
247	и той	1	2
248	на котором	2	2
249	того как	4	2
250	одна из	2	2
251	никогда не	15	2
252	казалось бы	1	2
253	ничего не	7	2
254	котором здесь	1	2
255	до того	1	2
256	у нас	1	2
257	к таким	2	2
258	когда мы	2	2
259	лежит в	1	2
260	как только	1	2
261	если же	1	2
262	то она	1	2
263	в дальнейшем	1	2
264	идет речь	1	2
265	так и	5	2
266	мог бы	3	2
267	и здесь	9	2
268	другом месте	2	2
269	связь между	1	2
270	во всех	2	2
271	этому поводу	1	2
272	нуждается в	1	2
273	говорит он	1	2
274	если это	3	2
275	смысле этих	1	2
276	быть и	1	2
277	здесь не	2	2
278	и так	2	2
279	по этому	1	2
280	именно на	1	2
281	до наших	1	2
282	к какому	1	2
283	каждый из	1	2
284	только на	1	2
285	от других	1	2
286	мы можем	8	2
287	могло бы	1	2
288	по его	1	2
289	и др	4	2
290	них и	1	2
291	не было	2	2
292	этому времени	1	2
293	а так	1	2
294	должна была	1	2
295	в связи	5	2
296	с этим	5	2
297	этих случаях	10	2
298	а если	1	2
299	этого слова	1	2
300	тому как	3	2
301	по существу	2	2
302	с изучением	1	2
303	но это	4	2
304	влечет за	1	2
305	этой стороны	1	2
306	которые были	2	2
307	в более	1	2
308	на задний	1	2
309	это может	1	2
310	у них	1	2
311	то о	1	2
312	мы должны	4	2
313	ни к	1	2
314	будто бы	2	2
315	хотя в	3	2
316	не похожи	1	2
317	он и	3	2
318	точно так	6	2
319	и другие	4	2
320	также что	2	1
321	чем продолжать	1	1
322	например в	2	1
323	относится и	1	1
324	сам по	1	1
325	века но	1	1
326	на самом	2	1
327	человека к	1	1
328	в стороне	1	1
329	это и	1	1
330	что дает	1	1
331	например у	1	1
332	всем что	1	1
333	можно говорить	1	1
334	права и	1	1
335	что эти	4	1
336	в зависимости	1	1
337	и за	1	1
338	и могут	1	1
339	которыми он	1	1
340	можем только	1	1
341	сейчас нам	1	1
342	и ничего	2	1
343	теперь мы	1	1
344	вообще т	1	1
345	свою особую	1	1
346	требует от	1	1
347	все здесь	1	1
348	похожи на	1	1
349	он был	3	1
350	этот текст	1	1
351	что его	1	1
352	эти вещи	1	1
353	только после	4	1
354	то мы	2	1
355	в область	4	1
356	этом говорит	2	1
357	но как	1	1
358	в сторону	1	1
359	как в	5	1
360	исторический факт	1	1
361	отличие от	1	1
362	д для	1	1
363	что они	10	1
364	уже потому	1	1
365	связи и	1	1
366	в поисках	2	1
367	дает нам	2	1
368	как к	1	1
369	изучение этого	1	1
370	кроме того	2	1
371	просто как	1	1
372	говорит что	3	1
373	что по	1	1
374	показывает что	4	1
375	он настоящий	1	1
376	себе не	1	1
377	говорится в	2	1
378	также как	2	1
379	впечатление что	1	1
380	для которого	1	1
381	еще на	1	1
382	в которой	2	1
383	они изучают	1	1
384	он в	3	1
385	одно время	1	1
386	как самые	1	1
387	остановиться на	1	1
388	и тот	1	1
389	е с	1	1
390	говорят о	2	1
391	имеем в	5	1
392	тому же	2	1
393	имеют не	1	1
394	на то	3	1
395	если он	1	1
396	но на	1	1
397	не могла	2	1
398	на его	2	1
399	выражается в	1	1
400	оно было	1	1
401	же здесь	1	1
402	он должен	2	1
403	что никакой	1	1
404	собой не	1	1
405	здесь говорится	1	1
406	кто из	1	1
407	из него	2	1
408	культуры что	1	1
409	а затем	2	1
410	они должны	4	1
411	развития на	1	1
412	которого не	1	1
413	оставляя в	1	1
414	материала к	1	1
415	в египте	1	1
416	его и	4	1
417	его у	1	1
418	она и	2	1
419	он действительно	1	1
420	не всегда	1	1
421	этим и	1	1
422	говорится о	1	1
423	этим в	1	1
424	не сам	2	1
425	она во-первых	1	1
426	они говорят	2	1
427	в эту	2	1
428	его нельзя	1	1
429	во время	2	1
430	бы на	1	1
431	эта черта	2	1
432	собой нечто	1	1
433	почти не	1	1
434	еще нет	1	1
435	из которой	1	1
436	прийти к	1	1
437	как указывает	2	1
438	представление о	2	1
439	в отличие	1	1
440	от его	1	1
441	признает что	1	1
442	должны были	8	1
443	мы теперь	1	1
444	как одна	1	1
445	в трудах	1	1
446	составить предмет	2	1
447	но он	4	1
448	тесно связаны	1	1
449	зависимости от	1	1
450	что было	1	1
451	даже к	1	1
452	и эти	2	1
453	надо сказать	1	1
454	на разные	1	1
455	что этот	3	1
456	более древних	1	1
457	же мы	2	1
458	и очень	1	1
459	других народов	1	1
460	одна сторона	1	1
461	в таких	2	1
462	этого же	1	1
463	в обоих	1	1
464	стадии развития	1	1
465	самого начала	2	1
466	к этим	1	1
467	уже очень	2	1
468	представлением о	1	1
469	в самых	1	1
470	славянских языках	1	1
471	которых и	1	1
472	что ни	1	1
473	правда в	1	1
474	под этим	1	1
475	и начал	1	1
476	этих двух	1	1
477	тогда она	1	1
478	то именно	1	1
479	во всем	1	1
480	и после	1	1
481	понимается не	1	1
482	входят в	1	1
483	что на	1	1
484	у меня	1	1
485	такие же	1	1
486	превращается в	2	1
487	если его	1	1
488	встречается в	3	1
489	относиться к	1	1
490	вполне понятным	1	1
491	человека в	2	1
492	и дух	1	1
493	она сохраняет	2	1
494	лет он	1	1
495	того есть	1	1
496	бы составить	2	1
497	что при	5	1
498	задача выбрать	1	1
499	приходит к	1	1
500	из всего	1	1
501	и о	1	1
502	представляли себе	1	1
503	подобных случаях	1	1
504	как один	1	1
505	без всякого	1	1
506	только при	1	1
507	с каким	1	1
508	совершенно ясно	2	1
509	чтобы быть	1	1
510	и этим	1	1
511	с самого	2	1
512	что у	2	1
513	часто имеют	1	1
514	и которые	1	1
515	о связи	2	1
516	том как	1	1
517	и многое	1	1
518	по ее	1	1
519	дать ему	3	1
520	образом в	1	1
521	именно потому	1	1
522	имеет право	1	1
523	зато она	1	1
524	другими словами	4	1
525	говорит об	1	1
526	и из	2	1
527	одного из	1	1
528	после того	3	1
529	собой всю	1	1
530	с каким-нибудь	1	1
531	образом мы	1	1
532	должно было	3	1
533	это было	1	1
534	все в	1	1
535	путь к	1	1
536	вся эта	1	1
537	есть такие	1	1
538	не чувствует	1	1
539	говорится если	1	1
540	полагали что	1	1
541	из задач	1	1
542	так возникает	1	1
543	непосредственно в	1	1
544	и можно	1	1
545	также в	2	1
546	в свете	2	1
547	нет он	2	1
548	значит что	1	1
549	что здесь	4	1
550	на которой	2	1
551	д и	2	1
552	в новой	2	1
553	мы видим	8	1
554	могло быть	1	1
555	по данному	1	1
556	к нашему	1	1
557	от места	1	1
558	очень много	8	1
559	на одно	1	1
560	с которыми	1	1
561	не то	1	1
562	а это	1	1
563	дает ему	2	1
564	за ним	1	1
565	человека на	1	1
566	его из	2	1
567	роль и	1	1
568	руки и	4	1
569	слова в	2	1
570	е и	1	1
571	при всей	1	1
572	в обстановке	1	1
573	у него	4	1
574	следует понимать	1	1
575	поскольку это	1	1
576	из важнейших	1	1
577	нужно было	1	1
578	оно будет	1	1
579	здесь в	2	1
580	в каких	3	1
581	к которому	5	1
582	и прежде	1	1
583	а с	2	1
584	в природе	1	1
585	в настоящем	1	1
586	из таких	1	1
587	но есть	2	1
588	к человеку	1	1
589	слова для	1	1
590	среди них	1	1
591	одну из	1	1
592	как видно	1	1
593	человека или	1	1
594	в подобных	1	1
595	жизнь в	1	1
596	в одно	1	1
597	мы знаем	11	1
598	не видит	3	1
599	в точности	1	1
600	входить в	1	1
601	а есть	1	1
602	верований и	1	1
603	как эти	1	1
604	и потому	1	1
605	эта связь	3	1
606	в европе	1	1
607	к своему	1	1
608	но действительно	1	1
609	данного рода	1	1
610	этом говорилось	1	1
611	эта система	1	1
612	наряду с	6	1
613	в тех	2	1
614	тем материалом	1	1
615	это значит	1	1
616	но говорит	1	1
617	здесь идет	1	1
618	очень различны	1	1
619	быть не	1	1
620	из человеческих	3	1
621	или по	1	1
622	на одной	1	1
623	этот образ	1	1
624	и часто	2	1
625	и более	2	1
626	связь в	1	1
627	различны но	1	1
628	это как	1	1
629	бы ему	1	1
630	пример дает	1	1
631	для нас	4	1
632	еще более	1	1
633	чтобы его	1	1
634	не должен	4	1
635	как явление	1	1
636	превратился в	1	1
637	же в	1	1
638	на части	1	1
639	нельзя было	1	1
640	в системе	2	1
641	не осталось	1	1
642	в свою	1	1
643	понимать как	1	1
644	только о	1	1
645	пока не	4	1
646	есть то	1	1
647	самое что	1	1
648	через них	1	1
649	в понимание	1	1
650	русской или	1	1
651	но еще	1	1
652	только одна	1	1
653	также не	2	1
654	ее в	2	1
655	очень редко	1	1
656	и эта	1	1
657	спросить себя	1	1
658	степени в	1	1
659	можно назвать	1	1
660	в таком	1	1
661	они не	4	1
