N	3gram	Propp_Isto_1	VeschiIm
1	и т д	22	20
2	не может быть	7	18
3	бы то ни	2	9
4	то ни было	2	9
5	и больше ничего	1	9
6	что иное как	1	8
7	не что иное	1	8
8	может быть только	1	6
9	в том что	4	6
10	на то что	4	6
11	содержит в себе	1	5
12	есть не что	1	5
13	тем не менее	6	5
14	не только в	1	4
15	более или менее	5	3
16	подобно тому как	1	3
17	это значило бы	1	3
18	можно было бы	3	3
19	но если это	1	3
20	вместе с тем	2	3
21	все же не	2	3
22	только то что	1	3
23	само по себе	2	3
24	необходимо не только	1	2
25	это так то	1	2
26	уже не может	1	2
27	дело в том	3	2
28	а есть только	1	2
29	о том как	1	2
30	и что они	1	2
31	для этого нужно	1	2
32	а так как	1	2
33	в первом случае	1	2
34	можно говорить о	1	2
35	которая была бы	1	2
36	если это так	1	2
37	к тому что	1	2
38	так что в	1	2
39	независимо от других	1	1
40	оно может быть	2	1
41	это было бы	1	1
42	то ясно что	2	1
43	в этом смысле	1	1
44	в этом случае	1	1
45	одной стороны и	1	1
46	до сих пор	5	1
47	сих пор мы	2	1
48	в зависимости от	2	1
49	сами по себе	1	1
50	но из его	1	1
51	но уже сейчас	1	1
52	по одному этому	1	1
53	в результате мы	1	1
54	и так что	1	1
55	результате мы получим	1	1
56	она может быть	1	1
57	д все это	1	1
58	и что это	1	1
59	и тем не	2	1
60	не может считаться	1	1
61	то время как	3	1
62	может быть двояким	1	1
63	так же как	2	1
64	в том чтобы	1	1
65	что мы имеем	2	1
66	но в то	1	1
67	таким образом и	1	1
68	то что уже	1	1
69	с одной стороны	4	1
70	смысле этого слова	1	1
71	и в этом	1	1
72	т е если	1	1
73	не в том	1	1
74	и по смыслу	1	1
75	какой бы то	1	1
76	уже по одному	1	1
77	это не значит	1	1
78	т д все	3	1
79	есть только в	1	1
80	с другой стороны	5	1
81	т д то	1	1
82	что они не	1	1
83	ясно что это	1	1
84	мы не можем	2	1
85	в то время	3	1
86	о том что	3	1
87	хотя бы в	1	1
88	вопрос о том	2	1
89	т д если	2	1
90	как можно было	1	1
91	именно потому что	1	1
92	но все же	3	1
93	для того чтобы	1	1
94	мы видим что	8	1
95	не значит что	1	1
96	и что он	1	1
97	тех или иных	1	1
98	один из видов	1	1
99	оно все же	1	1
100	друг с другом	3	1
101	и в нем	1	1
102	это может быть	1	1
103	что и в	1	1
104	только тогда когда	1	1
105	перед нами как	1	1
106	мы еще не	1	1
