N	2gram	Propp_Isto_1	Otkroven
1	о человеке	1	29
2	у него	1	22
3	и в	28	19
4	но и	10	13
5	и не	9	13
6	в этом	8	12
7	не в	9	11
8	не только	12	11
9	может быть	25	11
10	а не	15	11
11	вопрос о	5	10
12	в нем	2	10
13	и все	1	10
14	в самой	1	9
15	прежде всего	10	9
16	не было	1	9
17	никогда не	14	9
18	потому что	4	9
19	он был	1	8
20	и он	3	8
21	в его	5	7
22	он не	2	7
23	в глубине	2	7
24	ни с	1	7
25	нет ничего	1	7
26	но он	1	7
27	как и	4	6
28	все это	4	6
29	в том	9	5
30	в этой	6	5
31	для него	2	5
32	а в	7	5
33	то что	9	5
34	все в	1	4
35	все эти	4	4
36	что не	2	4
37	не может	15	4
38	т е	10	4
39	того чтобы	1	4
40	и его	3	4
41	всегда есть	1	4
42	что в	12	4
43	и есть	1	3
44	о том	9	3
45	еще не	7	3
46	было бы	7	3
47	того что	4	3
48	когда он	6	3
49	что он	10	3
50	и ее	1	3
51	это за	3	3
52	в себе	2	3
53	о природе	1	3
54	и вот	2	3
55	не могут	2	3
56	для того	1	3
57	это было	2	3
58	это не	7	3
59	никто не	2	3
60	природы но	1	3
61	могут быть	4	3
62	как бы	2	3
63	с ним	2	3
64	в русской	2	3
65	и от	2	3
66	в этих	7	3
67	хотя бы	4	3
68	и с	4	2
69	из всего	1	2
70	и то	1	2
71	в ее	2	2
72	мысль о	2	2
73	что у	1	2
74	так и	9	2
75	его не	1	2
76	с чего	2	2
77	по себе	3	2
78	их не	2	2
79	природы все	1	2
80	и на	4	2
81	природы и	1	2
82	совсем не	1	2
83	не все	4	2
84	что и	6	2
85	что они	5	2
86	в истории	1	2
87	в своем	5	2
88	все же	10	2
89	вопросом о	1	2
90	и к	1	2
91	в этот	1	2
92	и потому	2	2
93	должен был	3	2
94	и этим	2	2
95	в которой	1	2
96	он в	2	2
97	так что	4	2
98	о которой	1	2
99	что для	1	2
100	одно из	1	2
101	так как	6	2
102	тем что	3	2
103	момент в	1	2
104	этом он	1	2
105	в другом	3	2
