N	3gram	Propp_Isto_2	Mirosoze
1	не может быть	2	17
2	вместе с тем	5	5
3	но и в	2	4
4	и вместе с	2	4
5	это и есть	1	4
6	с тем что	3	3
7	это значит что	1	3
8	мы увидим что	3	3
9	и в нем	1	3
10	по отношению к	3	2
11	до сих пор	6	2
12	что он не	4	2
13	в свою противоположность	1	2
14	не только в	4	2
15	в иной мир	4	2
16	в высшей степени	1	2
17	бросается в глаза	1	1
18	что иное как	2	1
19	потому что он	2	1
20	и есть то	1	1
21	всякий раз когда	1	1
22	в которой она	1	1
23	не видит но	1	1
24	человека а не	1	1
25	в зависимости от	1	1
26	в отличие от	1	1
27	он должен быть	1	1
28	но это не	1	1
29	только с одним	2	1
30	до конца и	1	1
31	ни к какому	1	1
32	во всех этих	2	1
33	и ничего не	2	1
34	ней так как	1	1
35	тем что в	1	1
36	момент когда он	1	1
37	приводит к себе	1	1
38	что он был	1	1
39	уже в иной	1	1
40	о его пути	1	1
41	она лежит в	1	1
42	мы имеем в	5	1
43	о том что	2	1
44	то мы имеем	1	1
45	не что иное	2	1
46	можно было бы	3	1
47	в себе в	1	1
48	в том что	5	1
49	ответ на это	1	1
50	есть вместе с	1	1
