N	2gram	Vygotskiy__3	Sotsiolo
1	все это	6	7
2	в том	23	5
3	в этом	14	5
4	метод в	2	4
5	и только	2	3
6	для нас	2	3
7	не только	6	3
8	и в	25	3
9	но ведь	1	3
10	не в	6	3
11	в его	15	3
12	за пределы	1	2
13	но и	4	2
14	конце концов	1	2
15	было бы	10	2
16	к которому	3	2
17	в смысле	4	2
18	исторического развития	2	2
19	законные границы	1	2
20	только в	10	2
21	дело не	1	2
22	в результате	3	2
23	том что	20	2
24	в частности	4	2
25	то что	15	2
26	главным образом	2	2
27	или даже	1	2
28	и что	10	2
29	еще не	4	2
30	таким образом	17	2
31	отношению к	2	2
32	в конце	1	2
33	что в	17	2
34	может быть	13	2
35	как бы	10	2
36	по отношению	3	2
37	очевидно что	1	2
38	и заключается	2	2
39	по существу	1	2
40	то же	2	2
41	друг от	1	1
42	что все	1	1
43	же не	1	1
44	опираясь на	1	1
45	быть не	1	1
46	нашей работы	1	1
47	по себе	7	1
48	даже в	1	1
49	сама по	1	1
50	в мире	2	1
51	в этой	5	1
52	тому что	2	1
53	какая-либо другая	1	1
54	отнюдь не	4	1
55	выходит за	1	1
56	этой области	1	1
57	стоит только	1	1
58	развития по	1	1
59	же этот	1	1
60	с другой	6	1
61	его в	3	1
62	с ним	4	1
63	такого построения	1	1
64	на этот	2	1
65	именно в	5	1
66	в чем	2	1
67	научного исследования	1	1
68	же по	1	1
69	все же	6	1
70	один из	6	1
71	перед нами	10	1
72	психологии и	1	1
73	в то	4	1
74	тем же	4	1
75	а с	3	1
76	том как	1	1
77	тем что	8	1
78	и как	5	1
79	и затем	1	1
80	в процессе	27	1
81	что эти	3	1
82	этому соответствует	1	1
83	что он	6	1
84	прежде всего	4	1
85	в них	2	1
86	так и	5	1
87	одной стороны	5	1
88	но только	3	1
89	и не	10	1
90	полагает что	1	1
91	никогда не	4	1
92	на основании	11	1
93	естествознания и	1	1
94	основной вопрос	1	1
95	мы не	9	1
96	это как	1	1
97	раньше всего	2	1
98	развития и	1	1
99	связь между	4	1
100	все эти	7	1
101	образования понятий	45	1
102	целом все	1	1
103	как и	15	1
104	между собой	13	1
105	или нет	1	1
106	бы в	2	1
107	без этого	2	1
108	с помощью	42	1
109	для этого	2	1
110	иначе говоря	2	1
111	стр и	1	1
112	мы должны	6	1
113	первый план	2	1
114	остается в	1	1
115	их на	1	1
116	в сущности	1	1
117	против этого	1	1
118	в связи	6	1
119	на первый	2	1
120	свойств и	1	1
121	и его	2	1
122	в этих	2	1
123	место в	2	1
124	связи с	9	1
125	от друга	1	1
126	или не	1	1
127	не объединены	1	1
128	хотя бы	1	1
129	вступает в	2	1
130	в целом	13	1
131	от общих	1	1
132	не может	6	1
133	в своей	2	1
134	а в	4	1
135	не способен	1	1
136	исторического характера	1	1
137	благодаря этому	6	1
138	что она	5	1
139	о том	5	1
140	в области	7	1
141	к изучению	2	1
142	и потому	2	1
143	представить себе	1	1
144	больше того	1	1
145	он ни	1	1
146	в него	3	1
147	мы думаем	1	1
148	в котором	3	1
149	между ними	3	1
150	и благодаря	2	1
151	может не	1	1
152	столь же	7	1
153	всяком случае	4	1
154	собой не	1	1
155	где же	1	1
156	не выходит	1	1
157	в силу	6	1
158	в область	1	1
159	ни на	2	1
160	в конечном	1	1
161	его построения	1	1
162	что это	5	1
163	ними в	1	1
164	вовсе не	1	1
165	ни были	1	1
166	на отдельные	1	1
167	же самое	1	1
168	с одной	5	1
169	но не	6	1
170	у него	1	1
171	в виде	3	1
172	в данном	1	1
173	между тем	3	1
174	но как	3	1
175	и по	5	1
176	и более	1	1
177	объединяется и	1	1
178	во всяком	4	1
179	и понятие	2	1
180	это значит	4	1
