N	2gram	Vygotskiy__5	VelikijI
1	и не	12	20
2	и в	16	16
3	так как	16	9
4	то что	26	9
5	еще не	4	8
6	в истории	2	8
7	что они	5	7
8	а не	10	7
9	и потому	2	7
10	не есть	4	6
11	но и	6	5
12	того что	16	5
13	все это	2	5
14	как бы	5	5
15	и есть	7	4
16	говорить о	3	4
17	в его	11	4
18	нет у	1	4
19	мы хотим	1	4
20	в этом	25	4
21	что он	25	4
22	потому что	21	4
23	в нем	7	4
24	так и	7	4
25	что все	6	4
26	что не	1	4
27	как и	8	4
28	что мы	4	4
29	в котором	2	4
30	в ней	2	4
31	и все	1	4
32	все что	2	4
33	и что	12	3
34	должна быть	5	3
35	хотя бы	5	3
36	то это	2	3
37	лишь в	1	3
38	в чем	3	3
39	с его	1	3
40	во всех	2	3
41	что и	3	3
42	и будет	1	3
43	в том	18	3
44	тот же	5	3
45	но в	6	3
46	в вопросе	2	3
47	все эти	4	3
48	и они	1	3
49	за ним	1	3
50	от которого	1	3
51	в конце	1	3
52	их в	2	3
53	в своей	2	3
54	в жизни	2	3
55	ни в	1	3
56	в них	2	3
57	не было	1	3
58	должно быть	8	3
59	если не	1	3
60	в этих	3	3
61	что я	2	3
62	не в	6	3
63	тому что	5	3
64	но это	3	3
65	не имеет	4	3
66	никогда не	5	3
67	и для	1	3
68	к тому	6	3
69	жизни и	2	3
70	что в	16	3
71	оно не	1	3
72	а между	1	2
73	и это	1	2
74	того чтобы	17	2
75	и то	4	2
76	но мы	5	2
77	это мы	2	2
78	можно было	5	2
79	мы не	3	2
80	и новые	1	2
81	с ним	5	2
82	вместо того	3	2
83	мы это	1	2
84	и во	1	2
85	между тем	3	2
86	вслед за	2	2
87	которые не	2	2
88	не с	2	2
89	только в	10	2
90	в себя	3	2
91	не только	16	2
92	чтобы овладеть	1	2
93	стало возможным	1	2
94	раз навсегда	1	2
95	его и	3	2
96	не так	1	2
97	для него	5	2
98	в прошлом	1	2
99	и никогда	1	2
100	вот почему	3	2
101	тем что	5	2
102	это не	4	2
103	а с	2	2
104	прежде всего	3	2
105	все равно	2	2
106	с тем	3	2
107	мы и	5	2
108	один из	1	2
109	вопросе о	1	2
110	более чем	1	2
111	я говорю	1	2
112	не могут	4	2
113	которой они	1	2
114	а есть	1	2
115	в старой	2	2
116	что было	2	2
117	да и	1	2
118	уже на	2	2
119	почему в	2	2
120	том что	15	2
121	для нас	1	2
122	от него	1	2
123	в форме	1	2
124	ее в	3	2
125	до того	2	2
126	а в	3	2
127	но не	10	2
128	в духе	1	2
129	могут быть	4	2
130	чтобы сделать	2	2
131	во всяком	2	2
132	к полному	2	1
133	эта новая	1	1
134	как мы	10	1
135	в виду	2	1
136	будет так	1	1
137	для себя	1	1
138	в ее	1	1
139	нем но	1	1
140	не имеют	2	1
141	значение в	3	1
142	мы будем	2	1
143	то же	8	1
144	их и	2	1
145	и которые	1	1
146	из всего	1	1
147	о временном	2	1
148	в результате	4	1
149	по сравнению	5	1
150	обнаруживает неспособность	1	1
151	что уже	1	1
152	вопрос о	12	1
153	для раскрытия	1	1
154	который был	1	1
155	но может	1	1
156	находится в	2	1
157	я не	2	1
158	и ее	1	1
159	же что	1	1
160	зависимости от	2	1
161	целое и	1	1
162	в их	3	1
163	и на	6	1
164	он был	1	1
165	после того	1	1
166	бы то	1	1
167	конечно это	1	1
168	что оно	6	1
169	к нему	3	1
170	но как	3	1
171	ее от	1	1
172	если в	3	1
173	с которыми	2	1
174	а потому	3	1
175	тогда как	1	1
176	бы в	4	1
177	это основной	1	1
178	если за	1	1
179	за эти	1	1
180	его на	2	1
181	как в	5	1
182	в своем	5	1
183	потребность в	4	1
184	известном смысле	7	1
185	с именем	1	1
186	все же	3	1
187	но с	2	1
188	уже сказано	1	1
189	сделать это	2	1
190	могли бы	6	1
191	мы видим	4	1
192	с ними	1	1
193	мы увидим	1	1
194	ли он	1	1
195	в самом	4	1
196	в которой	5	1
197	что это	1	1
198	в целом	4	1
199	и своем	1	1
200	их не	1	1
201	теперь в	1	1
202	сущности и	1	1
203	в этой	6	1
204	в известном	8	1
205	он делает	2	1
206	где можно	1	1
207	вот в	1	1
208	уже в	1	1
209	в которую	1	1
210	то и	2	1
211	в виде	1	1
212	но прежде	1	1
213	по законам	1	1
214	каким образом	1	1
215	или даже	1	1
216	говорит что	5	1
217	в понимании	1	1
218	вовсе не	2	1
219	отношение к	11	1
220	но что	3	1
221	у него	6	1
222	и по	4	1
223	на этом	3	1
224	переход к	3	1
225	он так	1	1
226	и вместе	1	1
227	на нее	2	1
228	для того	14	1
229	с самыми	1	1
230	в состоянии	4	1
231	чему же	1	1
232	конечно в	1	1
233	и с	3	1
234	тогда это	1	1
235	этой новой	1	1
236	и менее	1	1
237	с другой	4	1
238	есть не	2	1
239	их же	1	1
240	миру и	1	1
241	в массе	1	1
242	к миру	1	1
243	еще и	3	1
244	и тем	3	1
245	говорит о	3	1
246	и своего	1	1
247	может ли	2	1
248	на которых	1	1
249	основной вопрос	1	1
250	и уже	1	1
251	с которым	1	1
252	для чего	1	1
253	слова для	1	1
254	о чем	2	1
255	их на	1	1
256	стороны в	1	1
257	только мы	1	1
258	места в	1	1
259	не ощущает	1	1
260	таким же	3	1
261	как сама	1	1
262	вместе с	4	1
263	так же	15	1
264	ко всем	1	1
265	как это	8	1
266	за которым	1	1
267	сказываются в	1	1
268	мы в	1	1
269	над ним	1	1
270	у нас	2	1
271	он говорит	1	1
272	сравнению с	5	1
273	для всякого	1	1
274	в одном	3	1
275	почему мы	1	1
276	а потом	1	1
277	в тот	2	1
278	это значит	5	1
279	к высшему	1	1
280	этого слова	1	1
281	с этой	4	1
282	есть один	1	1
283	как можно	1	1
284	другом но	1	1
285	ничего кроме	1	1
286	ими ибо	1	1
287	к ним	2	1
288	и другое	4	1
289	на котором	1	1
290	но она	1	1
291	не существует	1	1
292	и от	2	1
293	вещах о	1	1
294	это как	1	1
295	которая в	2	1
296	ничего не	5	1
297	того как	5	1
298	может быть	9	1
299	вообще в	1	1
300	как она	3	1
301	видим что	2	1
302	много общего	1	1
303	во всем	2	1
304	это слово	1	1
305	основанной на	1	1
306	в сознании	1	1
307	к жизни	3	1
308	уже и	1	1
309	связь с	1	1
310	что на	1	1
311	в будущем	1	1
312	духе его	1	1
