N	3gram	Vinokur_St_2	Narrotol
1	в том что	16	8
2	в данном случае	1	6
3	по отношению к	1	5
4	в отличие от	2	5
5	о том что	11	4
6	к тому же	2	4
7	тем не менее	2	4
8	в этом отношении	9	3
9	в известном смысле	1	3
10	по большей части	1	3
11	то же время	1	3
12	в то же	1	3
13	к тому что	5	3
14	с точки зрения	2	2
15	следует подчеркнуть что	1	2
16	на самом деле	1	2
17	в ответ на	1	2
18	и т п	3	2
19	в той мере	2	2
20	точно так же	1	2
21	так же как	3	2
22	той мере в	2	2
23	мере в какой	2	2
24	не только не	2	2
25	а между тем	1	1
26	сомневаться в том	2	1
27	на границе между	1	1
28	в обоих случаях	1	1
29	в чем же	1	1
30	иметь в виду	3	1
31	одним и тем	1	1
32	более или менее	2	1
33	в самом деле	2	1
34	в этом смысле	1	1
35	у меня в	2	1
36	по сравнению с	1	1
37	в зависимости от	1	1
38	вследствие того что	1	1
39	вместо того чтобы	1	1
40	об этом в	1	1
41	ни у кого	1	1
42	виде в каком	1	1
43	на этот вопрос	1	1
44	до сих пор	5	1
45	так или иначе	1	1
46	не могло быть	1	1
47	как раз в	2	1
48	и тем же	1	1
49	или иначе в	1	1
50	к месту своей	1	1
51	не в том	2	1
52	в связи с	1	1
53	то что он	2	1
54	не только к	1	1
55	не исключает возможности	1	1
56	с другой в	1	1
57	во всяком случае	3	1
58	что у него	1	1
59	я не могу	1	1
60	оно не является	1	1
61	с легкой руки	1	1
62	в то время	1	1
63	так и в	2	1
64	что в ней	1	1
65	с того что	1	1
66	по его мнению	1	1
67	в том смысле	2	1
68	для того чтобы	5	1
69	и в другом	1	1
