N	2gram	Nazirov_Vr_1	FransuaR
1	и в	8	56
2	в романе	6	21
3	в его	3	18
4	таким образом	2	17
5	в этом	8	14
6	в том	3	13
7	так и	1	13
8	он был	3	12
9	в то	5	12
10	и его	3	12
11	то же	5	11
12	в них	2	11
13	в этих	1	11
14	и т.п	2	11
15	до конца	1	11
16	как бы	4	11
17	еще не	2	10
18	же время	5	10
19	в самом	1	9
20	и не	5	9
21	но и	7	9
22	во всех	1	8
23	не только	9	8
24	в нем	6	8
25	и с	6	8
26	и их	1	8
27	и даже	6	8
28	до сих	1	8
29	по своему	1	8
30	сих пор	1	8
31	все это	4	8
32	том что	3	8
33	у него	5	7
34	в частности	1	7
35	той же	1	6
36	в ее	1	6
37	в этой	2	6
38	но в	6	6
39	точки зрения	2	6
40	связи с	3	6
41	прежде всего	1	6
42	в той	2	6
43	и все	7	6
44	потому что	1	6
45	одним из	3	5
46	у гоголя	1	5
47	с ее	1	5
48	с его	3	5
49	но не	1	5
50	он не	3	5
51	роль в	1	5
52	такой же	1	5
53	во время	2	5
54	своего рода	1	5
55	в процессе	1	5
56	никогда не	2	5
57	один из	1	5
58	ни с	1	5
59	не было	5	5
60	как и	6	5
61	в условиях	1	5
62	что в	7	5
63	они не	1	5
64	своей эпохи	1	4
65	в ней	4	4
66	не был	1	4
67	что это	1	4
68	в себе	2	4
69	при этом	4	4
70	их в	2	4
71	и ее	2	4
72	одна из	2	4
73	по своей	1	4
74	во всем	1	4
75	в духе	1	4
76	о том	4	4
77	в ту	1	4
78	в качестве	1	4
79	в особенности	1	4
80	в эпизоде	1	4
81	в свете	1	4
82	в своих	4	4
83	в году	18	3
84	в их	1	3
85	на них	1	3
86	не просто	1	3
87	в своем	3	3
88	и наконец	1	3
89	в свет	1	3
90	всех этих	1	3
91	и самый	1	3
92	не мог	2	3
93	но он	3	3
94	в форме	1	3
95	во все	1	3
96	рядом с	2	3
97	и был	1	3
98	и о	3	3
99	и т.д	1	3
100	а также	2	3
101	это была	1	3
102	между тем	5	3
103	в литературе	1	3
104	уже не	2	3
105	мы находим	1	3
106	может быть	4	3
107	к которому	1	3
108	что для	1	3
109	более того	1	3
110	с помощью	1	3
111	в первой	1	3
112	в связи	3	3
113	в те	3	3
114	бы в	1	3
115	то что	7	3
116	также и	1	2
117	и то	2	2
118	по преимуществу	1	2
119	их и	1	2
120	из всех	1	2
121	первый план	1	2
122	конечно в	1	2
123	с другой	1	2
124	совсем не	1	2
125	что они	1	2
126	как к	1	2
127	хотя и	1	2
128	целый ряд	4	2
129	и как	3	2
130	за это	1	2
131	еще один	1	2
132	людей и	1	2
133	в мире	2	2
134	его в	3	2
135	смеха и	1	2
136	он и	1	2
137	несмотря на	4	2
138	в развитии	1	2
139	для него	2	2
140	в своей	2	2
141	в котором	6	2
142	с точки	2	2
143	году когда	1	2
144	не могли	1	2
145	того как	1	2
146	ему и	1	2
147	в каком	1	2
148	начиная с	2	2
149	похож на	1	2
150	и образ	1	2
151	только не	1	2
152	то время	1	2
153	и сам	1	2
154	во многом	4	2
155	с ним	4	2
156	его жизни	1	2
157	и во	3	2
158	к нему	1	2
159	этот момент	2	2
160	во всей	1	2
161	было бы	1	2
162	но с	1	2
163	что он	4	2
164	это не	4	2
165	уже в	4	2
166	в известном	2	2
167	из них	2	2
168	шесть месяцев	1	2
169	гоголя и	1	2
170	в одном	1	2
171	к ним	2	2
172	как раз	2	2
173	связан с	1	2
174	человека и	1	2
175	далеко не	3	2
176	романа в	1	2
177	говорит о	1	2
178	был в	1	2
179	de la	1	2
180	не может	2	2
181	о себе	3	2
182	вместе с	2	2
183	так же	4	2
184	из которых	1	2
185	хотя он	1	2
186	но это	2	2
187	все же	6	2
188	которых он	1	2
189	себя на	1	2
190	в эту	2	2
191	мертвые души	1	2
192	а в	2	2
193	это в	2	2
194	другой стороны	1	2
195	к этому	3	2
196	он часто	1	2
197	как известно	1	1
198	этот характер	1	1
199	речь идет	3	1
200	в этот	3	1
201	начинается с	1	1
202	того же	1	1
203	роль играет	1	1
204	идет о	1	1
205	был врагом	1	1
206	этого в	1	1
207	он придал	1	1
208	он всегда	1	1
209	по мнению	2	1
210	на той	1	1
211	вот она	1	1
212	он как	1	1
213	равно как	1	1
214	на свою	1	1
215	ему в	1	1
216	один пример	1	1
217	был еще	1	1
218	к брату	1	1
219	собой в	1	1
220	находил в	1	1
221	ту эпоху	1	1
222	в чем	3	1
223	всех в	1	1
224	а следовательно	1	1
225	одним словом	1	1
226	то он	1	1
227	о смерти	1	1
228	в эти	2	1
229	в комедии	1	1
230	некоторые черты	1	1
231	и речи	1	1
232	себя в	1	1
233	приближается к	1	1
234	искал в	1	1
235	даже некоторые	1	1
236	одного и	1	1
237	выясняется что	1	1
238	как в	1	1
239	для всех	1	1
240	и глубокой	1	1
241	поэтому он	1	1
242	романе не	1	1
243	и у	3	1
244	всего романа	1	1
245	тому же	1	1
246	во многих	1	1
247	но ведь	1	1
248	как он	1	1
249	начал писать	1	1
250	но на	1	1
251	этот процесс	1	1
252	стал на	1	1
253	в названных	1	1
254	ключ к	1	1
255	пор мы	1	1
256	из него	1	1
257	что ни	1	1
258	находился в	1	1
259	это конечно	1	1
260	собственным именем	1	1
261	же не	2	1
262	есть все	1	1
263	это было	1	1
264	заключается в	1	1
265	дома и	1	1
266	на пиру	1	1
267	те годы	2	1
268	этом смысле	1	1
269	эпохи он	1	1
270	из первых	1	1
271	на характер	1	1
272	и романа	1	1
273	типичен для	1	1
274	не всегда	1	1
275	его и	2	1
276	которой не	1	1
277	с большою	1	1
278	и страшно	1	1
279	этот материал	1	1
280	эта была	1	1
281	вспоминает о	1	1
282	черты он	1	1
283	так он	1	1
284	место в	2	1
285	его современников	1	1
286	есть еще	1	1
287	том же	2	1
288	времени а	1	1
289	возвращается к	1	1
290	и какая	1	1
291	но они	1	1
292	не имеет	1	1
293	правда в	1	1
294	было не	1	1
295	он вспоминает	1	1
296	следовательно и	1	1
297	в другую	1	1
298	он хочет	1	1
299	эпизода с	1	1
300	за исключением	1	1
301	это слово	1	1
302	хочет быть	1	1
303	этом отношении	1	1
304	в стиле	1	1
305	такие же	1	1
306	и далее	2	1
307	один раз	1	1
308	могут быть	1	1
309	героев и	1	1
310	вошли в	1	1
