N	3gram	Propp_Isto_6	StatiiOP
1	в том что	5	16
2	о том что	4	11
3	и т д	8	6
4	том что он	1	5
5	до сих пор	4	5
6	вместе с тем	3	5
7	для того чтобы	1	5
8	после того как	2	4
9	так же как	1	3
10	с другой стороны	8	3
11	во всяком случае	2	3
12	речь идет о	1	3
13	в другом месте	1	2
14	том что в	2	2
15	только потому что	1	2
16	в одной из	1	2
17	мне кажется что	1	2
18	в этом месте	1	2
19	всяком случае не	1	2
20	более или менее	1	2
21	так и в	1	2
22	но все же	2	2
23	с тем что	1	2
24	на то что	1	2
25	в том смысле	1	2
26	тем не менее	1	2
27	не потому ли	1	2
28	том что она	1	1
29	могла появиться в	1	1
30	в обоих случаях	1	1
31	в прямом смысле	1	1
32	там где нет	1	1
33	важно отметить что	1	1
34	в своей работе	1	1
35	на своем пути	2	1
36	точно так же	2	1
37	на этот вопрос	1	1
38	на первом месте	1	1
39	и др в	1	1
40	для борьбы с	1	1
41	в зависимости от	1	1
42	одно и то	1	1
43	не могло быть	2	1
44	т е в	2	1
45	в данном случае	3	1
46	в точности соответствует	1	1
47	том смысле что	1	1
48	потому что оно	1	1
49	и то же	1	1
50	и вместе с	1	1
51	одним из таких	1	1
52	так или иначе	1	1
53	же как у	2	1
54	но вместе с	1	1
55	к концу этого	1	1
56	что у него	1	1
57	но это еще	1	1
58	и эти два	1	1
59	и в том	1	1
60	тем что в	1	1
61	в свое время	1	1
62	по отношению к	2	1
63	и хотя это	1	1
64	в то время	3	1
65	в этом случае	6	1
66	к выводу что	1	1
67	они их не	1	1
68	и в особенности	1	1
69	тесно связан с	1	1
70	и те же	1	1
71	с полным правом	1	1
72	в том числе	1	1
73	это еще не	2	1
74	таким образом в	1	1
75	что в ней	1	1
76	как бы он	1	1
77	как мы видели	2	1
