N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	9
2	в то же	2	9
3	в том числе	1	4
4	как мы видели	1	4
5	то есть в	1	4
6	в конце концов	4	4
7	в свою очередь	2	3
8	с точки зрения	8	3
9	за то что	1	3
10	мы уже говорили	1	3
11	все то что	1	3
12	в том что	15	3
13	а следовательно и	1	2
14	дело в том	1	2
15	по отношению к	9	2
16	более или менее	7	2
17	но по существу	1	2
18	том числе и	1	2
19	можно было бы	1	2
20	как и в	2	2
21	таким образом и	1	2
22	что у него	1	2
23	никто не может	1	2
24	на одном уровне	1	2
25	и все они	1	2
26	и может быть	2	1
27	не в состоянии	2	1
28	образом и в	1	1
29	во-первых потому что	1	1
30	его к жизни	1	1
31	конце концов в	1	1
32	и для самого	1	1
33	мы уже сказали	1	1
34	на самом деле	7	1
35	в том и	2	1
36	то же самое	1	1
37	в том же	3	1
38	мы уже знаем	1	1
39	таким образом здесь	2	1
40	о которой мы	2	1
41	мы находим в	1	1
42	того же процесса	1	1
43	из них в	1	1
44	уже знаем что	1	1
45	о том чтобы	2	1
46	является одним из	1	1
47	принуждены будем признать	1	1
48	таким образом все	1	1
49	в таком же	2	1
50	до некоторой степени	1	1
51	правильнее было бы	1	1
52	от всех тех	1	1
53	как в его	1	1
54	не подлежит сомнению	3	1
55	будем признать что	1	1
56	как нечто само	1	1
57	уже говорили что	1	1
58	все эти вещи	1	1
59	так и к	1	1
60	то обстоятельство что	1	1
61	с такою же	1	1
62	в данном случае	3	1
63	таким образом мы	1	1
64	есть в этом	1	1
65	том же духе	1	1
66	о том что	4	1
67	в том или	1	1
68	в связи с	3	1
69	и со своим	1	1
70	дело однако не	1	1
71	одним из самых	1	1
72	и ничем не	1	1
73	в зрелом возрасте	1	1
74	о котором мы	1	1
75	том и в	1	1
76	и это не	1	1
77	не трудно видеть	1	1
78	и по своему	1	1
79	у него в	1	1
80	таким образом в	3	1
81	во всяком случае	2	1
82	и всех других	1	1
83	как и все	2	1
84	и все это	1	1
85	том что они	1	1
86	ничего общего с	2	1
87	в течение его	1	1
88	к которой он	1	1
89	с самого начала	1	1
90	к тому же	5	1
91	именно потому что	2	1
92	уже сказали что	1	1
93	друг от друга	6	1
94	тем более что	1	1
95	на земле в	1	1
96	в другом случае	1	1
97	мы не знаем	1	1
98	по этому поводу	1	1
99	мы видим что	1	1
100	и в том	2	1
101	свидетельствует о том	1	1
102	том или ином	1	1
103	во всех странах	1	1
104	и в другом	1	1
