N	3gram	Tiupa_Lite_3	Analitik
1	в том что	4	7
2	по отношению к	4	7
3	так и не	1	5
4	с другой стороны	2	5
5	о том что	4	5
6	в свою очередь	1	4
7	в сочетании с	1	3
8	в данном случае	4	3
9	то же время	7	3
10	не только не	1	3
11	той или иной	2	3
12	в то же	7	3
13	к тому же	5	3
14	в этом отношении	5	3
15	подобно тому как	2	2
16	при этом как	1	2
17	с точки зрения	3	2
18	в отличие от	5	2
19	в значительной степени	1	2
20	едва ли не	1	2
21	с одной стороны	4	2
22	сама по себе	1	2
23	тем не менее	1	2
24	что несмотря на	1	2
25	я в мире	1	2
26	в конечном счете	1	2
27	этого текста в	1	2
28	на наш взгляд	1	2
29	внимание лишь на	1	1
30	это уже не	1	1
31	раз в том	1	1
32	что иное как	1	1
33	я и мир	1	1
34	в чистом виде	1	1
35	не за себя	1	1
36	хотя и не	1	1
37	одном из двух	1	1
38	присутствия в мире	6	1
39	в той или	1	1
40	в этом контексте	1	1
41	между отцом и	1	1
42	к себе самому	2	1
43	не только по	1	1
44	уже не может	1	1
45	как бы не	1	1
46	по этой причине	1	1
47	не говоря уже	4	1
48	на самом деле	1	1
49	одно из самых	1	1
50	в самом деле	2	1
51	обратим внимание на	2	1
52	коммуникативного события как	1	1
53	искусству как способу	1	1
54	себя в жизни	1	1
55	два сверхсхемных ударения	1	1
56	том что лирическое	1	1
57	говоря уже о	3	1
58	хотя бы и	1	1
59	же время в	1	1
60	что произведение искусства	1	1
61	между тем как	1	1
62	может и не	1	1
63	себе самому в	1	1
64	с творческой волей	1	1
65	с тех пор	1	1
66	именно в этом	1	1
67	и не всегда	1	1
68	ту или иную	1	1
69	как раз в	1	1
70	тогда как в	3	1
71	как и положено	1	1
72	в самом начале	1	1
73	в том чтобы	2	1
74	или иначе в	1	1
75	по сути своей	1	1
76	не только в	2	1
77	если говорить о	1	1
78	остаться самим собой	1	1
79	возвращает нас к	1	1
80	быть определена как	1	1
81	неслиянности и нераздельности	1	1
82	которые могли бы	1	1
83	а не как	2	1
84	так или иначе	2	1
85	в связи с	1	1
86	по два сверхсхемных	1	1
87	той же эстетической	1	1
88	личности в мире	1	1
89	как бы в	1	1
90	то есть от	1	1
91	для того чтобы	1	1
92	тогда как сам	1	1
93	в глубине души	1	1
94	действительность в ее	1	1
95	факторов художественного впечатления	1	1
96	не может быть	3	1
97	внешних и внутренних	1	1
98	состоит как раз	1	1
99	субъекта и адресата	1	1
100	в эстетический объект	1	1
101	в мире есть	1	1
102	при этом и	1	1
103	обратим внимание лишь	1	1
104	в одном из	2	1
105	вопрос о том	1	1
106	друг от друга	1	1
107	произведения в его	1	1
108	не что иное	1	1
109	легко может быть	1	1
110	эстетического объекта в	1	1
111	может быть определена	1	1
112	к сверхличному содержанию	1	1
113	но еще и	1	1
