N	3gram	Bakhtin_Pr_5	Hudozhes
1	по отношению к	6	10
2	в отличие от	2	7
3	то же время	10	6
4	в то же	10	6
5	с другой стороны	3	5
6	той или иной	4	5
7	в том что	2	5
8	так и не	1	4
9	и того же	1	3
10	всех без исключения	1	3
11	с точки зрения	2	3
12	одно и то	3	3
13	одного и того	1	3
14	и то же	3	3
15	тем не менее	1	3
16	можно сказать что	1	3
17	в этом смысле	3	3
18	в слове о	2	2
19	в той или	4	2
20	как бы не	1	2
21	в том и	1	2
22	и в то	2	2
23	отношению к герою	1	2
24	в значительной степени	1	2
25	в свою очередь	1	2
26	для того чтобы	1	2
27	к тому что	1	2
28	и прежде всего	4	2
29	сама по себе	1	2
30	чего бы то	2	1
31	бы ни был	1	1
32	самим собою в	1	1
33	и другого в	1	1
34	прежде всего в	1	1
35	однако в отличие	1	1
36	подобно тому как	2	1
37	в этом случае	1	1
38	он мог бы	1	1
39	себе в этом	1	1
40	и для других	1	1
41	по своей структуре	1	1
42	что он не	1	1
43	не входит в	1	1
44	бы то ни	3	1
45	заключает в себе	1	1
46	с которыми он	1	1
47	но вы как	1	1
48	с самим собою	7	1
49	говорит что он	1	1
50	том или ином	1	1
51	человека с человеком	2	1
52	он ни был	1	1
53	во всей своей	1	1
54	по крайней мере	1	1
55	может быть и	1	1
56	человека с его	1	1
57	из уст в	1	1
58	этом смысле можно	1	1
59	ибо и в	1	1
60	и со всеми	1	1
61	незаметно для читателя	1	1
62	то ни было	3	1
63	но и внутренне	1	1
64	отношении к нему	1	1
65	к своему герою	1	1
66	кто бы они	1	1
67	все без исключения	1	1
68	и по отношению	1	1
69	или иной форме	2	1
70	и как бы	1	1
71	в том или	1	1
72	и пусть пусть	1	1
73	продолжением и развитием	1	1
74	как впрочем и	1	1
75	в другом и	1	1
76	как бы в	1	1
77	и в том	1	1
78	уст в уста	1	1
79	в свое время	1	1
80	здесь как бы	1	1
81	по ту сторону	1	1
82	в то время	1	1
83	отношению к самому	1	1
84	о том что	1	1
85	никогда не бывает	1	1
86	и в самом	3	1
87	и в слове	2	1
88	именно потому что	2	1
89	бы они ни	1	1
90	они ни были	1	1
91	может и не	1	1
92	друг от друга	1	1
93	жизнь в которой	1	1
94	к одному из	1	1
95	больше и больше	1	1
96	в отношении к	7	1
97	в реальной действительности	1	1
98	а в то	1	1
99	то что они	1	1
100	помимо его воли	1	1
101	том что он	1	1
102	не может быть	3	1
103	о мире и	2	1
104	всей своей полноте	1	1
105	как и в	1	1
106	оно стремится к	2	1
107	к тому же	3	1
108	по своему смыслу	2	1
109	входит в его	1	1
110	с самим собой	7	1
