N	3gram	Bakhtin_Fr_2	Dialekti
1	с точки зрения	5	12
2	в том что	1	7
3	в нем есть	1	6
4	то же время	6	4
5	с другой стороны	3	4
6	на то что	1	4
7	в то же	6	4
8	только потому что	1	3
9	ровно ничего не	1	3
10	не нуждается в	1	3
11	только то что	2	3
12	что в нем	1	3
13	в конце концов	1	3
14	не может быть	4	3
15	содержит в себе	2	3
16	можно сказать что	2	3
17	на самом деле	1	2
18	одной стороны и	1	2
19	до сих пор	4	2
20	и в то	2	2
21	на точку зрения	1	2
22	на что не	1	2
23	но все это	1	2
24	в этом отношении	3	2
25	с одной стороны	3	2
26	по сравнению с	2	2
27	прежде всего необходимо	1	2
28	ни на что	1	2
29	во всяком случае	2	2
30	одна и та	1	2
31	о том что	3	2
32	мы можем сказать	1	2
33	можем сказать что	1	2
34	с наукой и	1	2
35	и та же	1	2
36	точка зрения на	1	1
37	имеет своим предметом	1	1
38	в чем же	1	1
39	их очень много	1	1
40	дело в том	1	1
41	и той же	1	1
42	если она и	1	1
43	и в особенности	1	1
44	но даже и	2	1
45	себе выражения в	1	1
46	со всеми ее	1	1
47	до известной степени	1	1
48	ни в коем	1	1
49	есть то что	1	1
50	на самом же	1	1
51	и даже в	2	1
52	свой смысл и	1	1
53	в коем случае	1	1
54	в том чтобы	1	1
55	далеко не всегда	1	1
56	но в то	3	1
57	она никогда не	1	1
58	он совершенно не	1	1
59	и в отношении	1	1
60	на короткий срок	1	1
61	в меру этого	1	1
62	ступени своего развития	2	1
63	в первую очередь	1	1
64	я имею в	1	1
65	в новое время	1	1
66	таким образом и	1	1
67	самом же деле	1	1
68	и более общее	1	1
69	имею в виду	1	1
70	и смерти с	1	1
71	но также и	1	1
72	но все же	2	1
73	одной и той	1	1
74	можно судить о	1	1
75	мы сказали что	1	1
76	и ни на	1	1
77	друг с другом	1	1
78	для того чтобы	1	1
79	вовсе не было	1	1
