N	2gram	Propp_Russ_2	Istorich
1	в сказке	1	36
2	и в	29	24
3	не только	10	21
4	что он	1	21
5	и т	5	17
6	т д	5	16
7	этих случаях	4	16
8	т е	24	16
9	может быть	13	14
10	не может	5	14
11	что в	22	13
12	в этих	3	13
13	мы имеем	6	12
14	как в	7	12
15	в этом	11	12
16	и здесь	1	12
17	но и	8	11
18	это не	5	10
19	том что	22	10
20	и что	5	10
21	а в	9	10
22	все же	2	9
23	этот случай	1	9
24	с другой	2	9
25	не в	4	9
26	о том	9	9
27	потому что	5	9
28	и другие	14	9
29	то же	4	8
30	еще не	6	8
31	показывает что	8	8
32	что и	2	8
33	так как	13	8
34	другой стороны	1	8
35	а не	4	8
36	все это	10	8
37	или в	7	8
38	во всех	3	7
39	то что	5	7
40	в первую	1	7
41	таким образом	6	7
42	мы видели	7	7
43	одна из	11	7
44	с собой	1	7
45	к нему	4	7
46	что здесь	3	7
47	один из	2	7
48	в том	22	7
49	вместе с	6	7
50	он показывает	2	6
51	ином царстве	1	6
52	что это	3	6
53	но не	5	6
54	как он	1	6
55	в нем	1	6
56	всех этих	1	6
57	об этом	2	6
58	как и	11	6
59	для нас	6	6
60	и все	4	6
61	показывают что	1	6
62	а именно	3	6
63	того что	3	6
64	только в	1	6
65	ответ на	1	6
66	тем что	3	6
67	так же	4	6
68	с этой	2	6
69	во время	12	6
70	мы увидим	1	6
71	тридевять земель	1	5
72	то это	1	5
73	с одной	2	5
74	отношение к	1	5
75	но в	5	5
76	право на	2	5
77	что она	3	5
78	за тридевять	1	5
79	здесь мы	2	5
80	не менее	2	5
81	с ним	1	5
82	в русской	1	5
83	дело не	2	5
84	ничего не	1	5
85	так и	1	5
86	представление об	1	5
87	представляют собой	7	5
88	одной стороны	2	5
89	там где	2	5
90	в тех	1	5
91	видно что	2	5
92	тот кто	1	5
93	же как	4	4
94	он может	1	4
95	мы уже	1	4
96	мы не	6	4
97	представляет собой	2	4
98	первый взгляд	1	4
99	тех случаях	1	4
100	как бы	18	4
101	при этом	6	4
102	но все	1	4
103	отсюда видно	1	4
104	не всегда	3	4
105	на первый	3	4
106	в их	2	4
107	своего рода	1	4
108	тем не	2	4
109	по существу	4	4
110	не имеет	3	4
111	никогда не	2	4
112	в других	15	4
113	в сказках	1	4
114	так в	2	4
115	что у	1	4
116	после того	2	4
117	с того	1	4
118	представления о	2	4
119	ли он	1	4
120	то и	4	4
121	царстве в	1	4
122	ее на	2	4
123	в данном	6	4
124	за него	1	4
125	в состоянии	1	4
126	и не	1	4
127	случаях когда	1	4
128	мы должны	1	4
129	есть и	1	4
130	например в	1	3
131	в различных	1	3
132	тогда как	2	3
133	что они	1	3
134	эта связь	2	3
135	кроме того	2	3
136	к себе	1	3
137	хотя и	1	3
138	когда он	1	3
139	вот тебе	1	3
140	и наконец	1	3
141	из этих	2	3
142	на то	1	3
143	если он	2	3
144	и если	1	3
145	после этого	2	3
146	том чтобы	2	3
147	и по	3	3
148	его в	8	3
149	уже знаем	1	3
150	в них	4	3
151	и становится	1	3
152	материалы показывают	1	3
153	она в	1	3
154	представление о	5	3
155	вопрос о	4	3
156	должны были	2	3
157	для объяснения	2	3
158	выше мы	3	3
159	в конце	1	3
160	таких случаев	1	3
161	в обряде	6	3
162	нечто вроде	2	3
163	но они	1	3
164	как мы	3	3
165	тогда когда	4	3
166	того как	2	3
167	не все	4	3
168	или когда	1	3
169	и его	1	3
170	связи с	2	3
171	из одного	1	3
172	данном случае	7	3
173	и этим	1	3
174	не столько	2	3
175	в образе	2	3
176	здесь нет	1	3
177	мы рассмотрим	4	3
178	более поздняя	1	3
179	раньше чем	1	3
180	в качестве	3	3
181	чаще всего	1	3
182	так что	4	3
183	уже в	1	3
184	на ней	1	3
185	при помощи	1	3
186	такое объяснение	2	3
187	как полагали	1	3
188	в другой	1	3
