N	3gram	Bakhtin_sl_1	Tvorches
1	и т д	5	11
2	то же время	12	7
3	в то же	12	7
4	до сих пор	2	3
5	не может быть	1	3
6	и не может	2	2
7	и в то	5	2
8	в отличие от	1	2
9	по крайней мере	1	2
10	во всяком случае	5	2
11	с другой стороны	4	2
12	так и в	3	2
13	и т п	23	2
14	о том что	1	2
15	в одном из	1	2
16	он еще не	1	2
17	в том что	1	2
18	в в виноградов	1	1
19	дело в том	1	1
20	и нет ничего	1	1
21	в нем и	1	1
22	в его романах	1	1
23	начале xx века	1	1
24	можно было бы	2	1
25	в романе в	3	1
26	и в истории	1	1
27	со всех сторон	1	1
28	которые играют в	1	1
29	то или иное	1	1
30	но в то	4	1
31	в первый раз	1	1
32	всего произведения в	1	1
33	так что они	1	1
34	в известном смысле	2	1
35	и в этом	2	1
36	не могут быть	2	1
37	в свою очередь	2	1
38	той или иной	9	1
39	это не значит	1	1
40	в роман и	2	1
41	из вильгельма мейстера	1	1
42	в стороне от	1	1
43	в начале xx	1	1
44	в то время	2	1
45	того или иного	2	1
46	не лежит в	1	1
47	с самого начала	1	1
48	именно потому что	1	1
49	или во всяком	2	1
50	между автором и	2	1
51	то есть его	1	1
52	но это не	1	1
53	как и у	1	1
54	и прежде всего	1	1
55	и в том	2	1
56	в нем самом	1	1
57	в творческом сознании	1	1
58	как и в	1	1
59	стерна и жан-поля	1	1
60	и в другом	2	1
