N	2gram	Potebnia_M_3	Morfolog
1	может быть	28	52
2	и т	5	49
3	т д	3	47
4	таким образом	14	20
5	в сказке	1	19
6	не может	6	17
7	в этих	1	16
8	могут быть	3	15
9	с этим	6	14
10	и в	30	13
11	в этом	10	13
12	так как	13	12
13	перед нами	2	11
14	связи с	2	11
15	мы видим	2	11
16	заметить что	3	10
17	то же	23	9
18	так и	11	9
19	не всегда	2	9
20	прежде всего	3	9
21	а не	15	9
22	и не	15	9
23	при помощи	1	8
24	что и	13	8
25	с другой	7	8
26	в результате	1	8
27	вопрос о	1	7
28	или же	4	7
29	все же	2	7
30	но если	1	7
31	но не	7	6
32	может считаться	1	6
33	это не	1	6
34	во время	2	6
35	подобно тому	2	6
36	не могут	5	6
37	составные части	1	6
38	и здесь	1	6
39	в форме	2	6
40	в том	32	6
41	а в	12	6
42	мы не	9	5
43	во всех	1	5
44	не все	4	5
45	в море	1	5
46	тому как	5	5
47	то что	18	5
48	в образе	3	5
49	здесь можно	1	5
50	далеко не	4	5
51	не менее	5	5
52	потому что	46	5
53	в поле	1	5
54	или в	3	5
55	образом мы	1	5
56	вслед за	3	5
57	один из	4	5
58	если мы	1	5
59	как бы	3	5
60	увидим ниже	1	4
61	тех же	1	4
62	то это	6	4
63	если в	1	4
64	как в	10	4
65	хотя и	1	4
66	и как	5	4
67	не только	21	4
68	на его	2	4
69	об этом	2	4
70	его в	3	4
71	было бы	9	4
72	вовсе не	7	4
73	как и	10	4
74	несмотря на	2	4
75	точки зрения	2	4
76	с точки	1	4
77	тем не	3	4
78	на котором	2	4
79	ничего не	1	4
80	тем что	7	4
81	в других	2	4
82	как мы	7	4
83	могла бы	2	4
84	видно что	1	4
85	по отношению	5	4
86	другой стороны	4	4
87	там где	3	4
88	так же	3	4
89	на пути	1	4
90	отношению к	5	4
91	что в	17	4
92	самом деле	2	3
93	на самом	1	3
94	вне связи	1	3
95	в первом	3	3
96	заметим что	1	3
97	независимо от	5	3
98	предметы и	1	3
99	целый ряд	2	3
100	но в	1	3
101	к чему	1	3
102	похищает у	1	3
103	в целом	3	3
104	он должен	1	3
105	и по	4	3
106	прежде чем	2	3
107	но все	2	3
108	входит в	2	3
109	из них	6	3
110	ни в	2	3
111	и вне	1	3
112	в один	4	3
113	том что	18	3
114	в то	10	3
115	в сущности	1	3
116	на него	3	3
117	того чтобы	3	3
118	здесь же	1	3
119	от того	8	3
120	и другим	1	3
121	должен знать	1	3
122	если бы	12	3
123	но и	19	3
124	он не	4	3
125	значит что	1	3
126	к нему	3	3
127	в какой	2	3
128	и ее	1	3
129	в начале	3	3
