N	3gram	Losev_Vlad_2	Formalny
1	с точки зрения	3	14
2	не может быть	1	14
3	в то же	3	7
4	то же время	3	7
5	во всяком случае	6	6
6	и т д	1	6
7	в самом деле	1	4
8	в данном случае	2	4
9	в связи с	8	4
10	бы то ни	1	4
11	для того чтобы	1	4
12	как мы знаем	4	4
13	в этом отношении	1	3
14	вместе с тем	1	3
15	в том что	9	3
16	раз и навсегда	1	3
17	так же и	1	2
18	ни в каких	2	2
19	равно как и	1	2
20	в этом смысле	1	2
21	нам кажется что	2	2
22	и во всяком	1	2
23	и в то	1	2
24	до известной степени	1	2
25	в отличие от	3	2
26	в высшей степени	1	2
27	только то что	1	2
28	дело в том	3	2
29	тем не менее	6	2
30	в конце концов	3	2
31	как мы видели	2	2
32	для нас важно	1	1
33	так и не	2	1
34	хотя и не	2	1
35	что в этом	1	1
36	не могла быть	1	1
37	со своей стороны	1	1
38	в настоящее время	2	1
39	и до конца	2	1
40	в том же	2	1
41	в этом случае	1	1
42	что же касается	5	1
43	в своей работе	1	1
44	можно утверждать что	1	1
45	на этих же	1	1
46	на первый план	2	1
47	они не могут	1	1
48	сам по себе	2	1
49	в собственном смысле	1	1
50	полагать что в	1	1
51	по себе в	1	1
52	и форму его	1	1
53	до сих пор	1	1
54	и тем не	1	1
55	так или иначе	3	1
56	в это время	4	1
57	начала и до	2	1
58	не только в	2	1
59	только тогда и	1	1
60	не в том	3	1
61	в последнее время	2	1
62	собственном смысле слова	1	1
63	он пишет в	1	1
64	о том что	3	1
65	и вообще все	1	1
66	в той же	1	1
67	и все же	2	1
68	в данную историческую	1	1
69	в этом же	1	1
70	и притом в	1	1
71	можно было бы	2	1
72	в этом рассуждении	1	1
73	время и в	1	1
74	что в его	1	1
75	с самого начала	1	1
76	три года в	1	1
77	до конца однако	1	1
78	но все же	1	1
79	можно сказать что	1	1
80	с тем и	1	1
81	на то что	2	1
82	с начала и	2	1
83	в том числе	1	1
84	того чтобы стать	1	1
85	и в том	1	1
86	и в нем	1	1
87	это нисколько не	2	1
88	нет никаких оснований	1	1
89	кроме того в	1	1
