N	3gram	Trubetskoy_1	Vladivir
1	в том что	15	9
2	в связи с	3	8
3	во всяком случае	2	6
4	в то время	2	6
5	тем не менее	4	6
6	что же касается	2	5
7	и то что	3	5
8	по крайней мере	1	4
9	как мы знаем	1	4
10	дело в том	1	3
11	более или менее	7	3
12	с точки зрения	8	3
13	в то же	2	3
14	точно так же	1	3
15	не в том	1	3
16	в конце концов	4	3
17	так или иначе	5	3
18	у него в	1	3
19	то же время	2	3
20	о том что	4	3
21	хотя и не	1	2
22	не говоря уже	1	2
23	на то что	7	2
24	в настоящее время	2	2
25	том что он	2	2
26	в том же	3	2
27	здесь не было	1	2
28	ко всему этому	2	2
29	можно было бы	1	2
30	говоря уже о	1	2
31	в данном случае	3	2
32	в свою очередь	2	2
33	а в том	1	2
34	ввиду того что	1	2
35	заключается в том	2	2
36	несмотря на все	1	2
37	до некоторой степени	1	2
38	как мы видели	1	2
39	не может не	3	1
40	а для того	1	1
41	и в конце	1	1
42	он все же	2	1
43	на той ступени	1	1
44	конце концов в	1	1
45	на том же	1	1
46	со своей стороны	1	1
47	мы уже сказали	1	1
48	что для этого	1	1
49	и в сознании	1	1
50	заключающие в себе	1	1
51	не без влияния	1	1
52	в том числе	1	1
53	что несмотря на	2	1
54	в этом случае	4	1
55	он не может	2	1
56	они не могут	1	1
57	до сих пор	8	1
58	в его жилах	1	1
59	бы то ни	2	1
60	если бы человечество	1	1
61	а может быть	1	1
62	только то что	2	1
63	мы сказали выше	1	1
64	как тот же	1	1
65	потому что для	1	1
66	хотя и прикрытые	1	1
67	вместе с тем	2	1
68	в тот же	1	1
69	и с этой	1	1
70	может быть и	4	1
71	выше мы уже	1	1
72	каждый из этих	2	1
73	в высшей степени	1	1
74	а в с	1	1
75	то время как	1	1
76	как и вообще	1	1
77	у него с	2	1
78	к одному из	1	1
79	но вместе с	1	1
80	на земле в	1	1
81	а это было	1	1
82	для этого нужно	1	1
83	и в том	2	1
84	не может быть	3	1
85	что во всех	1	1
86	ничего общего с	2	1
87	сих пор не	2	1
88	до тех пор	1	1
89	не забудем что	1	1
90	с самого начала	1	1
91	самого начала в	1	1
92	в самом деле	5	1
93	из этих элементов	1	1
94	но все же	2	1
95	только тогда когда	1	1
96	даже и при	1	1
97	за то что	1	1
98	ни тем более	1	1
99	также и то	1	1
100	по этому поводу	1	1
101	самом деле если	1	1
102	в его сознании	1	1
103	и в нем	1	1
104	или вовсе не	1	1
105	он вместе с	1	1
106	никак не может	1	1
107	для того чтобы	7	1
108	этот вопрос в	1	1
109	к тому же	5	1
110	что так как	1	1
111	том что только	1	1
112	пока еще не	1	1
