N	2gram	Bakhtin_Fr_1	Istorich
1	и в	65	28
2	может быть	6	25
3	а не	1	15
4	не может	3	15
5	никогда не	6	14
6	мы имеем	1	13
7	для нас	4	13
8	то же	1	12
9	не только	10	12
10	что в	3	12
11	мы видим	2	11
12	только в	7	11
13	мы не	1	10
14	все же	6	10
15	что он	3	10
16	но и	10	10
17	прежде всего	11	10
18	не в	4	9
19	так и	10	9
20	о том	2	9
21	то что	3	9
22	видим что	1	9
23	в том	16	9
24	и не	22	9
25	в этом	15	8
26	но в	14	8
27	в ней	6	7
28	здесь мы	1	7
29	это не	3	7
30	исторической действительности	1	7
31	еще не	6	7
32	и здесь	3	7
33	этот вопрос	2	7
34	и др	24	7
35	что мы	2	7
36	том что	6	7
37	было бы	1	7
38	в этих	2	7
39	в этой	4	6
40	его в	7	6
41	так например	2	6
42	не менее	1	6
43	к тому	2	6
44	что и	1	6
45	так как	6	6
46	с другой	3	6
47	например в	2	5
48	мы будем	3	5
49	в своем	8	5
50	их в	2	5
51	в дальнейшем	8	5
52	можно было	1	5
53	в его	9	5
54	но не	2	5
55	в одном	5	5
56	до сих	4	5
57	к которому	1	5
58	сих пор	4	5
59	или в	2	5
60	не знает	6	5
61	сказать что	6	5
62	другой стороны	1	5
63	и даже	8	4
64	и для	2	4
65	и на	11	4
66	с этим	1	4
67	все эти	10	4
68	на то	1	4
69	но все	3	4
70	об этом	1	4
71	и с	3	4
72	как и	5	4
73	даже в	3	4
74	на него	2	4
75	в основе	8	4
76	находится в	1	4
77	связи с	4	4
78	здесь не	1	4
79	в пределах	1	4
80	так в	1	4
81	того что	2	4
82	с одной	2	4
83	потому что	5	4
84	в большинстве	2	4
85	большинстве случаев	2	4
86	к ним	1	4
87	и пр	5	4
88	превращается в	5	4
89	один из	1	4
90	связь с	5	4
91	одной стороны	2	4
92	могут быть	2	4
93	там где	1	4
94	друг с	1	4
95	все это	9	4
96	в связи	1	4
97	это так	1	4
98	хотя бы	1	4
99	но это	3	4
100	но оно	1	4
101	и другие	8	4
102	они не	1	4
103	мы здесь	2	3
104	и он	2	3
105	по отношению	1	3
106	не просто	3	3
107	так называемая	1	3
108	точку зрения	1	3
109	при этом	6	3
110	и по	2	3
111	на этом	1	3
112	это конечно	1	3
113	из них	4	3
114	во время	4	3
115	почти не	1	3
116	в их	4	3
117	бы быть	2	3
118	по себе	1	3
119	раз и	2	3
120	в то	1	3
121	на котором	3	3
122	дело в	2	3
123	этого явления	1	3
124	с другом	1	3
125	есть только	2	3
126	как мы	6	3
127	действия и	1	3
128	в обряде	1	3
129	в которую	1	3
130	представления о	2	3
131	ли он	1	3
132	в какой	1	3
133	во всем	2	3
134	и его	10	3
135	уже не	3	3
136	в начале	1	3
137	или даже	2	3
138	и их	3	3
139	представлений о	1	3
140	тем что	1	3
141	в форме	3	3
142	эти формы	3	3
143	именно в	1	3
144	как это	1	3
145	из которых	1	3
146	наряду с	2	3
147	среди этих	1	3
148	в книге	2	3
149	отношению к	1	3
150	отношения к	2	2
151	одним из	2	2
152	и потому	10	2
153	вопрос мы	2	2
154	по его	3	2
155	из всех	2	2
156	большую роль	1	2
157	у себя	1	2
158	не вполне	2	2
159	первобытных народов	1	2
160	подчеркнуть что	2	2
161	это время	2	2
162	на них	2	2
163	во всех	9	2
164	этого мотива	1	2
165	значение и	2	2
166	отличие от	5	2
167	как в	5	2
168	как уже	1	2
169	и как	1	2
170	от этого	1	2
171	поэтому он	1	2
172	в целом	2	2
173	он в	1	2
174	в тех	3	2
175	которые в	1	2
176	в очень	1	2
177	в себе	3	2
178	во многих	2	2
179	как он	1	2
180	и если	1	2
181	в нем	13	2
182	связанные с	1	2
183	он не	2	2
184	всех этих	8	2
185	различные формы	2	2
186	и вот	2	2
187	а затем	2	2
188	ее нельзя	1	2
189	стоит на	1	2
190	смерть и	1	2
191	но уже	1	2
192	нет в	1	2
193	это положение	1	2
194	и конец	1	2
195	на первый	1	2
196	для него	5	2
197	что такое	1	2
198	в отличие	4	2
199	только для	1	2
200	в эпоху	9	2
201	есть еще	1	2
202	где нет	1	2
203	что мотив	1	2
204	чистом виде	1	2
205	но они	1	2
206	в таких	2	2
207	а иногда	2	2
208	одна из	1	2
209	не видели	1	2
210	по своей	3	2
211	не могут	3	2
212	в области	7	2
213	на это	1	2
214	в ее	3	2
215	и этим	2	2
216	приводит к	2	2
217	целое и	1	2
218	еще в	1	2
219	мы в	1	2
220	поэтому в	2	2
221	с ним	3	2
222	ничего не	3	2
223	о нем	3	2
224	нас в	1	2
225	будем называть	1	2
226	между тем	5	2
227	во всей	3	2
228	и только	1	2
229	здесь в	8	2
230	в свете	2	2
231	мы хотим	1	2
232	и она	1	2
233	это приводит	1	2
234	большей или	4	2
235	образов и	2	2
236	одной из	1	2
237	очень многих	1	2
238	античности и	2	2
239	для всех	1	2
240	то и	1	2
241	еще одну	1	2
242	здесь же	1	2
243	его и	1	2
244	был бы	1	2
245	вовсе не	18	2
246	говорит в	1	2
247	как раз	3	2
248	в особенности	2	2
249	со стороны	1	2
250	одном месте	1	2
251	в меньшей	1	2
252	еще и	5	2
253	с ней	1	2
254	что не	2	2
255	говорит о	1	2
256	в некоторых	2	2
257	на этот	2	2
258	не на	1	2
259	его как	1	2
260	xix века	5	2
261	конечно не	1	2
262	как бы	22	2
263	отдельных мотивов	1	2
264	в основном	2	2
265	вопрос в	1	2
266	и часто	2	2
267	и от	2	2
268	бы в	1	2
269	всякого рода	1	2
270	ни к	2	2
271	по ходу	3	2
272	или меньшей	4	2
273	она дает	1	2
274	между ними	4	2
275	в частности	5	2
276	это было	2	2
277	к этому	1	2
278	можно говорить	3	1
279	речь идет	1	1
280	формы этой	1	1
281	связана с	5	1
282	с исторической	1	1
283	не остается	1	1
284	на самом	6	1
285	тех же	1	1
286	это и	1	1
287	жизни мы	1	1
288	в средние	4	1
289	те же	1	1
290	ведь и	1	1
291	и больше	1	1
292	значение но	1	1
293	в году	6	1
294	мы уже	12	1
295	а как	1	1
296	мира или	1	1
297	мифа о	1	1
298	социальной и	1	1
299	широкая и	1	1
300	память о	2	1
301	говорить о	1	1
302	историческое явление	1	1
303	и народов	1	1
304	меньшей степени	5	1
305	он был	2	1
306	время в	2	1
307	и всего	1	1
308	но как	3	1
309	вступают в	1	1
310	изменения и	1	1
311	или иное	1	1
312	явления при	1	1
313	два звена	1	1
314	это одно	1	1
315	из уст	1	1
316	что как	1	1
317	как начало	2	1
318	как нам	1	1
319	просто как	1	1
320	в полном	1	1
321	правильно поставлена	1	1
322	сопоставить с	1	1
323	остановимся в	2	1
324	и к	4	1
325	в фольклоре	1	1
326	имеет в	1	1
327	как таковое	1	1
328	в противоположность	2	1
329	обряда в	1	1
330	смерти в	1	1
331	в этот	1	1
332	них как	1	1
333	еще на	1	1
334	в которой	1	1
335	ступени развития	1	1
336	и у	6	1
337	черта в	1	1
338	эти типы	1	1
339	в нашем	1	1
340	из этих	2	1
341	связанного с	1	1
342	действительности а	1	1
343	но он	1	1
344	но его	1	1
345	тому же	1	1
346	не получили	1	1
347	в свет	1	1
348	их довольно	1	1
349	своем развитии	1	1
350	так сказать	4	1
351	о которой	1	1
352	они в	2	1
353	и еще	4	1
354	огромная литература	1	1
355	или обряды	1	1
356	его от	2	1
357	мы говорили	1	1
358	связаны со	1	1
359	или иных	1	1
360	в основу	1	1
361	значительной степени	2	1
362	в работе	1	1
363	могла бы	1	1
364	культуры но	2	1
365	на всю	4	1
366	главным образом	6	1
367	в совершенно	1	1
368	связанных с	1	1
369	них не	1	1
370	всех форм	1	1
371	и сеют	1	1
372	времени и	6	1
373	иногда довольно	2	1
374	смерть смерть	1	1
375	действительности в	1	1
376	в жизни	4	1
377	и во-вторых	1	1
378	в них	5	1
379	и вся	1	1
380	образы в	1	1
381	его отношения	1	1
382	и уже	1	1
383	многие другие	1	1
384	посвящения в	1	1
385	в эту	1	1
386	в своей	5	1
387	лежат в	1	1
388	наших дней	1	1
389	это делает	1	1
390	бы к	1	1
391	этот страх	1	1
392	представление о	1	1
393	в которых	1	1
394	для всякого	1	1
395	одном из	1	1
396	вплоть до	1	1
397	и обряда	1	1
398	может вызвать	1	1
399	свет на	1	1
400	нам в	1	1
401	быть правильно	2	1
402	иным как	1	1
403	совершенно иной	2	1
404	не могли	1	1
405	тому чтобы	1	1
406	это особенно	1	1
407	в отношении	6	1
408	можно ли	1	1
409	на работу	1	1
410	с которой	1	1
411	она не	1	1
412	народов в	1	1
413	в самых	1	1
414	того чтобы	1	1
415	эта сторона	1	1
416	литературе в	1	1
417	на землю	3	1
418	близки к	1	1
419	труды но	1	1
420	при всем	1	1
421	вне его	1	1
422	явление в	1	1
423	мы всегда	2	1
424	же слова	1	1
425	легенд и	1	1
426	кроме того	2	1
427	никуда не	1	1
428	ему не	1	1
429	у нас	1	1
430	известной степени	1	1
431	взглянуть на	3	1
432	ли не	1	1
433	мотивов и	2	1
434	здесь пока	1	1
435	оно не	1	1
436	и материал	1	1
437	здесь еще	2	1
438	и это	2	1
439	они стали	1	1
440	сам неоднократно	1	1
441	каждому из	1	1
442	здесь необходимо	1	1
443	в виду	3	1
444	и многие	2	1
445	находилась в	1	1
446	найдем у	1	1
447	последнее время	1	1
448	значение этих	1	1
449	в себя	3	1
450	говорили что	2	1
451	скромное место	1	1
452	как с	1	1
453	этом утверждении	1	1
454	и всенародный	2	1
455	с собой	1	1
456	здесь как	1	1
457	обрядов и	1	1
458	оно все	1	1
459	которые с	1	1
460	уже на	1	1
461	иногда в	1	1
462	можно только	4	1
463	такие действия	1	1
464	строго говоря	1	1
465	ней и	1	1
466	всегда имеет	1	1
467	стремление к	2	1
468	мы рассмотрим	1	1
469	образом в	2	1
470	но здесь	1	1
471	именно эти	2	1
472	наконец еще	1	1
473	связаны и	1	1
474	дальнейшего развития	1	1
475	сводится к	1	1
476	именно потому	1	1
477	своей книге	2	1
478	черта его	1	1
479	в самой	3	1
480	и та	1	1
481	в глаза	1	1
482	развития на	1	1
483	в новую	1	1
484	и силы	1	1
485	и объяснить	1	1
486	во что-то	1	1
487	в значительной	6	1
488	второй половины	3	1
489	должно было	1	1
490	работа по	1	1
491	которой мы	1	1
492	всех народов	1	1
493	но дело	1	1
494	стоит и	1	1
495	в языке	1	1
496	них в	1	1
497	века и	6	1
498	дома в	1	1
499	уходит в	1	1
500	в формах	1	1
501	но с	2	1
502	мысли не	1	1
503	проникнуть в	1	1
504	труд и	1	1
505	на обычную	1	1
506	и так	2	1
507	иногда сам	1	1
508	который в	1	1
509	и раньше	1	1
510	и мифы	1	1
511	и ее	1	1
512	только художественная	1	1
513	до наших	1	1
514	вот почему	1	1
515	же и	1	1
516	к земле	1	1
517	своего рода	1	1
518	др но	2	1
519	только на	2	1
520	и они	1	1
521	которых можно	1	1
522	от других	1	1
523	не из	1	1
524	оно всегда	1	1
525	все названные	1	1
