N	2gram	Propp_Isto_4	Myshleni
1	в развитии	1	28
2	то что	16	26
3	в этом	7	25
4	что он	10	25
5	потому что	6	21
6	таким образом	10	19
7	точки зрения	1	18
8	в том	3	18
9	не может	6	18
10	не только	15	16
11	и в	26	16
12	того что	2	16
13	так как	9	16
14	что в	14	16
15	том что	3	15
16	так же	18	15
17	между собой	1	13
18	сказать что	2	13
19	вопрос о	4	12
20	в области	2	12
21	и что	5	12
22	и не	9	12
23	отношение к	2	11
24	в его	5	11
25	но не	5	10
26	в силу	5	10
27	было бы	2	10
28	как мы	5	10
29	только в	3	10
30	а не	6	10
31	с помощью	2	10
32	может быть	14	9
33	то же	8	8
34	как и	7	8
35	если бы	2	8
36	тем самым	1	8
37	в основе	1	8
38	о том	4	8
39	он не	7	8
40	как это	3	8
41	мы должны	5	8
42	же как	13	7
43	переход от	1	7
44	и есть	2	7
45	представляет собой	2	7
46	в нем	2	7
47	но он	4	7
48	по себе	2	7
49	приводит к	1	7
50	так и	10	7
51	если мы	1	7
52	и на	2	6
53	но в	5	6
54	в этой	2	6
55	как он	6	6
56	связанные с	3	6
57	в другом	5	6
58	но если	1	6
59	не в	5	6
60	и следовательно	1	6
61	этот вопрос	2	6
62	мы можем	6	6
63	у него	5	6
64	но и	12	6
65	к тому	1	6
66	должна быть	2	5
67	мы и	1	5
68	что они	6	5
69	как в	7	5
70	в своем	2	5
71	говорит что	2	5
72	он должен	3	5
73	на все	1	5
74	показывает что	10	5
75	тому что	1	5
76	с ним	1	5
77	в то	1	5
78	тогда когда	1	5
79	того как	4	5
80	никогда не	2	5
81	ничего не	5	5
82	по сравнению	3	5
83	на вопрос	3	5
84	но мы	3	5
85	можно сказать	1	5
86	тот же	1	5
87	хотя бы	2	5
88	тем что	5	5
89	сравнению с	3	5
90	как бы	3	5
91	еще более	1	5
92	только что	3	5
93	не знает	1	5
94	и то	6	4
95	той же	1	4
96	что между	1	4
97	что если	1	4
98	ответить на	1	4
99	время как	1	4
100	а только	1	4
101	все эти	3	4
102	вообще не	1	4
103	при этом	3	4
104	подобно тому	1	4
105	и по	5	4
106	это не	5	4
107	такой же	1	4
108	и другое	1	4
109	не имеет	3	4
110	могут быть	6	4
111	же самое	2	4
112	не есть	2	4
113	в пределах	1	4
114	еще не	6	4
115	в свете	3	4
116	в качестве	7	4
117	так что	2	4
118	и их	2	4
119	то время	1	4
120	речь и	1	4
121	не могут	2	4
122	с другой	4	4
123	именно в	1	4
124	к которому	1	4
125	на этот	2	4
126	зависит от	1	4
127	что мы	3	4
128	вместе с	6	4
129	тому как	1	4
130	с этой	2	4
131	в целом	2	4
132	мы видим	6	4
133	в результате	1	4
134	бы в	1	4
135	тем более	1	4
136	это и	5	3
137	между двумя	12	3
138	мы не	1	3
139	частный случай	4	3
140	он может	2	3
141	но как	1	3
142	если в	1	3
143	с этим	2	3
144	показать что	1	3
145	все же	9	3
146	и как	5	3
147	он в	4	3
148	и тот	2	3
149	различные предметы	2	3
150	как с	1	3
151	на этом	2	3
152	и может	1	3
153	и тем	2	3
154	с тем	2	3
155	мы видели	6	3
156	в этих	7	3
157	таким же	6	3
158	сих пор	5	3
159	и более	3	3
160	нас к	7	3
161	из которых	5	3
162	не менее	2	3
163	что эта	3	3
164	по своей	2	3
165	и является	1	3
166	и его	10	3
167	связи с	3	3
168	ничего общего	1	3
169	и с	5	3
170	вот почему	1	3
171	до сих	5	3
172	в чем	1	3
173	этих двух	1	3
174	к нему	6	3
175	раньше чем	5	3
176	что и	9	3
177	одной из	1	3
178	его и	2	3
179	он имеет	1	3
180	мы знаем	8	3
181	в одном	5	3
182	а в	8	3
183	от того	2	3
184	перейти к	1	3
185	говорит о	2	3
186	прежде всего	1	3
187	не на	3	3
188	в частности	2	3
189	к жизни	1	3
190	по существу	3	3
191	действительно ли	1	3
192	потому и	1	3
193	этом случае	3	3
194	но это	3	3
195	содержится в	2	3
196	к его	1	3
197	как на	1	3
198	к этой	3	3
199	к этому	5	3
200	они не	1	3
201	эти функции	1	2
202	одним из	1	2
203	такое же	4	2
204	непосредственно не	1	2
205	что эти	1	2
206	не имеют	1	2
207	в зависимости	1	2
208	их и	1	2
209	есть не	1	2
210	при анализе	1	2
211	приводят к	1	2
212	совпадает с	1	2
213	принадлежит к	1	2
214	на свою	1	2
215	зависимости от	1	2
216	в ней	1	2
217	в различных	1	2
218	во всех	1	2
219	что я	2	2
220	мы будем	1	2
221	что было	1	2
222	очевидно что	1	2
223	которые не	1	2
224	в центре	1	2
225	его на	4	2
226	общего с	1	2
227	когда он	6	2
228	и к	1	2
229	в этот	4	2
230	точно как	1	2
231	то и	1	2
232	он делает	2	2
233	нами в	1	2
234	на его	3	2
235	что она	3	2
236	их из	1	2
237	но все	5	2
238	в совершенно	1	2
239	те же	3	2
240	в них	1	2
241	к которым	5	2
242	во второй	1	2
243	в своей	4	2
244	в котором	1	2
245	установить что	2	2
246	самое что	1	2
247	должны были	1	2
248	друг другу	1	2
249	и эти	1	2
250	все это	2	2
251	их в	7	2
252	с развитием	1	2
253	они же	2	2
254	совершенно иным	1	2
255	же процесс	1	2
256	видим что	2	2
257	во всем	3	2
258	до того	1	2
259	то это	5	2
260	и здесь	5	2
261	в момент	1	2
262	должны быть	1	2
263	знает что	1	2
264	для его	1	2
265	указывает на	4	2
266	в виду	1	2
267	на основе	1	2
268	совершенно ясно	2	2
269	в истории	2	2
270	что у	3	2
271	на нее	1	2
272	к совершенно	1	2
273	это мы	2	2
274	том как	2	2
275	по мере	1	2
276	если верно	1	2
277	это происходит	2	2
278	находятся в	1	2
279	его в	9	2
280	говорит он	1	2
281	представления о	3	2
282	явствует из	1	2
283	происходит в	2	2
284	что только	1	2
285	к их	1	2
286	только на	1	2
287	же в	3	2
288	эти же	1	2
289	но с	1	2
290	не дает	2	2
291	из них	2	2
292	эти три	1	2
293	вовсе не	4	2
294	к ним	2	2
295	не говорит	2	2
296	как будто	1	2
297	представляют собой	4	2
298	и даже	4	2
299	в ряде	1	2
300	а с	1	2
301	обратиться к	1	2
302	объясняет нам	1	2
303	у нас	2	2
304	о чем	3	2
305	является то	1	2
306	действия в	1	2
307	на который	1	2
