N	2gram	Propp_Isto_3	Vladivir
1	и в	22	30
2	в этом	17	20
3	то что	7	20
4	у него	3	19
5	и не	12	18
6	в том	9	18
7	и с	4	14
8	что он	9	13
9	не только	14	12
10	том что	8	12
11	там же	2	12
12	что в	15	12
13	как мы	8	11
14	в его	3	11
15	а в	6	11
16	сказать что	3	11
17	а также	2	10
18	не было	2	10
19	и даже	2	10
20	все же	5	9
21	кроме того	1	9
22	было бы	3	9
23	не в	4	9
24	в то	2	9
25	не может	4	9
26	потому что	3	9
27	в своем	2	8
28	но в	10	8
29	что же	1	8
30	не мог	2	8
31	связи с	6	8
32	но и	12	8
33	в связи	3	8
34	вместе с	9	8
35	ни в	2	7
36	точки зрения	2	7
37	никогда не	3	7
38	не менее	5	7
39	может быть	11	7
40	а не	6	7
41	как это	4	7
42	между прочим	3	7
43	для нас	4	7
44	и все	3	7
45	также и	1	6
46	хотя и	2	6
47	и к	3	6
48	об этом	1	6
49	тем не	5	6
50	и его	4	6
51	у нас	4	6
52	то время	2	6
53	только в	4	6
54	всяком случае	2	6
55	а именно	4	6
56	прежде всего	3	6
57	о чем	1	6
58	к этому	7	6
59	жизни и	2	6
60	во всяком	2	6
61	и то	2	5
62	с этим	8	5
63	все эти	4	5
64	при этом	2	5
65	как и	3	5
66	в своей	1	5
67	в котором	2	5
68	по себе	1	5
69	так как	7	5
70	в дальнейшем	4	5
71	это мы	1	5
72	так и	2	5
73	с ним	1	5
74	другими словами	1	5
75	и что	2	5
76	того что	5	5
77	тот же	1	5
78	так что	5	5
79	в течение	6	5
80	как бы	1	5
81	в основном	1	5
82	о его	1	5
83	все это	1	5
84	из этого	1	5
85	то же	6	4
86	той же	2	4
87	я не	3	4
88	то это	2	4
89	и он	2	4
90	в ней	2	4
91	и на	4	4
92	мы читаем	1	4
93	что его	1	4
94	отношение к	4	4
95	не очень	1	4
96	что это	1	4
97	в целом	3	4
98	в этой	5	4
99	на его	3	4
100	в нем	9	4
101	он не	5	4
102	его в	3	4
103	мы знаем	2	4
104	в этих	11	4
105	мы должны	7	4
106	не есть	1	4
107	и о	2	4
108	здесь не	3	4
109	можно сказать	2	4
110	по разным	1	4
111	о том	3	4
112	конечно не	1	4
113	вовсе не	2	4
114	со стороны	3	4
115	после смерти	2	4
116	так же	3	4
117	с этой	1	4
118	но это	3	4
119	в начале	1	4
120	на этот	1	4
121	ко всему	1	4
122	и вот	2	3
123	лет и	1	3
124	быть в	1	3
125	но не	7	3
126	не то	1	3
127	мы сейчас	2	3
128	его на	2	3
129	как в	2	3
130	и как	3	3
131	так или	1	3
132	из этих	3	3
133	всех этих	2	3
134	таким образом	10	3
135	должен был	3	3
136	только одно	1	3
137	в них	6	3
138	он сказал	1	3
139	в следующем	1	3
140	с точки	1	3
141	но он	4	3
142	не могли	1	3
143	вплоть до	1	3
144	к ней	4	3
145	он и	3	3
146	где он	1	3
147	и это	2	3
148	никак не	1	3
149	что и	9	3
150	мы будем	1	3
151	уже не	7	3
152	уже в	1	3
153	в виде	2	3
154	сказать о	1	3
155	здесь мы	5	3
156	или иначе	1	3
157	под влиянием	1	3
158	нет ничего	2	3
159	в данном	4	3
160	да и	2	3
161	своей жизни	1	3
162	и для	2	3
163	уже на	1	3
164	еще более	2	3
165	хотя бы	1	3
166	в свою	4	3
167	в таком	1	3
168	точно так	2	3
169	это в	1	3
170	также что	1	2
171	увидим ниже	3	2
172	но тем	2	2
173	и есть	2	2
174	очень много	2	2
175	и до	1	2
176	приходит к	1	2
177	мы уже	6	2
178	его не	3	2
179	еще на	1	2
180	который был	2	2
181	время как	2	2
182	не вполне	6	2
183	как я	1	2
184	по своему	1	2
185	а он	5	2
186	себе и	2	2
187	он на	2	2
188	во многих	2	2
189	на то	1	2
190	не могла	2	2
191	человек не	1	2
192	прочим и	1	2
193	том чтобы	1	2
194	и сам	1	2
195	и по	1	2
196	на этом	4	2
197	будем говорить	1	2
198	но все	2	2
199	это значит	1	2
200	в работе	2	2
201	на все	2	2
202	заключается в	1	2
203	это не	6	2
204	с начала	1	2
205	он все	3	2
206	с тем	2	2
207	а за	1	2
208	которой он	1	2
209	мы видели	13	2
210	мы не	1	2
211	он меня	1	2
212	с нами	1	2
213	где на	1	2
214	их в	3	2
215	однако в	1	2
216	ним в	1	2
217	даже в	2	2
218	и очень	1	2
219	она не	4	2
220	меня не	1	2
221	не имеет	2	2
222	правда в	1	2
223	того как	1	2
224	было у	1	2
225	в самых	2	2
226	казалось бы	1	2
227	в русском	2	2
228	меня и	1	2
229	уже и	1	2
230	как будто	2	2
231	а мы	3	2
232	начиная с	1	2
233	в разгар	1	2
234	к тому	3	2
235	вы не	1	2
236	но по	3	2
237	свою очередь	1	2
238	меня в	1	2
239	данном случае	3	2
240	и ту	1	2
241	возможно что	6	2
242	ничего не	6	2
243	со своей	1	2
244	после того	2	2
245	в чем	3	2
246	нас в	1	2
247	к нему	5	2
248	которой мы	1	2
249	и она	3	2
250	в каких	1	2
251	по возвращении	1	2
252	своих признаков	1	2
253	в указанном	1	2
254	он сам	1	2
255	него и	2	2
256	а то	2	2
257	его и	4	2
258	себе в	2	2
259	в новом	1	2
260	мы находим	1	2
261	друг друга	6	2
262	но уже	1	2
263	ее на	1	2
264	видно из	1	2
265	как у	1	2
266	здесь в	1	2
267	тут же	1	2
268	и прежде	1	2
269	во второй	1	2
270	что не	2	2
271	на эту	1	2
272	если не	2	2
273	уже давно	2	2
274	нет никаких	2	2
275	в частности	5	2
276	здесь можно	6	2
277	мужа и	1	2
278	и потому	2	2
279	или по	5	2
280	было написано	1	2
281	бы его	1	2
282	с очень	2	2
283	можно было	1	2
284	есть просто	1	2
285	и от	3	2
286	вот теперь	1	2
287	к этой	1	2
288	же в	2	2
289	с ней	6	2
290	есть и	5	2
291	этот период	1	2
292	и т	16	1
293	одним из	4	1
294	напомнить о	1	1
295	например в	2	1
296	в этот	2	1
297	в тех	2	1
298	а из	1	1
299	придал ей	1	1
300	и др	2	1
301	и насилия	1	1
302	эти мотивы	1	1
303	отношений в	1	1
304	действительности и	1	1
305	времени он	1	1
306	и за	1	1
307	в несколько	1	1
308	есть не	1	1
309	хорошо и	1	1
310	этого нет	1	1
311	нас важно	1	1
312	но она	2	1
313	что иное	3	1
314	вас не	1	1
315	представление о	3	1
316	очень скоро	1	1
317	мы здесь	4	1
318	которые он	1	1
319	в которых	2	1
320	иное как	3	1
321	за него	2	1
322	самом деле	1	1
323	но как	1	1
324	к богу	1	1
325	не все	6	1
326	а через	3	1
327	что так	1	1
328	не просто	1	1
329	бы что	1	1
330	нет и	1	1
331	что они	8	1
332	чем же	1	1
333	как говорит	1	1
334	более чем	1	1
335	мертвых и	1	1
336	независимо от	2	1
337	общего с	1	1
338	некоторое время	3	1
339	целом но	1	1
340	еще больше	1	1
341	он себе	1	1
342	целый ряд	3	1
343	что по	2	1
344	его к	1	1
345	ясно и	1	1
346	он в	1	1
347	и и	2	1
348	право на	1	1
349	тому же	2	1
350	если он	2	1
351	лес и	3	1
352	что она	5	1
353	больше всего	1	1
354	ей в	1	1
355	главным образом	1	1
356	не видишь	1	1
357	чтобы он	1	1
358	т д	15	1
359	их может	1	1
360	после этого	2	1
361	одному из	1	1
362	они в	2	1
363	направляется в	1	1
364	в первую	1	1
365	на том	3	1
366	нее и	2	1
367	свою собственную	1	1
368	них нет	1	1
369	возвращение к	1	1
370	но вместе	1	1
371	ему на	1	1
372	его от	1	1
373	никому не	2	1
374	так например	1	1
375	все с	1	1
376	это конечно	1	1
377	от нее	1	1
378	об этой	2	1
379	связанных с	2	1
380	и иногда	1	1
381	а как	1	1
382	неподалеку от	1	1
383	остановиться на	1	1
384	в жизни	2	1
385	и находит	1	1
386	для них	3	1
387	могилу и	1	1
388	все равно	3	1
389	далеко не	3	1
390	мы имеем	19	1
391	всю жизнь	2	1
392	со своими	2	1
393	друга в	1	1
394	оно имеет	1	1
395	чем в	1	1
396	здесь все	1	1
397	очень важный	1	1
398	такой же	2	1
399	можно только	3	1
400	во время	6	1
401	но если	1	1
402	можно найти	4	1
403	в такой	1	1
404	это делает	2	1
405	на месте	2	1
406	просто в	1	1
407	это подтверждается	1	1
408	своего рода	1	1
409	признает что	1	1
410	любовь и	1	1
411	нельзя было	1	1
412	не раз	2	1
413	выше мы	3	1
414	не будем	3	1
415	которые в	1	1
416	имеем не	3	1
417	если бы	6	1
418	по всем	1	1
419	дом и	4	1
420	что этот	1	1
421	отправляется в	2	1
422	могли быть	1	1
423	для нее	2	1
424	называет его	1	1
425	случае мы	1	1
426	сам он	1	1
427	но они	2	1
428	будем рассматривать	1	1
429	самого начала	1	1
430	в русской	3	1
431	дальше что	1	1
432	что такое	1	1
433	и сама	1	1
434	как следует	2	1
435	только не	2	1
436	к тебе	1	1
437	так далеко	1	1
438	связанное с	2	1
439	это то	1	1
440	очень мало	1	1
441	во всем	1	1
442	достаточно указать	1	1
443	только с	1	1
444	вопрос не	1	1
445	в каком	1	1
446	перед ним	1	1
447	только наиболее	1	1
448	у меня	5	1
449	и здесь	7	1
450	очень часто	3	1
451	в порядке	1	1
452	во все	2	1
453	нет мы	2	1
454	лет он	1	1
455	за что	1	1
456	пребывание в	4	1
457	на могилу	12	1
458	было уже	1	1
459	все еще	6	1
460	так просто	1	1
461	утверждать что	2	1
462	приведем еще	1	1
463	ничего общего	1	1
464	здесь еще	1	1
465	тогда я	1	1
466	не будет	1	1
467	трех лет	1	1
468	совершенно ясно	1	1
469	уже потому	1	1
470	чтобы быть	1	1
471	смерти в	3	1
472	только то	1	1
473	в себя	1	1
474	на той	1	1
475	с самого	1	1
476	дать нам	1	1
477	образом я	1	1
478	так в	6	1
479	с ростом	1	1
480	от того	1	1
481	с собой	2	1
482	на нее	3	1
483	ясно что	1	1
484	столько же	1	1
485	была у	1	1
486	еще не	10	1
487	этим в	1	1
488	для этого	1	1
489	день он	1	1
490	чем здесь	1	1
491	в известных	1	1
492	и должно	1	1
493	где оно	1	1
494	и та	1	1
495	и хочет	1	1
496	раньше чем	3	1
497	что бы	1	1
498	также в	1	1
499	представления о	2	1
500	здесь слишком	1	1
