N	3gram	Bakhtin_Pr_5	PoTuStor
1	с точки зрения	2	6
2	по ту сторону	1	4
3	на самом деле	9	4
4	с самого начала	8	4
5	в чем не	1	3
6	в этом смысле	3	3
7	до сих пор	1	3
8	по крайней мере	1	3
9	во всяком случае	4	3
10	не может быть	3	3
11	ни в чем	1	3
12	можно сказать что	1	3
13	в большинстве случаев	2	3
14	друг на друга	2	2
15	в нем нет	1	2
16	в самом деле	1	2
17	но в общем	2	2
18	в его целом	2	2
19	в сознание и	1	2
20	о том что	1	2
21	мы можем сказать	2	2
22	и в этом	2	2
23	если бы он	1	1
24	и того же	1	1
25	несколько слов о	1	1
26	одних и тех	1	1
27	то что я	2	1
28	на этом моменте	1	1
29	и столь же	1	1
30	всех без исключения	1	1
31	дело в том	1	1
32	если б я	2	1
33	в нем и	1	1
34	на них мы	1	1
35	подобно тому как	2	1
36	но даже и	1	1
37	одного и того	1	1
38	то же самое	1	1
39	сих пор еще	1	1
40	это последнее слово	1	1
41	и лишь в	1	1
42	как мы сказали	1	1
43	бы то ни	3	1
44	и та же	2	1
45	сознание и в	1	1
46	в этом отношении	1	1
47	в другом человеке	2	1
48	можно было бы	2	1
49	рано или поздно	1	1
50	как и всегда	1	1
51	со всех сторон	1	1
52	вместе с тем	1	1
53	и тех же	1	1
54	что я в	1	1
55	и со всеми	1	1
56	не чем иным	1	1
57	в данном случае	1	1
58	хотя и с	1	1
59	то ни было	3	1
60	чтобы пробиться к	1	1
61	что может быть	1	1
62	в высшей степени	3	1
63	всяком случае не	1	1
64	с ним и	1	1
65	в этот момент	1	1
66	б я не	1	1
67	один из моментов	1	1
68	конечно не случайно	1	1
69	в свое время	1	1
70	в том что	2	1
71	мы говорили что	1	1
72	и ни в	1	1
73	чем иным как	1	1
74	еще не стали	1	1
75	и пр в	1	1
76	так и в	2	1
77	его отношение к	4	1
78	и к другим	1	1
79	одна и та	2	1
80	и прежде всего	4	1
81	по его мнению	1	1
82	но оно в	1	1
83	или во всяком	1	1
84	и что он	2	1
85	друг с другом	4	1
86	на всю жизнь	2	1
87	для того чтобы	1	1
88	можем сказать что	2	1
89	мы увидим что	2	1
90	как мы знаем	2	1
91	той или иной	4	1
92	только себя и	1	1
93	мы еще не	1	1
