N	2gram	Bakhtin_Pr_4	Analitik
1	может быть	23	29
2	в том	9	27
3	не может	19	22
4	и не	27	21
5	в частности	1	19
6	и в	46	18
7	но и	12	17
8	а не	11	17
9	не только	14	15
10	не в	10	14
11	в этом	16	13
12	как и	12	13
13	в его	9	13
14	при этом	5	12
15	том что	4	12
16	в себе	7	11
17	то есть	40	11
18	но не	4	10
19	то же	6	9
20	в то	5	9
21	а в	2	9
22	в мире	3	8
23	но в	6	8
24	в той	3	8
25	не есть	1	8
26	произведения как	1	7
27	тем самым	1	7
28	к тому	2	7
29	этого слова	2	7
30	я и	1	6
31	перед лицом	1	6
32	мы имеем	3	6
33	в сущности	7	6
34	по отношению	5	6
35	отличие от	3	6
36	в самом	9	6
37	это не	5	6
38	далеко не	3	6
39	точки зрения	11	6
40	в своей	3	6
41	в отличие	3	6
42	по своей	3	6
43	той или	2	6
44	в себя	4	6
45	времени и	2	6
46	же время	5	6
47	только в	6	6
48	себя в	3	6
49	то что	4	6
50	или иной	2	6
51	прежде всего	9	6
52	в их	4	5
53	и на	11	5
54	и как	2	5
55	в произведении	2	5
56	в целом	1	5
57	в этой	3	5
58	лишь в	2	5
59	и его	6	5
60	о том	5	5
61	между тем	2	5
62	и т.п	14	5
63	как бы	19	5
64	отношению к	5	5
65	что в	4	5
66	того же	3	4
67	из того	1	4
68	в широком	1	4
69	все же	4	4
70	тому же	1	4
71	не всегда	1	4
72	с точки	9	4
73	и другого	2	4
74	большей или	2	4
75	по себе	7	4
76	и соответственно	1	4
77	в области	1	4
78	ни в	6	4
79	могут быть	2	4
80	так и	4	4
81	не с	1	4
82	с ним	2	4
83	как правило	1	4
84	в другом	2	4
85	с другой	3	4
86	уже не	4	4
87	с другим	1	4
88	именно в	1	4
89	себя и	3	4
90	вместе с	2	4
91	в литературе	1	4
92	ни было	1	4
93	или меньшей	2	4
94	одним из	3	3
95	и есть	1	3
96	между двумя	3	3
97	подхода к	1	3
98	место в	1	3
99	если в	2	3
100	в художественном	2	3
101	что как	1	3
102	однако не	1	3
103	и к	9	3
104	автора и	2	3
105	в нашем	1	3
106	как он	3	3
107	в нем	17	3
108	он не	4	3
109	в силу	1	3
110	таким образом	4	3
111	даже в	1	3
112	в котором	5	3
113	своего рода	4	3
114	однако в	1	3
115	дело не	1	3
116	того чтобы	1	3
117	того и	2	3
118	при наличии	1	3
119	о нем	6	3
120	в таком	1	3
121	как будто	1	3
122	не могут	3	3
123	быть сведено	1	3
124	в собственном	1	3
125	если бы	3	3
126	к нему	5	3
127	с его	5	3
128	том или	2	3
129	еще не	7	3
130	с одной	1	3
131	вопроса о	1	3
132	от себя	1	3
133	никто не	1	3
134	что и	3	3
135	одной стороны	1	3
136	а именно	1	3
137	а с	1	3
138	что не	1	3
139	смысла и	1	3
140	более того	3	3
141	человек в	1	3
142	художественного видения	2	3
143	что мы	2	3
144	и одновременно	2	3
145	и все	9	3
146	хотя бы	2	3
147	я в	1	3
148	что он	6	3
149	своего предмета	1	3
150	том числе	4	3
151	отношения к	2	2
152	самом деле	4	2
153	на самом	1	2
154	он может	1	2
155	в первом	1	2
156	также и	3	2
157	той же	3	2
158	а как	2	2
159	на себя	4	2
160	и то	1	2
161	между собой	1	2
162	события в	1	2
163	иного рода	1	2
164	данном случае	1	2
165	отношение к	3	2
166	нет и	2	2
167	за пределы	5	2
168	без другого	1	2
169	как к	1	2
170	могли бы	1	2
171	не являются	1	2
172	его к	2	2
173	все эти	4	2
174	бы не	2	2
175	из этих	3	2
176	рассказ о	1	2
177	и до	3	2
178	героя к	1	2
179	широком смысле	2	2
180	на его	1	2
181	одному из	1	2
182	могут оказаться	2	2
183	не к	3	2
184	и по	2	2
185	на этом	3	2
186	и с	7	2
187	самим собой	2	2
188	на все	2	2
189	реальности и	1	2
190	вовсе не	9	2
191	так как	5	2
192	несмотря на	1	2
193	жизни но	1	2
194	такой же	3	2
195	для него	2	2
196	от своего	1	2
197	при изучении	1	2
198	не становится	1	2
199	не должен	1	2
200	не столько	1	2
201	вопрос о	2	2
202	художественного мира	1	2
203	которые в	2	2
204	для этого	2	2
205	свое время	2	2
206	тогда когда	1	2
207	в процессе	4	2
208	совпадает с	1	2
209	никогда не	6	2
210	и является	2	2
211	потому что	4	2
212	в сознании	1	2
213	отличается от	3	2
214	для себя	1	2
215	как мы	12	2
216	роль в	1	2
217	и о	3	2
218	здесь не	4	2
219	в пределах	10	2
220	к любой	1	2
221	читателя в	1	2
222	и сам	5	2
223	особенно в	5	2
224	еще в	1	2
225	должно быть	4	2
226	но к	1	2
227	за пределами	1	2
228	можно сказать	4	2
229	другого сознания	1	2
230	каждом из	1	2
231	деле в	1	2
232	может иметь	1	2
233	один из	1	2
234	в двух	1	2
235	бы ни	2	2
236	его и	1	2
237	в новом	1	2
238	сами по	2	2
239	при всей	1	2
240	не о	1	2
241	может служить	1	2
242	бытия и	3	2
243	логическое отношение	1	2
244	для художественного	1	2
245	со стороны	1	2
246	было бы	3	2
247	душевной жизни	1	2
248	на фоне	6	2
249	и потому	1	2
250	в присутствии	2	2
251	установкой на	1	2
252	в данном	2	2
253	другого я	1	2
254	что же	3	2
255	с первой	1	2
256	и тогда	1	2
257	внутреннее пространство	4	2
258	высказывания то	1	2
259	нет ничего	1	2
260	другой стороны	3	2
261	была бы	1	2
262	других людей	1	2
263	в свое	2	2
264	героя в	3	2
265	в какой	1	2
266	в речь	3	2
267	в роли	1	2
268	себя как	3	1
269	например в	4	1
270	же человек	1	1
271	предполагает что	1	1
272	человека и	3	1
