N	2gram	Medvedev_V_1	Mirosoze
1	и в	26	46
2	у достоевского	1	34
3	в нем	6	22
4	у него	6	22
5	может быть	22	21
6	в этом	26	20
7	не только	25	18
8	и не	19	18
9	никогда не	4	18
10	для него	8	18
11	во имя	1	16
12	но и	10	15
13	не может	17	15
14	человека в	2	14
15	как и	7	13
16	а не	7	13
17	друг друга	1	12
18	прежде всего	13	12
19	потому что	1	12
20	и он	2	11
21	не было	7	11
22	но он	1	11
23	в ней	2	11
24	у нас	2	11
25	но в	2	10
26	в себе	6	10
27	он не	2	10
28	он был	1	9
29	не в	6	9
30	и есть	5	8
31	отношение к	1	8
32	и достоевский	2	8
33	в своем	8	8
34	она не	3	8
35	переходит в	1	8
36	как бы	5	8
37	но это	1	8
38	человека и	3	7
39	связана с	2	7
40	как в	1	7
41	и к	3	7
42	в этой	4	7
43	человеческой личности	1	7
44	хотя бы	19	7
45	и потому	2	7
46	и для	2	7
47	что он	4	7
48	вопрос о	1	6
49	судьба человека	1	6
50	он сам	2	6
51	доходит до	1	6
52	жизнь в	1	6
53	так же	3	6
54	того что	3	6
55	жизни и	3	6
56	то же	10	5
57	не способен	1	5
58	в самом	4	5
59	бы и	6	5
60	привести к	1	5
61	что она	2	5
62	что все	3	5
63	в своей	4	5
64	в конце	3	5
65	и его	6	5
66	к тому	4	5
67	и это	1	5
68	это не	7	5
69	один из	5	5
70	в его	14	5
71	для того	3	5
72	то что	6	5
73	и все	1	5
74	в духе	1	5
75	также и	2	4
76	жизни это	1	4
77	с его	3	4
78	у них	2	4
79	в жизни	2	4
80	том что	8	4
81	жизнь и	1	4
82	тому что	6	4
83	не имеет	1	4
84	того чтобы	3	4
85	должны быть	2	4
86	они и	1	4
87	должен быть	4	4
88	что у	2	4
89	так и	5	4
90	для этого	1	4
91	ума и	2	4
92	в русском	1	4
93	уже не	1	4
94	что и	3	4
95	в свою	1	4
96	они не	2	4
97	самого себя	2	4
98	т е	18	4
99	что в	10	4
100	смысле слова	2	3
101	же как	2	3
102	чтобы не	2	3
103	это и	6	3
104	в чем	2	3
105	что нет	2	3
106	он в	1	3
107	если есть	1	3
108	как он	2	3
109	идет дальше	1	3
110	идеи и	6	3
111	в каждом	2	3
112	его в	3	3
113	на почве	1	3
114	ни в	1	3
115	в них	4	3
116	он же	5	3
117	что всякий	1	3
118	не для	1	3
119	можно ли	2	3
120	того как	1	3
121	достоевский в	1	3
122	только с	2	3
123	себя и	1	3
124	момент в	3	3
125	в образе	2	3
126	было в	2	3
127	если бы	3	3
128	с ним	1	3
