N	2gram	Voloshinov_1	StatiiOP
1	и в	3	29
2	но и	1	19
3	не только	1	19
4	в его	1	13
5	к тому	1	10
6	и не	1	9
7	тому что	1	7
8	в ней	1	7
9	и на	1	6
10	точки зрения	1	5
11	в языке	1	5
12	а не	1	5
13	связи с	1	4
14	для него	1	4
15	на нее	1	3
16	не менее	1	3
17	не может	4	2
18	конечно и	1	2
19	в то	1	2
20	литературного языка	1	2
21	то же	1	2
22	с точки	1	2
23	сравнении с	1	2
24	нет и	1	2
25	если бы	1	2
26	в особенности	1	2
27	несмотря на	1	2
28	при сравнении	1	2
29	может быть	1	2
30	его от	1	1
31	бы в	1	1
32	же время	1	1
33	истории русского	1	1
34	событий и	1	1
35	и все	1	1
36	с другими	1	1
37	становится особенно	1	1
38	языка как	1	1
39	с теми	1	1
40	в конкретном	1	1
41	из этих	1	1
42	формальных приемов	1	1
43	языка стр	1	1
44	русского литературного	1	1
45	можно назвать	1	1
46	во второй	1	1
47	один из	2	1
48	в выборе	1	1
49	нуждаются в	1	1
50	в каждом	1	1
51	и тому	1	1
52	первая часть	1	1
53	по своим	1	1
54	произведения но	1	1
