N	3gram	Trubetskoy_1	Sovremen
1	с точки зрения	6	5
2	не может быть	1	4
3	не может не	1	3
4	мы видели что	1	3
5	с самого начала	2	3
6	тем не менее	3	2
7	друг с другом	5	2
8	во всяком случае	6	2
9	в отличие от	1	2
10	в свою очередь	1	2
11	может быть и	2	2
12	в настоящее время	1	2
13	то же самое	2	2
14	каждая из этих	1	1
15	и в этом	2	1
16	и есть то	1	1
17	по крайней мере	5	1
18	всяком случае не	3	1
19	не в том	1	1
20	в связи с	3	1
21	таким образом он	1	1
22	все более и	1	1
23	в этом направлении	1	1
24	по отношению к	1	1
25	так же как	3	1
26	предполагается что все	1	1
27	влечет за собой	2	1
28	один и тот	1	1
29	и все же	1	1
30	до сих пор	5	1
31	то же время	2	1
32	и в то	1	1
33	но тем не	1	1
34	сами по себе	1	1
35	мы должны признать	2	1
36	друг на друга	2	1
37	бы то ни	2	1
38	но они не	1	1
39	совершенно так же	1	1
40	заключает в себе	2	1
41	более и более	1	1
42	в самом деле	1	1
43	той или иной	2	1
44	но все же	4	1
45	не более как	1	1
46	будет продолжаться но	1	1
47	и что она	1	1
48	в то же	2	1
49	мы видим что	1	1
50	в том что	3	1
51	в этой области	1	1
52	в данном случае	1	1
53	между собой поэтому	1	1
54	может быть в	1	1
55	и не можем	1	1
56	и действительно если	1	1
57	то ни было	2	1
58	только не в	1	1
59	и в настоящее	1	1
60	с одной стороны	7	1
61	ясно что все	1	1
62	на этот раз	1	1
63	тот факт что	1	1
64	и тот же	1	1
