N	3gram	Vinokur_St_3	Psycholo
1	для того чтобы	1	19
2	в том что	11	12
3	о том что	4	10
4	в самом деле	1	7
5	то же самое	1	6
6	на то что	3	6
7	к тому что	2	5
8	на самом деле	1	5
9	с самого начала	2	5
10	и может быть	1	4
11	с точки зрения	4	4
12	можно было бы	1	4
13	как раз в	1	4
14	том что он	1	3
15	то что в	1	3
16	в том чтобы	2	3
17	в конце концов	3	3
18	и в этом	2	3
19	то что он	1	3
20	это означало бы	1	3
21	во всяком случае	4	3
22	заключается в том	2	3
23	и т п	6	3
24	до сих пор	2	3
25	с одной стороны	2	3
26	и в конце	1	2
27	потому что он	2	2
28	только что в	1	2
29	обратите внимание на	1	2
30	сам по себе	1	2
31	начала до конца	1	2
32	во всех этих	2	2
33	все это было	1	2
34	вместе с тем	1	2
35	но может быть	1	2
36	и в частности	1	2
37	то время как	4	2
38	что в этой	2	2
39	и что он	1	2
40	он говорит что	1	2
41	с другой стороны	4	2
42	и той же	1	2
43	же самое и	1	2
44	таким образом в	1	2
45	в то время	4	2
46	может быть это	3	2
47	то что ему	1	2
48	что в ней	1	2
49	он не понимает	1	2
50	не только не	1	2
51	и в самом	1	2
52	речь идет о	1	2
53	в своей трагедии	2	2
54	одной и той	1	2
55	на то как	1	2
56	и т д	2	2
57	должно было бы	1	2
58	совершенно очевидно что	1	1
59	в драме и	2	1
60	а не в	1	1
61	он может быть	1	1
62	в одной и	1	1
63	ним и до	1	1
64	почти в самом	1	1
65	то это означало	1	1
66	именно то что	1	1
67	нам известна только	1	1
68	не может жить	1	1
69	с тем что	3	1
70	то же время	3	1
71	говорит что он	2	1
72	свидетельствуют о том	1	1
73	никогда не был	1	1
74	с этой точки	1	1
75	над вопросом о	1	1
76	в трагедии не	1	1
77	и в некоторых	1	1
78	о том в	1	1
79	из которых складывается	2	1
80	то можно сказать	1	1
81	драматического произведения и	1	1
82	это не так	2	1
83	трагедии то что	1	1
84	и то обстоятельство	1	1
85	а с другой	2	1
86	с ним и	1	1
87	в свою очередь	1	1
88	независимо от этого	1	1
89	так что она	1	1
90	на тему о	2	1
91	в этой сцене	1	1
92	сомнения в том	1	1
93	тем что в	2	1
94	мы имели дело	1	1
95	нет ни одного	1	1
96	а то что	1	1
97	вместе с ним	1	1
98	не может быть	5	1
99	то обстоятельство что	5	1
100	одной стороны он	1	1
101	смотреть как на	1	1
102	ни в какой	1	1
103	и если бы	1	1
104	этой точки зрения	1	1
105	до того как	1	1
106	не только в	3	1
107	что нет никакой	1	1
108	можно сказать что	1	1
109	и в результате	1	1
110	в этом смысле	4	1
111	в то же	3	1
112	на протяжении трагедии	1	1
113	в предисловии к	2	1
114	что это есть	2	1
115	может жить без	1	1
116	так или иначе	1	1
117	может быть он	1	1
118	точку зрения на	1	1
119	имеем здесь дело	1	1
