N	2gram	Tiupa_Anal_1	EvropaiE
1	и в	18	37
2	в отношении	1	32
3	в пределах	2	25
4	точки зрения	6	23
5	что в	5	21
6	не только	15	18
7	с точки	4	17
8	в то	9	16
9	то же	9	15
10	хотя бы	3	15
11	но в	8	14
12	же время	6	14
13	в качестве	31	14
14	но и	17	14
15	и не	21	14
16	в этом	13	12
17	в их	5	11
18	в области	4	11
19	в том	27	11
20	так и	4	10
21	отнюдь не	15	9
22	в себе	11	9
23	только в	6	9
24	прежде всего	6	9
25	все более	1	9
26	не может	22	9
27	в ее	1	8
28	думать что	2	8
29	было бы	2	8
30	в своей	6	8
31	к тому	7	8
32	между тем	5	8
33	с одной	3	8
34	одной стороны	3	8
35	также и	2	7
36	а также	3	7
37	того что	4	7
38	так как	2	7
39	с другой	4	7
40	как и	13	7
41	по своему	1	7
42	может быть	29	6
43	и на	5	6
44	во всех	1	6
45	то есть	11	6
46	том что	12	6
47	того чтобы	3	6
48	вслед за	1	6
49	вовсе не	2	6
50	для того	4	6
51	в последние	1	6
52	и даже	1	6
53	как бы	5	6
54	с этой	1	6
55	то что	6	6
56	столь же	4	5
57	но не	10	5
58	не в	14	5
59	и по	2	5
60	тем самым	7	5
61	как мы	2	5
62	в виде	1	5
63	со стороны	2	5
64	в частности	19	5
65	и потому	2	5
66	в течение	1	5
67	в той	8	5
68	как нам	1	5
69	этой точки	1	5
70	то в	2	4
71	мы не	1	4
72	вопрос о	2	4
73	в полной	3	4
74	в ней	1	4
75	независимо от	1	4
76	в самом	6	4
77	то ни	3	4
78	того или	3	4
79	несмотря на	2	4
80	как совокупность	2	4
81	даже в	3	4
82	в процессе	2	4
83	иными словами	1	4
84	той или	6	4
85	бы то	3	4
86	по себе	4	4
87	можно сказать	2	4
88	тем более	2	4
89	именно в	4	4
90	ни было	4	4
91	или иной	6	4
92	мира в	2	4
93	как это	1	4
94	для нас	1	4
95	или иного	3	4
96	культуры в	2	4
97	в каком	1	4
98	на себя	2	3
99	того же	4	3
100	как в	1	3
101	и к	3	3
102	всего лишь	4	3
103	представляет собой	16	3
104	в известном	1	3
105	не будет	3	3
106	этом смысле	1	3
107	и тем	1	3
108	в них	1	3
109	с тем	1	3
110	она в	1	3
111	в которых	1	3
112	никогда не	2	3
113	потому что	2	3
114	в пределы	1	3
115	с другом	1	3
116	бы ни	2	3
117	тем в	1	3
118	приближается к	1	3
119	о том	5	3
120	как было	1	3
121	место в	3	3
122	что и	3	3
123	и только	1	3
124	известном смысле	1	3
125	всяком случае	1	3
126	этот факт	1	3
127	в данной	1	3
128	из них	2	3
129	себе в	2	3
130	этом отношении	2	3
131	в свою	1	3
132	говорит о	1	3
133	ни на	1	3
134	в данном	2	3
135	друг с	1	3
136	в культуре	3	3
137	является ли	1	3
138	не является	2	3
139	и для	1	3
140	и от	1	3
141	в результате	1	3
142	мира и	1	3
143	не более	4	3
144	жизни в	1	3
145	ее в	1	3
146	в таком	3	3
147	во всяком	1	3
148	и то	2	2
149	мира не	1	2
150	по преимуществу	1	2
151	должна быть	1	2
152	есть не	8	2
153	и другая	1	2
154	из того	4	2
155	меньшей степени	1	2
156	между собой	2	2
157	он сам	1	2
158	а тем	1	2
159	но как	1	2
160	в сторону	1	2
161	как их	1	2
162	более чем	4	2
163	его на	1	2
164	помнить что	1	2
165	хотя и	1	2
166	тому или	1	2
167	и как	5	2
168	что это	1	2
169	в этой	5	2
170	в случае	6	2
171	этот процесс	1	2
172	он не	3	2
173	или иному	1	2
174	отношений между	1	2
175	в силу	3	2
176	какой бы	2	2
177	таким образом	3	2
178	в мире	8	2
179	и с	2	2
180	заключается в	1	2
181	с другими	4	2
182	для них	1	2
183	далеко не	6	2
184	нас к	1	2
185	в своих	1	2
186	одна и	1	2
187	иначе говоря	9	2
188	такой же	2	2
189	культуры с	1	2
190	и того	5	2
191	в этих	1	2
192	в котором	3	2
193	не к	2	2
194	одном из	1	2
195	и более	4	2
196	при условии	1	2
197	тогда когда	2	2
198	по своей	6	2
199	как будто	3	2
200	не могут	3	2
201	могут быть	4	2
202	всего в	1	2
203	только одно	1	2
204	имеет место	5	2
205	утверждать что	1	2
206	но по	1	2
207	как не	1	2
208	свою очередь	1	2
209	говоря уже	1	2
210	данном случае	2	2
211	на основе	2	2
212	с мировым	1	2
213	культуры и	1	2
214	если бы	3	2
215	и та	2	2
216	в будущее	1	2
217	и что	1	2
218	и во	1	2
219	к нему	3	2
220	во втором	1	2
221	в его	13	2
222	во всей	1	2
223	мы должны	1	2
224	в какой	2	2
225	есть в	1	2
226	не можем	1	2
227	если в	3	2
228	при помощи	2	2
229	участие в	1	2
230	в одном	1	2
231	значение только	1	2
232	на уровне	3	2
233	влияние на	1	2
234	к отношениям	1	2
235	а именно	3	2
236	а не	17	2
237	не означает	1	2
238	долгое время	1	2
239	что все	1	2
240	можно утверждать	1	2
241	начиная с	1	2
242	вместе с	4	2
243	или по	1	2
244	что же	2	2
245	или хотя	1	2
246	в стране	1	2
247	и таким	1	2
248	происходит в	1	2
249	или в	1	2
250	и все	3	2
251	всех прочих	1	2
252	и наконец	1	2
253	исключительно в	1	2
254	же в	1	2
255	а в	9	2
256	даже при	1	2
257	не есть	8	2
258	между ними	1	2
259	не говоря	2	2
260	другой стороны	2	2
261	приводит нас	1	2
262	жизни и	1	2
263	и эта	1	2
264	себя как	1	1
265	как известно	3	1
266	ко всем	1	1
267	рода и	2	1
268	и т	3	1
269	например в	1	1
270	тех же	1	1
271	он обращен	1	1
272	перед лицом	6	1
273	от своей	1	1
274	и до	2	1
275	речь идет	1	1
276	противном случае	1	1
277	чтобы тот	1	1
278	всех и	1	1
279	которая при	1	1
280	всякого иного	1	1
281	той же	2	1
282	на тех	1	1
283	есть нечто	1	1
284	которое не	1	1
285	не способен	1	1
286	из перечисленных	1	1
287	которое дает	2	1
288	быть в	1	1
289	нам представляется	1	1
290	тот что	1	1
291	с его	3	1
292	что люди	1	1
293	тем как	1	1
294	и всего	1	1
295	чем это	1	1
296	мы будем	1	1
297	к которой	1	1
298	по отношению	6	1
299	в новом	2	1
300	постановка проблемы	1	1
301	тогда как	14	1
302	отличие от	6	1
303	быть сведена	1	1
304	за пределы	2	1
305	как по	1	1
306	в рамках	3	1
307	человеческого бытия	2	1
308	все же	4	1
309	однако не	3	1
310	в противном	1	1
311	в полном	1	1
312	смысле этого	1	1
313	к тем	1	1
314	могли бы	2	1
315	не являются	2	1
316	говорит об	1	1
317	его к	2	1
318	этого мира	1	1
319	более или	1	1
320	та же	1	1
321	и возникновение	1	1
322	бы с	1	1
323	он в	1	1
324	в нашем	3	1
325	которые в	2	1
326	поскольку в	1	1
327	мы именуем	1	1
328	один и	1	1
329	и тот	1	1
330	но его	1	1
331	тому же	4	1
332	и те	1	1
333	претендовать на	1	1
334	из общей	1	1
335	на его	2	1
336	кажется не	1	1
337	при этом	12	1
338	к некоторому	1	1
339	не значит	1	1
340	в принципе	8	1
341	состоит в	11	1
342	не как	1	1
343	части этого	1	1
344	любой из	1	1
345	имеют значение	1	1
346	на этом	2	1
347	его можно	1	1
348	такая постановка	1	1
349	или иных	2	1
350	и наоборот	1	1
351	но все	1	1
352	от нее	1	1
353	а затем	1	1
354	в нем	3	1
355	как случайно	1	1
356	к любой	2	1
357	же касается	1	1
358	том случае	1	1
359	характерной чертой	1	1
360	в глубине	1	1
361	полной мере	3	1
362	говорить не	1	1
363	лишь в	5	1
364	входит в	1	1
365	и иных	1	1
366	свести к	1	1
367	в ином	1	1
368	который по	1	1
369	его частей	1	1
370	она и	1	1
371	соответствии с	2	1
372	жизни но	2	1
373	перед собой	2	1
374	ответ и	1	1
375	или менее	1	1
376	весьма часто	1	1
377	может лишь	1	1
378	оставаться в	1	1
379	в такой	1	1
380	то его	1	1
381	в отличие	6	1
382	от себя	3	1
383	своих частях	1	1
384	сведена к	1	1
385	которое недоступно	1	1
386	творчества и	2	1
387	при рассмотрении	3	1
388	войти в	1	1
389	том же	1	1
390	для этого	2	1
391	тому что	1	1
392	если и	1	1
393	о будущем	1	1
394	за несколько	1	1
395	все эти	2	1
396	не менее	1	1
397	вплоть до	1	1
398	в обоих	1	1
399	одна из	1	1
400	собой своеобразный	1	1
401	наблюдений над	1	1
402	в разных	1	1
403	в самой	1	1
404	они являются	1	1
405	к концу	1	1
406	такая же	1	1
407	следует понимать	1	1
408	во всем	1	1
409	мире и	2	1
410	и его	5	1
411	связи с	1	1
412	в сознании	2	1
413	следует что	2	1
414	в основе	6	1
415	реальности это	2	1
416	приобщения к	1	1
417	числе и	1	1
418	которой могут	2	1
419	все еще	1	1
420	от элементов	1	1
421	для себя	2	1
422	оно может	3	1
423	и о	2	1
424	и художественное	1	1
425	и сами	1	1
426	людей в	1	1
427	во внутреннюю	1	1
428	то или	1	1
429	мысль о	2	1
430	на свой	1	1
431	в рамки	1	1
432	литературы и	1	1
433	как с	1	1
434	и сам	2	1
435	что может	1	1
436	те же	1	1
437	одного из	2	1
438	по природе	3	1
439	еще в	2	1
440	ко второй	1	1
441	является в	1	1
442	быть может	2	1
443	которая в	3	1
444	составляет часть	1	1
445	с ним	4	1
446	не случайна	1	1
447	означает что	3	1
448	сводится к	5	1
449	в состав	3	1
450	на вопрос	4	1
451	внимание на	1	1
452	его жизни	1	1
453	может не	1	1
454	более высокой	1	1
455	времени в	1	1
456	положения и	1	1
457	связь между	1	1
458	в которую	1	1
459	из себя	1	1
460	однако с	1	1
461	эти два	1	1
462	того в	1	1
463	но нельзя	1	1
464	в ту	1	1
465	большей или	4	1
466	быть и	1	1
467	один из	2	1
468	в двух	2	1
469	тот же	1	1
470	дело с	4	1
471	всех этих	1	1
472	мы увидим	1	1
473	ли он	2	1
474	и науке	1	1
475	как нечто	1	1
476	являет собой	1	1
477	что как	3	1
478	который в	2	1
479	и ее	1	1
480	же при	1	1
481	по этому	1	1
482	может она	1	1
483	со своим	1	1
484	уже не	4	1
485	то и	1	1
486	только тогда	1	1
487	в начале	2	1
488	что не	3	1
489	человека этот	1	1
490	от других	1	1
491	принадлежит не	1	1
492	но от	1	1
493	к установлению	1	1
494	для него	2	1
495	мы находим	1	1
496	не о	2	1
497	бытия и	2	1
498	или иное	1	1
499	эволюции в	1	1
500	выходит за	1	1
501	даже не	1	1
502	на примере	2	1
503	или иначе	1	1
504	не обязательно	1	1
505	не сводится	2	1
506	с той	1	1
507	или меньшей	4	1
508	что для	1	1
509	обратиться к	3	1
510	выступает в	2	1
511	в соответствии	1	1
512	не было	1	1
513	в любой	1	1
514	человеческой жизни	1	1
515	не ставим	1	1
516	него не	1	1
517	реальности в	4	1
518	что из	2	1
519	что мы	3	1
520	этот принцип	1	1
521	бы как	1	1
522	если не	1	1
523	в связи	1	1
524	xx века	1	1
525	связь с	1	1
526	уже о	1	1
527	нет ничего	2	1
528	для сферы	1	1
529	качестве объекта	1	1
530	для всех	1	1
531	она есть	2	1
532	в состоянии	1	1
533	к определению	1	1
534	должно быть	2	1
535	этого слова	7	1
536	с некоторым	1	1
537	аналогии с	1	1
538	в формах	1	1
539	в аспекте	1	1
540	тех или	2	1
541	более того	3	1
542	одного и	2	1
543	указать на	1	1
544	при таком	1	1
545	она может	3	1
546	что оно	1	1
547	та и	1	1
548	о котором	1	1
549	в отдельных	1	1
550	ее и	1	1
551	особого рода	7	1
552	значение лишь	1	1
553	в большей	1	1
554	уже существует	1	1
555	но это	1	1
556	в мировом	2	1
557	бы столь	1	1
558	мы подразумеваем	1	1
559	совершенно ошибочно	1	1
560	степень совершенства	1	1
561	понимать как	2	1
562	оно не	1	1
563	что даже	1	1
564	в свое	2	1
565	к числу	1	1
566	но сама	1	1
567	включает в	1	1
568	только одна	1	1
569	случае если	1	1
570	который не	1	1
571	ничего иного	2	1
572	приобретают характер	1	1
573	все что	1	1
574	том числе	3	1
