N	2gram	Propp_Isto_7	Problemy
1	и в	24	43
2	и не	4	29
3	т е	16	26
4	может быть	14	23
5	как бы	4	22
6	не может	14	18
7	как и	6	14
8	но и	11	14
9	и т	17	13
10	в этом	12	13
11	точки зрения	4	13
12	что он	21	13
13	в нем	6	12
14	не только	21	11
15	в каждом	1	11
16	не в	9	11
17	по себе	1	11
18	и на	2	10
19	но в	5	10
20	как мы	3	10
21	в его	1	10
22	прежде всего	2	10
23	еще не	8	9
24	он не	6	9
25	никогда не	4	9
26	в большинстве	1	9
27	т п	1	9
28	то же	8	8
29	с точки	1	8
30	и его	3	8
31	большинстве случаев	1	8
32	или в	8	8
33	перед нами	2	7
34	в самом	2	7
35	к себе	3	7
36	в то	2	7
37	и сам	1	7
38	в другом	1	7
39	в него	1	7
40	до сих	2	7
41	а не	8	7
42	что же	1	7
43	сих пор	3	7
44	то что	7	7
45	и наконец	3	6
46	при этом	4	6
47	в этих	13	6
48	что я	1	6
49	здесь не	2	6
50	в том	7	6
51	в котором	2	6
52	у него	10	6
53	и все	6	6
54	самом деле	1	5
55	нам кажется	1	5
56	к другому	1	5
57	и он	3	5
58	но не	6	5
59	по отношению	1	5
60	хотя и	3	5
61	все эти	2	5
62	на то	3	5
63	таким образом	7	5
64	и с	1	5
65	было бы	2	5
66	рядом с	1	5
67	но здесь	2	5
68	о том	9	5
69	никак не	1	5
70	и что	10	5
71	к нему	7	5
72	мы увидим	6	5
73	так что	3	5
74	вовсе не	4	5
75	все это	8	5
76	а что	1	5
77	а в	10	5
78	героя и	5	5
79	отношению к	1	5
80	а как	1	4
81	мы не	4	4
82	я не	1	4
83	с его	3	4
84	во всех	7	4
85	себе и	3	4
86	сама по	1	4
87	там где	5	4
88	вот как	1	4
89	в своем	1	4
90	своему предмету	1	4
91	знаю что	2	4
92	т д	16	4
93	если же	1	4
94	же не	1	4
95	в них	3	4
96	далеко не	1	4
97	должно быть	1	4
98	во время	6	4
99	в своей	1	4
100	но он	2	4
101	как его	1	4
102	в самой	1	4
103	к тому	1	4
104	и это	2	4
105	с собой	7	4
106	из одного	3	4
107	по мере	1	4
108	этот вопрос	2	4
109	только в	6	4
110	так как	8	4
111	с другой	9	4
112	на этот	2	4
113	не могут	2	4
114	и нет	2	4
115	но это	3	4
116	это он	1	4
117	что в	13	4
118	но эти	1	4
119	не хочет	1	3
120	должна быть	1	3
121	мы уже	4	3
122	что если	1	3
123	здесь нет	3	3
124	он был	1	3
125	в одной	2	3
126	стороны и	2	3
127	кроме того	3	3
128	когда он	3	3
129	и к	1	3
130	более или	1	3
131	еще один	2	3
132	только на	2	3
133	это не	10	3
134	в жизни	1	3
135	кажется что	3	3
136	такой же	1	3
137	или менее	1	3
138	и их	1	3
139	в их	4	3
140	образом и	1	3
141	она не	2	3
142	на него	2	3
143	того и	1	3
144	ничего не	5	3
145	во всем	2	3
146	не менее	5	3
147	но при	2	3
148	он с	1	3
149	и этим	3	3
150	можно было	1	3
151	так и	5	3
152	если бы	1	3
153	и даже	3	3
154	с ним	5	3
155	и здесь	12	3
156	в различных	3	3
157	что и	8	3
158	и только	1	3
159	здесь в	1	3
160	его в	3	3
161	тот же	2	3
162	и рассказ	1	3
163	и ее	2	3
164	уже не	2	3
165	героя с	1	3
166	в виде	1	3
167	тем что	6	3
168	к самому	1	3
169	по своим	3	3
170	по существу	4	3
171	но для	2	3
172	все же	9	3
173	в эту	1	3
174	но зато	1	3
175	не знает	1	3
176	другой стороны	8	3
177	того же	2	3
178	есть и	4	3
179	героя в	1	3
180	ту же	1	2
181	отношения к	1	2
182	из его	1	2
183	почти всегда	2	2
184	и о	2	2
185	вопрос о	3	2
186	героя но	2	2
187	время как	2	2
188	на себя	2	2
189	бы ни	1	2
190	мы и	1	2
191	то это	5	2
192	для наших	1	2
193	мы здесь	2	2
194	с большим	1	2
195	этих случаях	16	2
196	но конечно	2	2
197	как если	1	2
198	он говорит	2	2
199	друг на	1	2
200	же она	1	2
201	герой не	3	2
202	отношение к	5	2
203	как в	12	2
204	с этим	2	2
205	и как	1	2
206	та же	2	2
207	что это	6	2
208	в целом	1	2
209	он там	1	2
210	из этих	3	2
211	им в	2	2
212	нами в	2	2
213	как он	6	2
214	на том	2	2
215	но все	4	2
216	об этом	6	2
217	из них	2	2
218	к другу	1	2
219	знает что	1	2
220	входит в	1	2
221	известно что	2	2
222	и соответствующие	1	2
223	ни в	2	2
224	он является	1	2
225	на друга	1	2
226	одна и	1	2
227	для чего	1	2
228	автора и	1	2
229	том что	10	2
230	и при	1	2
231	что такое	2	2
232	в которых	1	2
233	и другого	1	2
234	но эта	2	2
235	что этот	2	2
236	и то	1	2
237	и герой	3	2
238	дело в	1	2
239	того как	3	2
240	одна из	7	2
241	и без	1	2
242	правда это	1	2
243	тем не	4	2
244	и эта	2	2
245	перед ним	1	2
246	тоже может	1	2
247	лежит в	2	2
248	отличается от	2	2
249	должны быть	3	2
250	указывает на	1	2
251	здесь мы	5	2
252	для себя	1	2
253	в конце	3	2
254	не могу	1	2
255	без всякого	2	2
256	то время	2	2
257	что у	4	2
258	в образе	3	2
259	для этого	1	2
260	тому и	1	2
261	все его	2	2
262	от них	1	2
263	от одного	1	2
264	в форме	2	2
265	что вот	1	2
266	того что	6	2
267	но так	1	2
268	и так	2	2
269	конечно не	2	2
270	не входит	1	2
271	уже в	3	2
272	и они	1	2
273	то и	4	2
274	а то	1	2
275	и та	1	2
276	мы можем	4	2
277	в самый	1	2
278	с другим	1	2
279	а с	1	2
280	он владеет	1	2
281	и др	2	2
282	что не	2	2
283	и пр	1	2
284	превращается в	3	2
285	в руках	2	2
286	него не	1	2
287	так же	6	2
288	по своему	1	2
289	с тобой	1	2
290	для понимания	1	2
291	например в	3	2
292	между собой	1	2
293	сознании и	1	2
294	человек и	1	2
295	для нас	6	2
296	еще более	1	2
297	хотя бы	1	2
298	ни было	1	2
299	с ними	1	2
300	сказать что	2	2
301	но этот	1	2
302	ее в	3	2
303	он пишет	1	2
304	в таком	1	2
305	сквозь землю	1	1
306	он может	4	1
307	но тем	2	1
308	и должны	1	1
309	и есть	1	1
310	между двумя	1	1
311	в чисто	1	1
312	поэтому он	1	1
313	и больше	1	1
314	этого он	1	1
315	видеть в	3	1
316	одним из	1	1
317	есть не	1	1
318	вы не	1	1
319	или наоборот	1	1
320	это совершенно	1	1
321	же как	4	1
322	его путем	1	1
323	случае это	1	1
324	такое положение	2	1
325	эта форма	3	1
326	но она	1	1
327	и тем	2	1
328	что говорят	1	1
329	ему в	1	1
330	в некотором	1	1
331	один пример	1	1
332	в прямой	2	1
333	к их	1	1
334	от себя	1	1
335	бы то	1	1
336	тем как	1	1
337	иного рода	1	1
338	с одной	5	1
339	землю и	1	1
340	то он	1	1
341	силы и	1	1
342	если в	2	1
343	с отцом	1	1
344	поэтике и	1	1
345	не согласиться	1	1
346	под его	1	1
347	которой они	2	1
348	просто как	1	1
349	сюда относятся	1	1
350	что этим	1	1
351	увидим что	2	1
352	вот на	1	1
353	дело конечно	1	1
354	меняет дела	1	1
355	бы с	1	1
356	в ответ	3	1
357	которые в	1	1
358	тоже не	3	1
359	в этой	1	1
360	важна не	3	1
361	эпохи и	1	1
362	не могла	1	1
363	его но	1	1
364	все они	1	1
365	и если	3	1
366	вообще не	2	1
367	что она	5	1
368	героя здесь	3	1
369	он все	1	1
370	наконец он	1	1
371	характер в	1	1
372	достаточно чтобы	1	1
373	говорите что	1	1
374	что ни	1	1
375	и по	3	1
376	но дело	1	1
377	то ни	1	1
378	они должны	2	1
379	форма есть	1	1
380	об этой	2	1
381	мужа с	1	1
382	себя не	1	1
383	с целью	2	1
384	и иногда	1	1
385	а этот	1	1
386	друг другу	1	1
387	видит в	2	1
388	связанная с	1	1
389	я все	1	1
390	должен был	2	1
391	приходит в	1	1
392	за ней	1	1
393	он приходит	1	1
394	стоит на	1	1
395	в ином	12	1
396	с водой	1	1
397	это положение	2	1
398	в ее	2	1
399	это знает	1	1
400	не всегда	4	1
401	и уже	1	1
402	там что	1	1
403	о чем	1	1
404	не мог	1	1
405	мы как	1	1
406	ему во	1	1
407	во второй	1	1
408	от своего	1	1
409	которую мы	1	1
410	как все	1	1
411	я его	1	1
412	о герое	1	1
413	именно и	1	1
414	и третий	1	1
415	убить отца	1	1
416	в книге	1	1
417	еще нет	1	1
418	она в	3	1
419	необходимо указать	1	1
420	от его	1	1
