N	2gram	Voloshinov_1	Hudozhes
1	в мире	1	23
2	в качестве	2	19
3	то есть	1	18
4	и не	16	16
5	не только	5	15
6	и в	15	15
7	в том	4	15
8	может быть	13	13
9	при этом	7	12
10	и его	15	12
11	а в	6	12
12	но не	5	11
13	в этом	13	11
14	в себе	4	11
15	я в	1	11
16	то же	7	10
17	по отношению	11	10
18	как бы	11	10
19	так и	10	10
20	а не	2	10
21	отношению к	9	10
22	но и	4	10
23	точки зрения	13	9
24	в его	9	9
25	сводится к	3	8
26	произведение искусства	1	8
27	себя в	2	8
28	в душе	13	8
29	я и	6	7
30	отличие от	1	7
31	но в	9	7
32	внутренней речи	3	7
33	в отличие	1	7
34	в то	6	7
35	или иной	1	7
36	с другой	1	7
37	в искусстве	3	7
38	с его	8	6
39	отношение к	7	6
40	том что	5	6
41	не в	4	6
42	в основе	3	6
43	же время	5	6
44	в ее	4	6
45	приводит к	2	6
46	не может	13	6
47	что в	6	6
48	в самом	6	5
49	то что	10	5
50	ни в	6	5
51	художественного творчества	1	5
52	могут быть	6	5
53	с ее	3	5
54	можно сказать	4	5
55	а также	1	5
56	того что	2	5
57	только в	6	5
58	уже не	5	5
59	и т.п	2	5
60	между ними	2	5
61	в нем	4	5
62	отношения к	2	4
63	и то	2	4
64	мы имеем	1	4
65	жизни как	1	4
66	еще не	7	4
67	а только	1	4
68	хотя и	1	4
69	и как	1	4
70	роли в	2	4
71	он не	4	4
72	в другом	1	4
73	и тем	1	4
74	в этих	2	4
75	в своей	9	4
76	входит в	1	4
77	между тем	2	4
78	искусства в	1	4
79	в форме	1	4
80	для него	5	4
81	со стороны	2	4
82	к которому	1	4
83	прежде всего	11	4
84	не знает	3	4
85	как это	1	4
86	например в	1	4
87	к тому	4	4
88	особого рода	1	4
89	сказать что	6	4
90	речи и	1	4
91	того же	1	3
92	и ее	3	3
93	в целом	2	3
94	что можно	1	3
95	в виду	1	3
96	конечном счете	1	3
97	как говорит	1	3
98	и к	7	3
99	в противоположность	1	3
100	в которой	1	3
101	не следует	2	3
102	он должен	2	3
103	картины мира	1	3
104	одно и	1	3
105	его в	8	3
106	это не	2	3
107	как и	6	3
108	с точки	10	3
109	тем не	2	3
110	их в	2	3
111	однако в	1	3
112	в отношении	2	3
113	не менее	3	3
114	в русской	1	3
115	как раз	2	3
116	потому что	4	3
117	читателя в	3	3
118	мог бы	1	3
119	к его	1	3
120	если бы	3	3
121	и внешней	1	3
122	и что	3	3
123	в конечном	1	3
124	что он	8	3
125	к нему	7	3
126	во втором	3	3
127	во всей	1	3
128	и того	1	3
129	человека с	2	3
130	в области	3	3
131	далеко не	4	3
132	не на	1	3
133	была бы	1	3
134	человека к	2	3
135	по своему	1	3
136	в данном	3	3
137	внешнего мира	1	3
138	и для	2	3
139	таким образом	21	3
140	в свою	2	3
141	в таком	3	3
142	таком случае	2	2
143	человека и	6	2
144	и это	1	2
145	это и	1	2
146	и больше	1	2
147	я как	1	2
148	я не	3	2
149	и на	3	2
150	в чем	4	2
151	но как	1	2
152	не входит	1	2
153	не все	1	2
154	за пределы	2	2
155	данный момент	1	2
156	в своем	2	2
157	в себя	5	2
158	образом и	1	2
159	все эти	9	2
160	в нашем	3	2
161	бы не	1	2
162	в этой	5	2
163	с их	3	2
164	вследствие этого	1	2
165	между субъективной	1	2
166	не как	1	2
167	на этом	5	2
168	об этом	4	2
169	по себе	2	2
170	жизни но	2	2
171	с другими	5	2
172	хх века	2	2
173	известной степени	1	2
174	к такой	1	2
175	до известной	1	2
176	вовсе не	2	2
177	даже в	1	2
178	тому что	3	2
179	одна из	3	2
180	и притом	1	2
181	материала в	1	2
182	вытекает из	1	2
183	этих двух	2	2
184	не является	3	2
185	без остатка	1	2
186	оно не	2	2
187	и о	3	2
188	того чтобы	2	2
189	свою очередь	1	2
190	роль в	6	2
191	что может	3	2
192	или в	1	2
193	о том	1	2
194	в глаза	1	2
195	на всех	1	2
196	именно в	3	2
197	способность к	1	2
198	во внутренней	1	2
199	может оказаться	1	2
200	мире и	1	2
201	тот или	1	2
202	с одной	1	2
203	из которого	1	2
204	и др	8	2
205	за пределами	1	2
206	одно из	3	2
207	слова в	1	2
208	и прежде	5	2
209	в одном	3	2
210	при всей	1	2
211	у него	3	2
212	для того	1	2
213	на почве	2	2
214	в данный	1	2
215	а с	1	2
216	себя и	3	2
217	жизни то	2	2
218	превращается в	1	2
219	одной стороны	1	2
220	искусства если	1	2
221	мы легко	1	2
222	мира в	1	2
223	о себе	2	2
224	так же	1	2
225	и особенно	1	2
226	и потому	8	2
227	как в	3	2
228	к своему	1	2
229	в европейской	1	2
230	и по	5	2
231	для понимания	1	2
232	жизни в	3	2
233	во всех	8	2
234	мира и	1	2
235	тем более	1	2
236	с ним	12	2
237	одной из	1	2
238	от всех	1	2
239	из этого	2	2
240	только о	1	2
241	говоря о	1	1
242	также и	1	1
243	же как	1	1
244	чтобы не	2	1
245	начинается с	1	1
246	и через	2	1
247	другому человеку	2	1
248	бы для	1	1
249	между всеми	1	1
250	и есть	2	1
251	не признает	1	1
252	над этим	1	1
253	то в	1	1
254	этого мира	1	1
255	конечно с	2	1
256	и чрезвычайно	1	1
257	др в	1	1
258	в зависимости	2	1
259	той же	2	1
260	жизни по	1	1
261	из своих	1	1
262	со смертью	1	1
263	общение с	1	1
264	в составе	1	1
265	и со	2	1
266	никогда не	7	1
267	зависимости от	2	1
268	свою душу	1	1
269	в каждой	1	1
270	проявляется в	1	1
271	момент в	1	1
272	собой в	1	1
273	на них	1	1
274	между собой	4	1
275	внимание и	1	1
276	людей в	1	1
277	хх веке	1	1
278	время в	2	1
279	позицию по	1	1
280	бы то	1	1
281	что его	1	1
282	в различных	2	1
283	связи между	1	1
284	во внешнем	8	1
285	творчества все	1	1
286	высшей ценностью	1	1
287	с собою	1	1
288	себе и	1	1
289	или иное	2	1
290	или к	1	1
291	что они	1	1
292	на основе	1	1
293	отнюдь не	2	1
294	для этического	1	1
295	в истории	3	1
296	его я	1	1
297	в центре	3	1
298	в различные	1	1
299	человеческая личность	1	1
300	перед нами	1	1
301	что по	1	1
302	тем же	1	1
303	от этого	1	1
304	только то	3	1
305	бы и	2	1
306	что это	3	1
307	обратное влияние	1	1
308	жизни так	3	1
309	из этих	4	1
310	всего к	3	1
311	во многих	1	1
312	на то	1	1
313	что она	2	1
314	к искусству	1	1
315	в мир	3	1
316	все это	5	1
317	зрения в	1	1
318	по ту	3	1
319	с нашим	1	1
320	в узком	2	1
321	его сознание	1	1
322	необходимо для	1	1
323	свое время	1	1
324	его можно	1	1
325	не бывает	1	1
326	объект и	1	1
327	то ни	1	1
328	а затем	1	1
329	что все	5	1
330	смысла в	1	1
331	в совершенно	2	1
332	не сможет	1	1
333	чем состоит	1	1
334	сознание не	1	1
335	а как	1	1
336	художественный образ	2	1
337	это было	1	1
338	было бы	6	1
339	он ни	1	1
340	но их	1	1
341	зрения и	1	1
342	по этому	1	1
343	делает его	1	1
344	в жизни	5	1
345	жизни человека	12	1
346	рядом с	2	1
347	он и	2	1
348	перейдем к	1	1
349	и становится	2	1
350	индивидуальной жизни	1	1
351	в такой	1	1
352	мы конечно	2	1
353	и без	1	1
354	в котором	1	1
355	быть положен	1	1
356	которое должно	1	1
357	как совокупность	1	1
358	в условиях	3	1
359	себе а	1	1
360	что говорит	1	1
361	рождается не	1	1
362	до последнего	2	1
363	любовь и	1	1
364	значение для	2	1
365	и другого	1	1
366	субъективной и	1	1
367	но во	1	1
368	друг другу	1	1
369	по крайней	1	1
370	разные формы	1	1
371	в прошлом	1	1
372	из виду	1	1
373	этой внутренней	1	1
374	говорит ему	1	1
375	мы встречаемся	1	1
376	нас к	1	1
377	на один	2	1
378	таких случаях	2	1
379	в таких	3	1
380	в практике	1	1
381	познающего субъекта	1	1
382	что такое	3	1
383	к этим	2	1
384	состав такого	1	1
385	в систему	2	1
386	иметь в	1	1
387	себе самом	3	1
388	того и	1	1
389	и объективной	2	1
390	анализу и	1	1
391	с этих	1	1
392	эти перемены	1	1
393	не говорит	1	1
394	и является	1	1
395	и теперь	1	1
396	связи с	1	1
397	из того	2	1
398	как будто	1	1
399	в каком	3	1
400	и здесь	1	1
401	в момент	1	1
402	все то	2	1
403	реальности это	1	1
404	внешнего объекта	1	1
405	когда мы	1	1
406	и страсти	1	1
407	этого объекта	1	1
408	так называемого	1	1
409	в поле	1	1
410	совпасть с	1	1
411	для восприятия	2	1
412	на это	1	1
413	здесь мы	1	1
414	в настоящее	1	1
415	говорит о	1	1
416	должен быть	2	1
417	из всего	1	1
418	как мы	10	1
419	меня в	1	1
420	ни одно	1	1
421	и служит	1	1
422	в собственном	2	1
423	то или	2	1
424	мысль о	1	1
425	в особенности	1	1
426	действия и	1	1
427	но мы	2	1
428	то время	1	1
429	свободу и	1	1
430	значение в	3	1
431	борющихся сторон	1	1
432	как с	1	1
433	и совершенно	1	1
434	котором он	1	1
435	даже самых	1	1
436	переход к	1	1
437	те же	4	1
438	можно только	1	1
439	комплексов в	1	1
440	процесс созидания	1	1
441	его роли	2	1
442	для этого	4	1
443	остановимся на	1	1
444	означает что	1	1
445	из других	1	1
446	о ней	1	1
447	и поэтому	1	1
448	и поступки	1	1
449	настоящее время	1	1
450	как ее	1	1
451	под маской	1	1
452	после того	1	1
453	служит для	1	1
454	художественной формы	2	1
455	в которую	1	1
456	объекта или	1	1
457	нее нет	1	1
458	всегда может	2	1
459	нуждается в	2	1
460	крайней мере	1	1
461	в другой	1	1
462	если он	5	1
463	человека как	1	1
464	может иметь	1	1
465	о своих	3	1
466	в него	2	1
467	на которой	1	1
468	один из	4	1
469	мы видим	1	1
470	тот же	5	1
471	на языке	1	1
472	в какой	1	1
473	такое же	1	1
474	простой и	1	1
475	же типа	1	1
476	всех его	1	1
477	они могут	1	1
478	никак нельзя	1	1
479	или же	1	1
480	жить и	1	1
481	на мир	1	1
482	теперь в	1	1
483	со всеми	3	1
484	с которыми	2	1
485	матерью но	1	1
486	для всех	2	1
487	это ни	1	1
488	ценностью и	1	1
489	с нею	1	1
490	к какому-нибудь	1	1
491	если мы	5	1
492	в объекте	1	1
493	оно в	1	1
494	то и	1	1
495	на свое	1	1
496	не дает	1	1
497	дает ему	1	1
498	из них	1	1
499	мы находим	1	1
500	так как	9	1
501	и от	1	1
502	ту сторону	3	1
503	должен был	1	1
504	человек как	1	1
505	образом что	1	1
506	и строго	1	1
507	не было	4	1
508	и даже	2	1
509	всех людей	2	1
510	этом пути	1	1
511	на ее	1	1
512	наконец в	1	1
513	в хх	1	1
514	и пр	9	1
515	человека но	1	1
516	всю жизнь	1	1
517	из наиболее	3	1
518	более того	2	1
519	зависит от	1	1
520	однако и	2	1
521	жизнь в	1	1
522	в комнате	1	1
523	при воспоминании	1	1
524	не всегда	4	1
525	на время	1	1
526	что основной	1	1
527	то она	1	1
528	и пути	1	1
529	как основная	1	1
